protected,f0,accuracy
0.2467,0.4931,0.7505
0.2524,0.5047,0.7552
0.2472,0.5055,0.7496
0.2548,0.5039,0.754
0.2519,0.5015,0.7498
0.2506,0.5033,0.7466
0.2516,0.5039,0.7524
-0.2567,0.5012,0.7525
0.2445,0.4999,0.7561
0.2456,0.498,0.7493
0.2515,0.5007,0.7434
0.2509,0.4971,0.7539
0.2495,0.5047,0.7484
0.252,0.4981,0.7489
-0.253,0.4991,0.7554
-0.2512,0.5007,0.7486
0.2482,0.5081,0.7502
-0.2539,0.4979,0.7518
0.2456,0.5023,0.7575
-0.2549,0.4968,0.7449
-0.2529,0.4987,0.7479
0.2448,0.5005,0.7502
0.2499,0.4957,0.7609
0.2513,0.5006,0.7489
0.25,0.5028,0.7391
0.2562,0.5024,0.7453
0.2452,0.4958,0.7572
0.2495,0.4998,0.7536
0.2507,0.4968,0.7529
-0.251,0.4991,0.7591
0.2459,0.5026,0.7518
-0.2523,0.4977,0.7564
-0.2574,0.5,0.7465
0.2553,0.5019,0.7536
0.2504,0.5006,0.7513
-0.2445,0.4958,0.7552
0.2488,0.5021,0.7512
0.2525,0.5008,0.7537
0.2474,0.4976,0.7439
0.2488,0.4953,0.7477
0.2481,0.4982,0.7452
-0.2516,0.5007,0.7552
0.2491,0.5063,0.755
0.2493,0.5002,0.7447
0.2481,0.4957,0.7511
0.2508,0.4983,0.7588
0.2488,0.5101,0.7442
0.2505,0.5089,0.7516
0.2471,0.498,0.753
-0.2502,0.5023,0.7478
-0.2489,0.5042,0.7529
0.2535,0.5,0.7482
0.2459,0.499,0.7601
0.2492,0.4991,0.7548
-0.2556,0.5091,0.758
0.2499,0.4951,0.7458
0.2471,0.4969,0.7436
-0.2479,0.4986,0.7588
0.2522,0.5072,0.7444
-0.2541,0.5073,0.7452
0.2479,0.4974,0.7533
0.2595,0.505,0.7488
0.2508,0.4955,0.7458
0.2478,0.5005,0.7524
0.2573,0.5036,0.7481
0.2468,0.4968,0.7601
0.2505,0.499,0.752
0.2502,0.5096,0.7397
-0.2454,0.4989,0.7549
-0.2507,0.5031,0.7561
0.2454,0.4938,0.7457
0.2494,0.4982,0.7506
-0.2392,0.4895,0.7434
0.253,0.496,0.7506
0.248,0.4999,0.7452
-0.2402,0.4964,0.7462
0.2489,0.4974,0.7537
0.2498,0.4971,0.757
-0.243,0.5018,0.7579
0.2471,0.4964,0.7498
0.2525,0.5066,0.756
0.2498,0.5055,0.7536
0.2481,0.495,0.7495
0.2516,0.4948,0.7421
0.2511,0.5017,0.753
0.257,0.502,0.7506
0.2539,0.494,0.7562
0.2514,0.5018,0.7538
0.2535,0.5082,0.7468
0.2492,0.5085,0.754
0.2481,0.4939,0.7529
0.2543,0.4973,0.7498
0.2508,0.5029,0.758
0.2546,0.5002,0.7547
0.2597,0.5079,0.7526
0.2542,0.5035,0.7436
0.2541,0.5011,0.7494
0.2562,0.5096,0.7537
0.2507,0.497,0.7519
-0.2503,0.5034,0.7496
