protected,f0,accuracy
0.0,-0.502,0.8008
0.0,-0.5091,0.8039
0.0,-0.4934,0.8011
0.0,-0.4923,0.7981
0.0,-0.5055,0.7994
0.0,-0.5037,0.7974
0.0,-0.506,0.7981
0.0,-0.5035,0.8008
0.0,-0.5009,0.7997
0.0,-0.5032,0.8083
0.0,-0.5066,0.7956
0.0,-0.4968,0.8115
0.0,-0.4891,0.794
0.0,-0.4942,0.7964
0.0,-0.4997,0.8015
0.0,-0.5047,0.8015
0.0,-0.4946,0.7919
0.0,-0.5063,0.7985
0.0,-0.5004,0.8002
0.0,-0.5066,0.8002
0.0,-0.5081,0.8062
0.0,-0.5025,0.7984
0.0,-0.501,0.8002
0.0,-0.5029,0.8104
0.0,-0.4969,0.7991
0.0,-0.4944,0.7986
0.0,-0.5044,0.7989
0.0,-0.4974,0.7996
0.0,-0.5104,0.793
0.0,-0.5116,0.8032
0.0,-0.4978,0.8059
0.0,-0.5,0.8024
0.0,-0.4981,0.8021
0.0,-0.5022,0.7968
0.0,-0.4921,0.8012
0.0,-0.4949,0.7998
0.0,-0.4914,0.7982
0.0,-0.5005,0.7994
0.0,-0.4984,0.805
0.0,-0.4933,0.8012
0.0,-0.4965,0.7954
0.0,-0.5023,0.7919
0.0,-0.5057,0.8
0.0,-0.4956,0.7957
0.0,-0.5016,0.7964
0.0,-0.5018,0.7967
0.0,-0.4924,0.8013
0.0,-0.498,0.7972
0.0,-0.4901,0.7986
0.0,-0.5013,0.8051
0.0,-0.496,0.8013
0.0,-0.4968,0.8019
0.0,-0.5011,0.7997
0.0,-0.5029,0.8002
0.0,-0.4927,0.7995
0.0,-0.5085,0.8035
0.0,-0.4974,0.798
0.0,-0.4868,0.8
0.0,-0.4952,0.7978
0.0,-0.4876,0.8002
0.0,-0.5033,0.7965
0.0,-0.5031,0.8049
0.0,-0.5008,0.7923
0.0,-0.4985,0.8015
0.0,-0.4915,0.7962
0.0,-0.4929,0.7985
0.0,-0.5018,0.7935
0.0,-0.5001,0.8025
0.0,-0.5043,0.7988
0.0,-0.4969,0.8016
0.0,-0.5035,0.7968
0.0,-0.4968,0.797
0.0,-0.4874,0.8031
0.0,-0.498,0.8016
0.0,-0.5046,0.7958
0.0,-0.5015,0.8051
0.0,-0.5045,0.797
0.0,-0.4982,0.8013
0.0,-0.5037,0.7974
0.0,-0.4959,0.8021
0.0,-0.5025,0.7993
0.0,-0.4928,0.8039
0.0,-0.5038,0.8006
0.0,-0.4907,0.8061
0.0,-0.4999,0.8047
0.0,-0.4944,0.7998
0.0,-0.4978,0.7978
0.0,-0.4866,0.8058
0.0,-0.5068,0.7976
0.0,-0.5025,0.7936
0.0,-0.5042,0.7982
0.0,-0.5005,0.7922
0.0,-0.4988,0.8015
0.0,-0.5104,0.8029
0.0,-0.497,0.8013
0.0,-0.5061,0.7988
0.0,-0.5095,0.7991
0.0,-0.5069,0.7985
0.0,-0.5002,0.7973
0.0,-0.5062,0.8002
