protected,f0,accuracy
0.0,0.4957,0.5992
0.0,0.4981,0.5895
0.0,0.5071,0.5991
0.2512,0.503,0.5992
0.0,0.5044,0.5999
0.0,0.5007,0.5955
0.0,0.4966,0.6062
0.0,0.5068,0.5965
0.0,0.5006,0.596
0.0,0.4999,0.5954
0.0,0.5057,0.608
0.0,0.4975,0.5959
0.0,0.4948,0.5973
0.251,0.4894,0.6001
0.2539,0.503,0.6009
0.2532,0.5029,0.5996
0.0,0.5059,0.5985
0.0,0.4946,0.6025
0.0,0.496,0.5999
0.0,0.5015,0.6008
0.0,0.4935,0.605
0.0,0.499,0.598
0.0,0.4984,0.6001
0.0,0.5029,0.5994
0.0,0.4946,0.5994
0.0,0.502,0.6048
0.2513,0.5092,0.5992
0.0,0.4957,0.6005
0.0,0.5048,0.6057
0.2567,0.5041,0.6066
0.0,0.4973,0.5974
0.0,0.4967,0.6004
0.0,0.4904,0.6036
0.2468,0.4992,0.5996
0.0,0.4956,0.6069
0.0,0.5016,0.5934
0.0,0.5001,0.6027
0.0,0.4997,0.6032
0.0,0.5072,0.6002
0.0,0.4923,0.6065
0.0,0.4957,0.605
0.0,0.5017,0.5922
0.0,0.5026,0.6042
0.0,0.5022,0.6058
0.0,0.4996,0.6032
0.0,0.4954,0.6067
0.0,0.4897,0.6018
0.0,0.4987,0.5996
0.0,0.4982,0.6031
0.0,0.5005,0.6041
0.0,0.5028,0.6051
0.0,0.5101,0.5908
0.0,0.5081,0.597
0.0,0.4912,0.5921
0.0,0.5022,0.5973
0.2449,0.495,0.599
0.2511,0.5044,0.5997
0.0,0.4987,0.6046
0.0,0.4979,0.6017
0.0,0.4943,0.6009
0.2522,0.5076,0.6073
0.0,0.503,0.6036
0.0,0.4945,0.6009
0.0,0.4986,0.6141
0.2543,0.5083,0.5988
0.0,0.4982,0.5971
0.2496,0.4991,0.6001
0.2517,0.5078,0.6007
0.2378,0.504,0.5941
0.0,0.4976,0.6001
0.0,0.5043,0.6074
0.0,0.5076,0.5864
0.0,0.5006,0.5957
0.0,0.5025,0.6023
0.0,0.4931,0.5895
0.0,0.4984,0.604
0.0,0.4966,0.6014
0.2467,0.4925,0.6069
0.0,0.5002,0.6041
0.0,0.4999,0.5947
0.0,0.4868,0.5988
0.2486,0.4988,0.5979
0.0,0.5005,0.6072
0.2589,0.5031,0.5992
0.2534,0.5086,0.5969
0.2435,0.4945,0.5964
0.0,0.4979,0.5999
0.0,0.4947,0.6048
0.0,0.5002,0.6002
0.0,0.4944,0.6042
0.0,0.5125,0.5982
0.0,0.5008,0.6015
0.0,0.4948,0.6109
0.0,0.5049,0.6067
0.0,0.5043,0.599
0.0,0.4963,0.6158
0.2483,0.5042,0.596
0.0,0.506,0.6037
0.0,0.5004,0.5997
0.0,0.503,0.593
