protected,f0
0.2458,-0.4932
0.2442,-0.4944
0.2475,-0.499
0.2457,-0.4917
0.2496,-0.5039
0.2518,-0.5013
0.2519,-0.4957
0.2466,-0.4983
0.2508,-0.5081
0.2485,-0.4966
0.243,-0.4913
0.2489,-0.5009
0.2488,-0.5022
0.251,-0.5028
0.2482,-0.5032
0.2442,-0.4934
0.2501,-0.5002
0.2513,-0.5048
0.2517,-0.497
0.2503,-0.5027
0.2565,-0.4983
0.2502,-0.4912
0.2472,-0.493
0.2424,-0.4967
0.2551,-0.5006
0.2532,-0.5004
0.2493,-0.5062
0.2486,-0.4962
0.2527,-0.5071
0.2443,-0.4924
0.2479,-0.5031
0.2473,-0.4903
0.2509,-0.4959
0.2549,-0.5009
0.2509,-0.4944
0.2461,-0.5002
0.2439,-0.493
0.2525,-0.4954
0.2504,-0.5051
0.2471,-0.4963
0.2473,-0.4994
0.2513,-0.5043
0.2519,-0.494
0.25,-0.4987
0.2525,-0.5017
0.2607,-0.5101
0.2504,-0.5022
0.2534,-0.505
0.2445,-0.4987
0.2473,-0.5038
0.2463,-0.4948
0.255,-0.502
0.2537,-0.504
0.2482,-0.5013
0.2553,-0.4985
0.2504,-0.4944
0.2465,-0.5029
0.2597,-0.5076
0.2534,-0.5025
0.2473,-0.5017
0.2439,-0.5005
0.2523,-0.4994
0.2524,-0.499
0.2509,-0.5011
0.2523,-0.4995
0.2546,-0.5087
0.2494,-0.495
0.2524,-0.4991
0.2522,-0.5063
0.255,-0.5107
0.2504,-0.5003
0.2464,-0.5023
0.2528,-0.5004
0.2531,-0.5054
0.2553,-0.4996
0.2525,-0.5021
0.2426,-0.4886
0.2575,-0.5057
0.2434,-0.4938
0.2463,-0.5017
0.252,-0.5079
0.2549,-0.5144
0.2487,-0.4994
0.2484,-0.506
0.2475,-0.495
0.2424,-0.5008
0.2516,-0.5052
0.2505,-0.4987
0.248,-0.4991
0.262,-0.5057
0.2387,-0.4978
0.2535,-0.4921
0.2484,-0.4997
0.2443,-0.4978
0.2614,-0.5044
0.2496,-0.5008
0.2629,-0.5127
0.2552,-0.5019
0.2478,-0.4965
0.2491,-0.4926
