protected,f0
0.2498,-0.5026
0.2532,-0.5035
0.251,-0.499
0.2461,-0.4996
0.2572,-0.5084
0.2457,-0.5008
0.2474,-0.4998
0.2535,-0.5049
0.2533,-0.5052
0.245,-0.4997
0.2534,-0.5068
0.2491,-0.494
0.2522,-0.4981
0.244,-0.4957
0.25,-0.5023
0.2532,-0.4918
0.2484,-0.4952
0.2444,-0.4963
0.2536,-0.502
0.2423,-0.4944
0.2467,-0.4959
0.2452,-0.5063
0.2602,-0.503
0.2496,-0.4929
0.2478,-0.4921
0.2455,-0.5
0.2543,-0.5006
0.2575,-0.506
0.2492,-0.5042
0.2496,-0.4948
0.2454,-0.4967
0.2522,-0.4962
0.2497,-0.4965
0.2588,-0.5019
0.2596,-0.5044
0.2523,-0.5044
0.2486,-0.4994
0.2409,-0.4992
0.2531,-0.4983
0.2491,-0.4936
0.2498,-0.4996
0.244,-0.4964
0.2538,-0.5078
0.2469,-0.4912
0.2432,-0.4971
0.2512,-0.4947
0.2531,-0.5028
0.2516,-0.4986
0.2505,-0.4969
0.25,-0.5023
0.2516,-0.5007
0.2544,-0.5048
0.2549,-0.5053
0.2469,-0.5027
0.2474,-0.499
0.2511,-0.5019
0.2492,-0.4991
0.2602,-0.5045
0.2526,-0.504
0.2428,-0.4975
0.2431,-0.4973
0.2539,-0.5006
0.2424,-0.495
0.2514,-0.5016
0.2544,-0.5026
0.2497,-0.4941
0.2523,-0.5003
0.2491,-0.4943
0.2465,-0.4964
0.2519,-0.4923
0.2506,-0.5018
0.2466,-0.5056
0.2537,-0.5077
0.2441,-0.493
0.2507,-0.5012
0.2555,-0.5113
0.2509,-0.4989
0.2509,-0.4946
0.2464,-0.5018
0.243,-0.4908
0.2534,-0.5043
0.2462,-0.4966
0.2434,-0.486
0.2494,-0.5
0.2454,-0.4941
0.2463,-0.4946
0.2519,-0.498
0.2576,-0.4976
0.2481,-0.5004
0.2521,-0.5101
0.2546,-0.4992
0.2434,-0.5018
0.2433,-0.4904
0.2433,-0.5001
0.2496,-0.4912
0.2514,-0.4968
0.2519,-0.5015
0.2491,-0.4942
0.2444,-0.4971
0.2514,-0.4949
