protected,f0
0.242,-0.4945
0.2468,-0.5027
0.2449,-0.4939
0.244,-0.4961
0.2493,-0.4937
0.2462,-0.497
0.2472,-0.5009
0.2441,-0.5075
0.2502,-0.5024
0.2501,-0.5012
0.2381,-0.4975
0.2501,-0.5063
0.252,-0.505
0.2491,-0.5013
0.2525,-0.5017
0.257,-0.5015
0.2511,-0.4984
0.2428,-0.4948
0.2466,-0.5045
0.2471,-0.4989
0.2575,-0.5095
0.2513,-0.4974
0.2552,-0.5051
0.2481,-0.4969
0.2517,-0.503
0.2488,-0.5028
0.2628,-0.5152
0.2494,-0.4948
0.2505,-0.4963
0.2468,-0.4989
0.2468,-0.5033
0.2572,-0.5101
0.2429,-0.501
0.2472,-0.4919
0.2504,-0.5017
0.2555,-0.5073
0.2448,-0.4964
0.2517,-0.4957
0.2483,-0.5118
0.2576,-0.5096
0.2489,-0.5077
0.2514,-0.5006
0.2492,-0.5002
0.2463,-0.5008
0.2457,-0.4921
0.2516,-0.5102
0.2496,-0.4991
0.2616,-0.5107
0.2461,-0.4966
0.243,-0.4939
0.2522,-0.4966
0.2495,-0.5056
0.251,-0.4961
0.2407,-0.4981
0.2516,-0.5025
0.2482,-0.501
0.2494,-0.4947
0.2462,-0.4949
0.2549,-0.5122
0.2466,-0.5055
0.2512,-0.4954
0.2512,-0.5021
0.2421,-0.4961
0.2554,-0.5023
0.2529,-0.5088
0.2509,-0.5069
0.2507,-0.4974
0.2516,-0.4991
0.2464,-0.4963
0.2511,-0.5
0.2417,-0.4951
0.2491,-0.501
0.2482,-0.4925
0.2495,-0.4982
0.2625,-0.5074
0.2412,-0.4944
0.2527,-0.4884
0.2448,-0.4951
0.2429,-0.4968
0.2464,-0.5013
0.2562,-0.5024
0.2456,-0.4978
0.254,-0.5037
0.2603,-0.5102
0.2464,-0.5024
0.2505,-0.5013
0.2514,-0.5007
0.2504,-0.5009
0.2493,-0.5008
0.252,-0.5042
0.247,-0.4964
0.2543,-0.5011
0.252,-0.4984
0.2501,-0.5049
0.2496,-0.5007
0.2503,-0.4944
0.2552,-0.4986
0.246,-0.4943
0.2491,-0.4991
0.2527,-0.5025
