protected,f0
-0.2533,0.5012
-0.2498,0.5032
0.0,0.2538
-0.251,0.5077
0.0,0.2503
-0.256,0.5026
-0.2558,0.5063
0.0,0.2505
-0.2529,0.5032
-0.2484,0.4977
0.0,0.2593
-0.2422,0.4861
0.0,0.2481
-0.2469,0.502
0.2565,0.5024
0.0,0.2507
-0.2473,0.4999
0.0,0.25
-0.2537,0.5047
0.0,0.2537
-0.2491,0.4943
0.0,0.2525
-0.245,0.498
-0.254,0.498
-0.2496,0.4969
0.0,0.2463
-0.2474,0.4957
-0.2455,0.4922
-0.2561,0.5047
0.0,0.2522
-0.2515,0.5011
0.0,0.2518
0.0,0.2483
0.0,0.2506
-0.2554,0.5059
-0.2545,0.5053
-0.2488,0.5007
0.0,0.2465
0.0,0.2463
0.249,0.5037
0.0,0.2486
-0.2509,0.5024
-0.2547,0.5017
-0.2534,0.5062
-0.2452,0.4968
-0.2571,0.507
-0.2494,0.4983
-0.2505,0.5029
0.0,0.2554
-0.2483,0.4961
-0.2553,0.505
0.0,0.2488
-0.2615,0.5028
-0.247,0.5007
0.0,0.2505
-0.2544,0.5166
0.0,0.254
0.0,0.2478
-0.2413,0.4955
-0.249,0.5059
-0.2532,0.5016
-0.2517,0.503
-0.2509,0.5057
-0.2544,0.5068
0.0,0.251
-0.2532,0.4932
-0.2537,0.4998
-0.2558,0.5058
0.0,0.2564
-0.2473,0.494
0.0,0.2441
-0.25,0.5098
0.0,0.2468
-0.2484,0.4975
0.0,0.2471
-0.2503,0.4977
-0.2516,0.499
0.0,0.2509
0.0,0.2564
0.0,0.2482
0.2485,0.4931
-0.248,0.4995
-0.2472,0.4983
-0.2513,0.5009
-0.2511,0.4971
0.0,0.2479
0.0,0.2435
-0.2469,0.4984
0.0,0.2503
-0.2492,0.5028
0.0,0.247
-0.2544,0.5003
0.0,0.246
0.0,0.2506
-0.2501,0.4927
0.2498,0.4954
0.0,0.2533
0.0,0.2511
-0.2477,0.5008
-0.2487,0.5039
