protected,f0
0.2494,0.5071
0.256,0.501
0.2598,0.5097
0.2498,0.4957
0.2496,0.5017
0.25,0.4976
0.2524,0.5053
0.2441,0.4915
0.252,0.5011
0.2489,0.5005
0.2489,0.4904
0.2455,0.4986
0.2514,0.5011
0.2438,0.4912
0.2492,0.4993
0.2426,0.4913
0.2426,0.4887
0.2458,0.5058
0.2539,0.5037
0.251,0.5001
0.2454,0.5003
0.2545,0.5065
0.2462,0.4949
0.2448,0.4988
0.2543,0.5087
0.2449,0.4969
0.252,0.494
0.2517,0.505
0.2489,0.4969
0.2429,0.5038
0.2506,0.5012
0.2516,0.5066
0.2476,0.4983
0.2458,0.4993
0.2467,0.4952
0.251,0.503
0.2513,0.497
0.2507,0.4996
0.2484,0.5034
0.2496,0.5014
0.2499,0.5093
0.2439,0.4941
0.2545,0.504
0.2448,0.4951
0.2525,0.5017
0.2463,0.4987
0.2509,0.4958
0.2513,0.5007
0.2448,0.4946
0.2542,0.5013
0.2484,0.4994
0.2555,0.5
0.2471,0.4962
0.2505,0.5105
0.2505,0.4988
0.2462,0.4985
0.243,0.4959
0.2539,0.5077
0.2471,0.491
0.2538,0.5064
0.2567,0.4959
0.2546,0.503
0.2488,0.4992
0.2499,0.4948
0.241,0.4957
0.2524,0.4995
0.2525,0.5037
0.2474,0.4952
0.2512,0.5034
0.252,0.5004
0.255,0.5115
0.2529,0.5032
0.2509,0.5016
0.2512,0.5035
0.2457,0.4934
0.2454,0.5018
0.2515,0.4989
0.251,0.5
0.2544,0.5006
0.2559,0.5078
0.2563,0.5015
0.2513,0.5104
0.2465,0.4955
0.2511,0.5086
0.2564,0.5063
0.2577,0.4987
0.2512,0.5048
0.2483,0.5015
0.254,0.5013
0.2531,0.5062
0.2553,0.5038
0.2514,0.4988
0.2474,0.4954
0.2464,0.5001
0.2526,0.4962
0.2434,0.4975
0.2475,0.5061
0.254,0.5
0.2506,0.4938
0.25,0.5006
