protected,f0
0.2532,0.5068
0.2469,0.4963
0.2484,0.4958
0.2486,0.4952
0.2499,0.4974
0.2496,0.5049
0.2524,0.5075
0.25,0.4954
0.2509,0.499
0.2553,0.4984
0.2507,0.5054
0.2507,0.4993
0.2516,0.5011
0.2514,0.4985
0.25,0.5039
0.2511,0.4973
0.2454,0.4997
0.2474,0.5018
0.2506,0.5014
0.2506,0.4984
0.2439,0.5013
0.2457,0.496
0.249,0.4961
0.256,0.5085
0.2511,0.5025
0.2443,0.5002
0.2453,0.4929
0.252,0.5002
0.2561,0.5025
0.2525,0.5019
0.2446,0.4953
0.2551,0.5001
0.258,0.5085
0.2458,0.5037
0.2439,0.4965
0.2467,0.5027
0.2449,0.4939
0.2504,0.5058
0.2507,0.502
0.2489,0.5039
0.2474,0.5027
0.2467,0.4965
0.2503,0.5057
0.2528,0.5049
0.252,0.496
0.2511,0.4999
0.249,0.5012
0.2497,0.5019
0.2526,0.5026
0.2596,0.5024
0.2468,0.4953
0.2519,0.5016
0.2455,0.4971
0.248,0.4937
0.2546,0.5128
0.2576,0.5165
0.2496,0.4948
0.2508,0.4991
0.2483,0.4967
0.2488,0.4974
0.244,0.4999
0.2475,0.4883
0.2497,0.4986
0.2521,0.5016
0.2376,0.4963
0.2491,0.4992
0.2487,0.503
0.2412,0.4975
0.2428,0.4905
0.2476,0.5013
0.2477,0.4987
0.2577,0.5037
0.2475,0.4972
0.2469,0.4955
0.2478,0.4971
0.2563,0.5018
0.2457,0.4993
0.2509,0.4925
0.2473,0.4963
0.2447,0.494
0.2481,0.4964
0.2515,0.5034
0.2502,0.502
0.2491,0.4954
0.2482,0.4978
0.2532,0.5042
0.2498,0.5024
0.2554,0.5005
0.2423,0.4925
0.2393,0.4976
0.246,0.494
0.2479,0.4965
0.2462,0.4999
0.247,0.5013
0.2527,0.4947
0.2501,0.5043
0.244,0.495
0.253,0.503
0.2455,0.4966
0.2425,0.5009
