protected,f0
0.25,-0.5001
0.2527,-0.5004
0.2531,-0.515
0.2509,-0.5008
0.2452,-0.502
0.2453,-0.4946
0.2467,-0.5053
0.2551,-0.5038
0.2426,-0.4957
0.249,-0.5031
0.2553,-0.5095
0.252,-0.4986
0.2469,-0.4952
0.2531,-0.4988
0.2564,-0.5056
0.2463,-0.4982
0.2478,-0.4985
0.2474,-0.5024
0.2523,-0.5077
0.2513,-0.4969
0.2506,-0.4918
0.2542,-0.5149
0.2564,-0.5064
0.2448,-0.4993
0.2591,-0.5064
0.2423,-0.4977
0.2502,-0.503
0.2519,-0.4939
0.2499,-0.4996
0.2496,-0.5061
0.2533,-0.5036
0.2501,-0.5
0.2532,-0.5008
0.2452,-0.5019
0.0,-0.2547
0.2504,-0.4971
0.2503,-0.4993
0.2521,-0.5031
0.2604,-0.5028
0.2537,-0.4981
0.2455,-0.503
0.2593,-0.5037
0.2486,-0.4981
0.2604,-0.5096
0.2515,-0.5031
0.2508,-0.4992
0.2544,-0.5023
0.252,-0.5039
0.2455,-0.4945
0.25,-0.5017
0.2385,-0.4986
0.2473,-0.5008
0.2554,-0.5061
0.2485,-0.4967
0.2512,-0.5007
0.2532,-0.4929
0.2531,-0.5026
0.2458,-0.5044
0.0,-0.2527
0.2583,-0.5009
0.0,-0.2438
0.2506,-0.5009
0.2523,-0.4978
0.2465,-0.4956
0.2555,-0.4991
0.2589,-0.5035
0.2506,-0.4979
0.2536,-0.489
0.2511,-0.4944
0.2443,-0.4968
0.2556,-0.5075
0.2514,-0.4909
0.2513,-0.4903
0.2495,-0.5133
0.2493,-0.5016
0.2515,-0.4965
0.2476,-0.4982
0.2494,-0.5112
0.2482,-0.5004
0.2486,-0.5021
0.2505,-0.4998
0.2533,-0.4964
0.2536,-0.5045
0.2513,-0.4989
0.25,-0.5057
0.2466,-0.498
0.2442,-0.4989
0.2435,-0.4942
0.249,-0.4954
0.2498,-0.4896
0.2502,-0.5004
0.2529,-0.5006
0.2519,-0.4986
0.2531,-0.4991
0.2491,-0.4962
0.2467,-0.5013
0.246,-0.4993
0.2474,-0.5061
0.2547,-0.5059
0.2434,-0.4885
