protected,f0
0.2459,-0.4944
0.2504,-0.4967
0.2519,-0.496
0.2504,-0.5061
0.2546,-0.504
0.2517,-0.5005
0.2482,-0.4957
0.2514,-0.4951
0.2552,-0.5032
0.2543,-0.5063
0.2478,-0.493
0.2496,-0.5075
0.2502,-0.4984
0.2449,-0.503
0.2506,-0.4949
0.2435,-0.5035
0.2456,-0.4916
0.2503,-0.5057
0.2548,-0.4953
0.2447,-0.4863
0.2488,-0.4962
0.245,-0.4931
0.249,-0.4997
0.2489,-0.5017
0.2514,-0.5033
0.2462,-0.503
0.2454,-0.4932
0.255,-0.5044
0.2465,-0.4949
0.2533,-0.5012
0.2544,-0.4983
0.2448,-0.5025
0.2469,-0.4967
0.2492,-0.4961
0.2533,-0.5021
0.2509,-0.5026
0.2456,-0.4921
0.2564,-0.5085
0.252,-0.5092
0.2463,-0.4975
0.2506,-0.5027
0.2443,-0.5002
0.2447,-0.5052
0.2544,-0.5102
0.2469,-0.5025
0.2479,-0.4982
0.2505,-0.5032
0.2487,-0.4934
0.2498,-0.5082
0.2493,-0.4886
0.2599,-0.5048
0.2492,-0.4974
0.2511,-0.4973
0.2521,-0.5044
0.2459,-0.4947
0.2531,-0.4996
0.2468,-0.5017
0.2548,-0.5015
0.2581,-0.51
0.2523,-0.498
0.256,-0.5025
0.2428,-0.4924
0.2488,-0.4958
0.2573,-0.504
0.2485,-0.5018
0.2438,-0.4886
0.2574,-0.5088
0.249,-0.5044
0.2513,-0.5004
0.253,-0.4989
0.2591,-0.5125
0.2476,-0.5042
0.2479,-0.5069
0.2437,-0.4918
0.253,-0.4985
0.2412,-0.4978
0.2451,-0.492
0.2422,-0.4972
0.2559,-0.5084
0.2519,-0.5107
0.2465,-0.4975
0.2487,-0.5016
0.2542,-0.5048
0.2543,-0.4971
0.2464,-0.5047
0.2515,-0.5035
0.2432,-0.4972
0.2554,-0.5092
0.2497,-0.4988
0.2514,-0.4982
0.2447,-0.4939
0.2455,-0.5008
0.2454,-0.495
0.2553,-0.5046
0.2468,-0.4878
0.25,-0.5033
0.2494,-0.502
0.248,-0.5046
0.2512,-0.5018
0.2576,-0.502
