protected,f0
-0.2522,-0.504
0.2513,-0.501
-0.2519,-0.4955
0.2491,-0.5031
0.2588,-0.5075
0.2455,-0.4947
0.2526,-0.4935
0.2492,-0.4994
0.2515,-0.4981
0.2484,-0.4981
0.2488,-0.4961
-0.2488,-0.5062
0.2477,-0.4955
0.2438,-0.4928
0.258,-0.5172
0.2402,-0.4953
0.2457,-0.4936
0.2535,-0.503
0.2472,-0.4932
0.2478,0.0
0.2577,-0.5083
0.2517,-0.4983
0.2477,-0.5049
0.2509,-0.5029
0.2446,-0.4952
-0.2494,-0.4942
0.2465,-0.504
0.2524,-0.5087
-0.4999,-0.5031
0.2539,-0.5097
0.2443,-0.4894
0.2509,-0.5046
0.2589,-0.5069
0.253,-0.5059
0.2519,0.0
0.256,-0.4994
0.2484,-0.4993
0.2502,-0.506
0.2498,-0.495
0.2472,0.0
0.255,-0.5066
0.2434,-0.5036
0.2498,-0.4994
0.2493,-0.5055
0.25,-0.5064
0.2564,-0.5021
-0.2525,-0.5101
0.2419,-0.4968
0.0,0.0
0.2483,-0.5023
0.2473,-0.4902
0.2538,-0.5018
0.2536,-0.4956
0.2502,0.0
0.2475,-0.4915
0.255,-0.505
0.2455,-0.496
0.256,0.0
-0.2524,-0.5019
0.2513,-0.5015
0.2441,-0.5032
0.2509,-0.5037
0.2514,-0.5017
0.2515,-0.5006
-0.2556,-0.4963
-0.4983,-0.4964
0.2661,-0.513
0.2497,-0.4988
0.2543,-0.5102
0.2513,-0.5059
0.2486,-0.4991
0.253,-0.5048
0.2451,-0.4927
0.2498,-0.4975
0.2473,-0.4997
0.2466,-0.4956
0.2542,-0.5088
-0.5044,-0.5046
0.2424,-0.4863
0.2515,-0.4989
-0.5101,-0.4975
0.2481,-0.4968
0.2475,-0.5015
0.2546,-0.5058
0.2526,0.0
0.2552,-0.5041
0.2477,-0.4986
0.2452,-0.4922
0.2487,-0.4974
0.2383,-0.4863
0.2537,-0.4969
-0.2519,-0.5002
0.2435,-0.4948
-0.248,-0.5017
0.2498,-0.4992
0.2509,-0.4995
0.2504,-0.493
0.2468,0.0
0.242,-0.4993
0.2502,-0.5073
