protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.3054,0.0,0.8957,0.79,0.76,0.0,-0.0,0.98
0.3028,0.0,0.8931,0.8,0.77,0.0,-0.01,0.16
0.2979,0.0,0.8966,0.81,0.78,0.0,-0.02,0.04
0.2972,0.0,0.8962,0.79,0.77,0.0,-0.01,0.26
0.3033,0.0,0.896,0.78,0.76,0.0,-0.01,0.3
0.2993,0.0,0.8993,0.8,0.78,0.0,-0.0,0.85
0.3063,0.0,0.8967,0.8,0.78,0.0,-0.01,0.41
0.2949,0.0,0.8957,0.8,0.77,0.0,-0.01,0.33
0.304,0.0,0.9001,0.8,0.78,0.0,-0.01,0.49
0.3005,0.0,0.9028,0.8,0.77,0.0,0.0,0.91
0.2928,0.0,0.8972,0.79,0.77,0.0,0.01,0.15
0.2986,0.0,0.9011,0.8,0.78,0.0,0.01,0.57
0.2995,0.0,0.9015,0.8,0.77,0.0,0.01,0.47
0.2963,0.0,0.8966,0.8,0.78,0.0,0.01,0.19
0.2926,0.0,0.9013,0.81,0.78,0.0,-0.0,0.93
0.3049,0.0,0.9007,0.79,0.76,0.0,0.02,0.13
0.2973,0.0,0.8995,0.8,0.77,0.0,-0.01,0.33
0.3043,0.0,0.8967,0.8,0.78,0.0,-0.02,0.05
0.3055,0.0,0.8938,0.81,0.78,0.0,0.01,0.38
0.2971,0.0,0.8983,0.79,0.77,0.0,0.0,0.97
0.2958,0.0,0.8983,0.81,0.78,0.0,-0.0,0.87
0.3031,0.0,0.9036,0.8,0.77,0.0,0.0,0.71
0.3047,0.0,0.903,0.8,0.78,0.0,-0.01,0.27
0.297,0.0,0.9036,0.79,0.77,0.0,0.0,0.63
0.2935,0.0,0.8997,0.8,0.77,0.0,-0.0,0.9
0.2941,0.0,0.9031,0.8,0.77,0.0,-0.0,0.8
0.3021,0.0,0.9025,0.79,0.77,0.0,-0.01,0.2
0.2991,0.0,0.9023,0.79,0.77,0.0,0.0,0.88
0.2913,0.0,0.9028,0.8,0.78,0.0,0.0,0.69
0.3068,0.0,0.9041,0.79,0.77,0.0,-0.0,0.78
0.3002,0.0,0.9013,0.8,0.77,0.0,0.0,0.96
0.2998,0.0,0.902,0.81,0.78,0.0,-0.0,0.78
0.3002,0.0,0.8974,0.8,0.78,0.0,-0.01,0.35
0.2964,0.0,0.9006,0.8,0.77,0.0,0.01,0.5
0.2946,0.0,0.9006,0.82,0.79,0.0,-0.0,0.9
0.3025,0.0,0.9019,0.8,0.78,0.0,0.0,0.86
0.3063,0.0,0.9012,0.79,0.77,0.0,0.0,0.91
0.3074,0.0,0.8987,0.8,0.78,0.0,-0.0,0.62
0.3031,0.0,0.9017,0.8,0.78,0.0,-0.02,0.09
0.296,0.0,0.8974,0.79,0.76,0.0,0.02,0.1
0.2996,0.0,0.8979,0.81,0.78,0.0,-0.01,0.23
0.2993,0.0,0.9013,0.79,0.76,0.0,0.01,0.38
0.2934,0.0,0.8977,0.82,0.78,0.0,-0.0,0.86
0.2943,0.0,0.8989,0.81,0.78,0.0,-0.0,0.69
0.2992,0.0,0.8973,0.8,0.78,0.0,-0.0,0.76
0.3089,0.0,0.8955,0.79,0.77,0.0,-0.0,0.64
0.2971,0.0,0.8957,0.79,0.76,0.0,-0.04,0.0
0.3064,0.0,0.9025,0.8,0.77,0.0,-0.01,0.28
0.2977,0.0,0.9029,0.81,0.78,0.0,-0.01,0.29
0.2946,0.0,0.8968,0.8,0.77,0.0,0.01,0.23
