protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.205,0.0,0.8431,0.79,0.66,0.0,-0.01,0.24
0.1994,0.0,0.8391,0.8,0.67,0.0,0.01,0.6
0.1977,0.0,0.837,0.79,0.66,0.0,-0.02,0.11
0.1961,0.0,0.8395,0.79,0.66,0.0,-0.01,0.18
0.197,0.0,0.8456,0.79,0.66,0.0,0.02,0.09
0.2001,0.0,0.844,0.8,0.66,0.0,-0.0,0.78
0.2029,0.0,0.8398,0.8,0.67,0.0,0.01,0.31
0.2018,0.0,0.8445,0.8,0.67,0.0,0.01,0.14
0.1952,0.0,0.8356,0.8,0.66,0.0,0.0,0.96
0.1966,0.0,0.8434,0.81,0.67,0.0,-0.0,0.83
0.2028,0.0,0.8382,0.8,0.67,0.0,-0.01,0.26
0.1985,0.0,0.8449,0.8,0.66,0.0,-0.01,0.19
0.2063,0.0,0.8415,0.8,0.67,0.0,-0.01,0.44
0.2011,0.0,0.8404,0.8,0.67,0.0,0.01,0.31
0.2062,0.0,0.8445,0.8,0.67,0.0,-0.02,0.13
0.198,0.0,0.8441,0.8,0.66,0.0,-0.01,0.4
0.2064,0.0,0.8294,0.81,0.68,0.0,0.0,0.72
0.2031,0.0,0.8429,0.8,0.67,0.0,0.01,0.21
0.1991,0.0,0.8426,0.81,0.67,0.0,0.0,0.93
0.1986,0.0,0.8422,0.8,0.67,0.0,-0.02,0.02
0.2014,0.0,0.8366,0.8,0.66,0.0,-0.0,0.92
0.1919,0.0,0.8446,0.8,0.66,0.0,-0.0,0.91
0.1965,0.0,0.8437,0.81,0.67,0.0,-0.0,0.85
0.1953,0.0,0.8393,0.8,0.67,0.0,-0.02,0.07
0.1951,0.0,0.8474,0.8,0.66,0.0,0.02,0.11
0.1967,0.0,0.8437,0.81,0.67,0.0,-0.02,0.12
0.2069,0.0,0.8383,0.81,0.68,0.0,0.0,0.67
0.1969,0.0,0.8422,0.81,0.67,0.0,0.0,0.85
0.202,0.0,0.8358,0.81,0.67,0.0,0.0,0.81
0.2014,0.0,0.8386,0.8,0.67,0.0,-0.01,0.58
0.1991,0.0,0.8378,0.8,0.67,0.0,0.0,0.99
0.2059,0.0,0.8438,0.8,0.68,0.0,-0.01,0.59
0.205,0.0,0.8361,0.8,0.67,0.0,-0.0,0.64
0.2,0.0,0.8386,0.8,0.66,0.0,0.01,0.38
0.1988,0.0,0.8385,0.8,0.67,0.0,-0.01,0.4
0.2035,0.0,0.8368,0.8,0.67,0.0,0.02,0.02
0.2103,0.0,0.8439,0.81,0.68,0.0,0.01,0.27
0.1994,0.0,0.8362,0.8,0.66,0.0,-0.02,0.13
0.1923,0.0,0.8352,0.81,0.67,0.0,0.01,0.27
0.2022,0.0,0.8399,0.8,0.67,0.0,0.01,0.25
0.2078,0.0,0.8403,0.8,0.68,0.0,0.01,0.51
0.195,0.0,0.8383,0.8,0.67,0.0,-0.0,0.77
0.2035,0.0,0.8447,0.8,0.67,0.0,-0.01,0.37
0.1947,0.0,0.8394,0.8,0.66,0.0,-0.01,0.32
0.2028,0.0,0.8374,0.8,0.67,0.0,-0.01,0.14
0.1978,0.0,0.8393,0.8,0.66,0.0,0.0,0.88
0.2019,0.0,0.8449,0.79,0.66,0.0,-0.01,0.23
0.2122,0.0,0.8388,0.8,0.68,0.0,0.02,0.12
0.2007,0.0,0.8456,0.8,0.67,0.0,-0.0,0.95
0.1996,0.0,0.836,0.81,0.67,0.0,0.0,1.0
