protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.0,0.0,0.8895,0.77,-0.24,0.0,-0.02,0.11
0.0,0.0,0.8918,0.8,-0.26,0.0,-0.01,0.17
0.0,0.0,0.8915,0.82,-0.28,0.0,0.01,0.35
0.0,0.0,0.8968,0.78,-0.27,0.0,-0.0,0.93
0.0,0.0,0.8954,0.78,-0.26,0.0,-0.0,0.84
0.0,0.0,0.8896,0.76,-0.25,0.0,0.0,0.77
0.0,0.0,0.889,0.83,-0.28,0.0,-0.02,0.03
0.0,0.0,0.8918,0.8,-0.25,0.0,0.0,0.74
0.0,0.0,0.8931,0.84,-0.27,0.0,0.01,0.37
0.0,0.0,0.8873,0.82,-0.26,0.0,0.01,0.32
0.0,0.0,0.8903,0.76,-0.25,0.0,-0.02,0.05
0.0,0.0,0.8925,0.76,-0.23,0.0,0.01,0.19
0.0,0.0,0.8951,0.85,-0.29,0.0,0.0,0.82
0.0,0.0,0.8936,0.8,-0.25,0.0,-0.01,0.47
0.0,0.0,0.8946,0.79,-0.24,0.0,-0.01,0.26
0.0,0.0,0.8936,0.78,-0.26,0.0,0.01,0.55
0.0,0.0,0.8829,0.83,-0.26,0.0,-0.0,0.84
0.0,0.0,0.8893,0.82,-0.26,0.0,0.0,0.99
0.0,0.0,0.8927,0.83,-0.26,0.0,0.01,0.29
0.0,0.0,0.8893,0.84,-0.26,0.0,0.01,0.49
0.0,0.0,0.8945,0.79,-0.25,0.0,0.0,0.94
0.0,0.0,0.8874,0.77,-0.24,0.0,-0.0,0.74
0.0,0.0,0.8926,0.76,-0.23,0.0,0.0,0.71
0.0,0.0,0.9016,0.8,-0.25,0.0,0.0,0.89
0.0,0.0,0.8893,0.8,-0.25,0.0,-0.0,0.62
0.0,0.0,0.8886,0.81,-0.27,0.0,0.0,0.74
0.0,0.0,0.895,0.8,-0.28,0.0,-0.02,0.09
0.0,0.0,0.8905,0.81,-0.27,0.0,0.01,0.48
0.0,0.0,0.8906,0.84,-0.25,0.0,-0.01,0.53
0.0,0.0,0.8896,0.8,-0.26,0.0,-0.02,0.05
0.0,0.0,0.8971,0.84,-0.26,0.0,-0.01,0.27
0.0,0.0,0.8927,0.78,-0.26,0.0,-0.01,0.19
0.0,0.0,0.8929,0.82,-0.27,0.0,-0.0,0.99
0.0,0.0,0.8869,0.78,-0.27,0.0,-0.0,0.86
0.0,0.0,0.889,0.75,-0.25,0.0,-0.0,0.85
0.0,0.0,0.8917,0.78,-0.26,0.0,-0.01,0.21
0.0,0.0,0.8968,0.8,-0.26,0.0,-0.0,0.66
0.0,0.0,0.8952,0.8,-0.27,0.0,-0.01,0.14
0.0,0.0,0.888,0.82,-0.27,0.0,-0.0,0.77
0.0,0.0,0.8991,0.81,-0.26,0.0,0.01,0.54
0.0,0.0,0.8943,0.8,-0.26,0.0,0.02,0.1
0.0,0.0,0.8908,0.79,-0.26,0.0,0.01,0.15
0.0,0.0,0.8982,0.83,-0.27,0.0,0.01,0.43
0.0,0.0,0.8936,0.73,-0.25,0.0,0.0,0.76
0.0,0.0,0.8949,0.83,-0.28,0.0,0.0,0.97
0.0,0.0,0.8912,0.73,-0.23,0.0,-0.03,0.0
0.0,0.0,0.8907,0.79,-0.26,0.0,-0.01,0.22
0.0,0.0,0.8963,0.73,-0.25,0.0,-0.01,0.46
0.0,0.0,0.8949,0.82,-0.26,0.0,0.0,0.83
0.0,0.0,0.894,0.79,-0.24,0.0,0.02,0.08
