protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.0963,0.0,0.6384,0.6,0.36,0.0,-0.01,0.55
0.0992,0.0,0.6402,0.6,0.36,0.0,0.0,0.77
0.1043,0.0,0.6458,0.59,0.36,0.0,-0.0,0.76
0.0955,0.0,0.6362,0.6,0.35,0.0,-0.01,0.36
0.099,0.0,0.6358,0.6,0.36,0.0,-0.0,0.92
0.0993,0.0,0.6398,0.6,0.36,0.0,0.01,0.54
0.1014,0.0,0.6432,0.6,0.36,0.0,0.01,0.19
0.1006,0.0,0.6372,0.6,0.36,0.0,-0.0,0.69
0.093,0.0,0.644,0.59,0.34,0.0,-0.0,0.74
0.1015,0.0,0.6422,0.61,0.37,0.0,-0.01,0.38
0.1038,0.0,0.6411,0.6,0.36,0.0,0.01,0.25
0.0998,0.0,0.6395,0.61,0.36,0.0,-0.01,0.27
0.1018,0.0,0.6396,0.61,0.37,0.0,0.01,0.17
0.1013,0.0,0.6454,0.6,0.36,0.0,0.0,0.9
0.0981,0.0,0.6457,0.61,0.36,0.0,0.01,0.3
0.1008,0.0,0.6393,0.6,0.36,0.0,0.0,0.74
0.0984,0.0,0.6512,0.61,0.36,0.0,-0.0,0.8
0.1022,0.0,0.6366,0.6,0.36,0.0,0.02,0.03
0.1015,0.0,0.6499,0.61,0.37,0.0,0.01,0.24
0.1016,0.0,0.6272,0.59,0.36,0.0,-0.01,0.16
0.1022,0.0,0.6441,0.6,0.37,0.0,-0.02,0.12
0.0985,0.0,0.6467,0.59,0.35,0.0,0.01,0.41
0.1012,0.0,0.6406,0.6,0.36,0.0,0.01,0.53
0.0957,0.0,0.641,0.61,0.36,0.0,-0.01,0.43
0.0969,0.0,0.6338,0.59,0.35,0.0,-0.02,0.06
0.0994,0.0,0.6448,0.61,0.37,0.0,0.01,0.29
0.0995,0.0,0.6393,0.61,0.37,0.0,0.01,0.48
0.0966,0.0,0.649,0.6,0.36,0.0,0.01,0.33
0.1036,0.0,0.642,0.59,0.36,0.0,0.02,0.07
0.0973,0.0,0.6468,0.6,0.36,0.0,-0.03,0.01
0.1017,0.0,0.6341,0.6,0.36,0.0,0.01,0.27
0.0976,0.0,0.6488,0.6,0.35,0.0,0.0,0.73
0.101,0.0,0.6442,0.61,0.37,0.0,0.01,0.41
0.1027,0.0,0.6318,0.6,0.36,0.0,-0.01,0.19
0.1033,0.0,0.6498,0.59,0.36,0.0,0.03,0.0
0.1025,0.0,0.638,0.61,0.37,0.0,0.01,0.18
0.0934,0.0,0.6423,0.6,0.35,0.0,0.01,0.42
0.1055,0.0,0.6426,0.6,0.37,0.0,-0.02,0.05
0.0984,0.0,0.6458,0.61,0.36,0.0,0.02,0.08
0.1001,0.0,0.6382,0.6,0.36,0.0,-0.0,0.82
0.0979,0.0,0.638,0.6,0.36,0.0,0.01,0.29
0.1051,0.0,0.6304,0.59,0.37,0.0,0.01,0.51
0.0977,0.0,0.6317,0.6,0.36,0.0,0.0,0.9
0.0981,0.0,0.6442,0.6,0.36,0.0,-0.01,0.58
0.0978,0.0,0.6302,0.6,0.36,0.0,-0.01,0.56
0.1018,0.0,0.649,0.59,0.36,0.0,-0.0,0.93
0.1025,0.0,0.6399,0.59,0.36,0.0,0.01,0.43
0.1044,0.0,0.6401,0.61,0.37,0.0,0.02,0.13
0.095,0.0,0.6412,0.61,0.36,0.0,-0.0,0.76
0.0985,0.0,0.6529,0.6,0.36,0.0,0.0,0.76
