protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.0,0.0,0.6096,0.33,0.11,0.0,-0.01,0.39
0.0,0.0,0.6117,0.25,0.09,0.0,0.0,0.69
0.0,0.0,0.6074,0.3,0.11,0.0,-0.01,0.17
0.0,0.0,0.6028,0.31,0.11,0.0,-0.01,0.43
0.0,0.0,0.6022,0.3,0.1,0.0,0.01,0.18
0.0,0.0,0.6074,0.31,0.11,0.0,-0.01,0.56
0.0,0.0,0.6054,0.31,0.11,0.0,-0.0,0.86
0.0,0.0,0.6074,0.31,0.11,0.0,0.01,0.44
0.0,0.0,0.6052,0.31,0.11,0.0,0.0,0.71
0.0,0.0,0.6076,0.35,0.12,0.0,0.01,0.28
0.0,0.0,0.6114,0.34,0.12,0.0,0.01,0.31
0.0,0.0,0.606,0.32,0.11,0.0,-0.02,0.08
0.0,0.0,0.6068,0.27,0.09,0.0,0.01,0.44
0.0,0.0,0.6047,0.29,0.1,0.0,0.0,0.88
0.0,0.0,0.6122,0.29,0.1,0.0,0.0,0.63
0.0,0.0,0.6075,0.3,0.11,0.0,-0.02,0.07
0.0,0.0,0.6183,0.32,0.12,0.0,0.0,0.73
0.0,0.0,0.6049,0.3,0.1,0.0,-0.0,0.71
0.0,0.0,0.6133,0.3,0.11,0.0,0.01,0.34
0.0,0.0,0.6091,0.31,0.11,0.0,0.01,0.35
0.0,0.0,0.6134,0.31,0.11,0.0,-0.01,0.47
0.0,0.0,0.6063,0.29,0.1,0.0,-0.0,0.95
0.0,0.0,0.6051,0.29,0.1,0.0,0.01,0.4
0.0,0.0,0.6101,0.32,0.11,0.0,0.01,0.28
0.0,0.0,0.6106,0.28,0.09,0.0,-0.0,0.73
0.0,0.0,0.6129,0.32,0.12,0.0,-0.0,0.89
0.0,0.0,0.614,0.33,0.12,0.0,-0.0,0.88
0.0,0.0,0.614,0.3,0.1,0.0,0.01,0.33
0.0,0.0,0.612,0.27,0.09,0.0,-0.01,0.23
0.0,0.0,0.609,0.27,0.09,0.0,-0.01,0.23
0.0,0.0,0.6167,0.29,0.1,0.0,-0.01,0.38
0.0,0.0,0.6069,0.27,0.1,0.0,-0.01,0.61
0.0,0.0,0.6109,0.27,0.09,0.0,-0.0,0.78
0.0,0.0,0.6053,0.3,0.11,0.0,0.0,0.8
0.0,0.0,0.6147,0.32,0.11,0.0,0.0,0.65
0.0,0.0,0.6062,0.28,0.1,0.0,-0.0,0.9
0.0,0.0,0.6058,0.3,0.1,0.0,-0.0,0.9
0.0,0.0,0.6073,0.31,0.1,0.0,0.0,0.87
0.0,0.0,0.609,0.28,0.1,0.0,0.01,0.27
0.0,0.0,0.605,0.3,0.11,0.0,0.01,0.35
0.0,0.0,0.6087,0.31,0.12,0.0,0.01,0.48
0.0,0.0,0.6103,0.3,0.1,0.0,0.01,0.37
0.0,0.0,0.6115,0.33,0.11,0.0,-0.02,0.09
0.0,0.0,0.6113,0.29,0.1,0.0,-0.0,0.93
0.0,0.0,0.6021,0.28,0.1,0.0,0.01,0.55
0.0,0.0,0.61,0.28,0.1,0.0,0.01,0.55
0.0,0.0,0.6069,0.26,0.09,0.0,0.0,0.85
0.0,0.0,0.6087,0.3,0.1,0.0,0.0,0.69
0.0,0.0,0.6147,0.3,0.11,0.0,0.0,0.74
0.0,0.0,0.6108,0.28,0.1,0.0,-0.01,0.61
