protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.0157,0.4789,0.5169,0.41,0.14,0.0,0.02,0.08
0.0147,0.4866,0.5134,0.41,0.14,0.0,0.02,0.05
0.0,0.0,0.5029,0.4,0.14,0.0,-0.01,0.47
0.0,0.0,0.5103,0.4,0.14,0.0,0.0,0.9
0.0138,0.4864,0.5052,0.41,0.14,0.0,0.01,0.47
0.0,0.4886,0.5178,0.41,0.14,0.0,0.0,0.69
0.0,0.0,0.5123,0.35,0.12,0.0,-0.01,0.36
0.0,0.0,0.5032,0.4,0.13,0.0,-0.01,0.49
0.0,0.0,0.5056,0.38,0.14,0.0,-0.0,0.9
0.0152,0.4875,0.5145,0.4,0.14,0.0,0.02,0.06
0.0,0.0,0.5101,0.42,0.14,0.0,0.0,0.71
0.0152,0.4846,0.5172,0.38,0.13,0.0,0.01,0.25
0.0143,0.4831,0.517,0.43,0.15,0.0,0.01,0.43
0.0,0.0,0.5204,0.42,0.15,0.0,-0.01,0.43
0.0135,0.4903,0.5142,0.41,0.14,0.0,0.01,0.38
0.0,0.0,0.5129,0.38,0.13,0.0,-0.0,0.98
0.0159,0.4873,0.5108,0.38,0.13,0.0,0.01,0.46
0.0,-0.4906,0.5108,0.4,0.13,0.0,-0.03,0.01
0.0,0.0,0.5159,0.41,0.14,0.0,-0.02,0.12
0.0,0.0,0.5074,0.38,0.13,0.0,-0.0,0.96
0.0294,0.0,0.5066,0.42,0.14,0.0,-0.0,0.89
0.0,0.0,0.514,0.43,0.14,0.0,-0.01,0.32
0.0,0.0,0.5184,0.39,0.13,0.0,-0.0,0.83
0.0,0.4815,0.5196,0.39,0.14,0.0,0.0,0.66
0.0,0.4936,0.5147,0.41,0.14,0.0,0.0,0.69
0.0,0.4836,0.5057,0.43,0.14,0.0,0.0,0.96
0.0156,0.0,0.5049,0.42,0.15,0.0,-0.01,0.41
0.0,0.0,0.517,0.42,0.15,0.0,-0.01,0.15
0.0,0.0,0.5144,0.4,0.13,0.0,-0.01,0.47
0.0,0.0,0.5092,0.4,0.13,0.0,-0.0,0.85
0.0,0.0,0.505,0.41,0.14,0.0,0.0,0.62
0.0,0.0,0.5103,0.42,0.14,0.0,-0.01,0.32
0.0,-0.4816,0.5109,0.37,0.12,0.0,-0.0,0.83
0.0,0.0,0.5115,0.42,0.14,0.0,0.0,0.7
0.0132,0.4775,0.5246,0.42,0.14,0.0,0.01,0.18
0.0,0.4791,0.5178,0.41,0.14,0.0,0.0,0.97
0.0,-0.4801,0.5157,0.41,0.14,0.0,-0.01,0.4
0.0,0.0,0.5069,0.41,0.14,0.0,-0.02,0.12
0.0,0.0,0.5069,0.42,0.15,0.0,-0.0,0.9
0.0,0.0,0.5188,0.4,0.14,0.0,0.0,1.0
0.0,0.0,0.5186,0.39,0.13,0.0,0.01,0.53
0.0,0.4796,0.5072,0.43,0.15,0.0,0.01,0.61
0.0291,0.4826,0.5065,0.42,0.14,0.0,0.01,0.29
0.015,0.4872,0.516,0.39,0.13,0.0,0.01,0.51
0.0,0.0,0.5055,0.42,0.14,0.0,0.01,0.46
0.0,0.0,0.5171,0.41,0.14,0.0,-0.0,0.79
0.015,0.0,0.5143,0.4,0.14,0.0,-0.01,0.51
0.0,0.4891,0.5059,0.43,0.15,0.0,-0.0,0.83
0.0,0.4803,0.5129,0.4,0.14,0.0,0.0,0.82
0.0146,0.4812,0.5025,0.42,0.14,0.0,0.01,0.58
