protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.0478,0.0,0.6158,0.52,0.22,0.0,-0.01,0.55
0.047,0.0,0.6165,0.49,0.21,0.0,0.01,0.34
0.051,0.0,0.6203,0.49,0.22,0.0,0.01,0.2
0.0492,0.0,0.6186,0.5,0.22,0.0,0.01,0.49
0.0491,0.0,0.6066,0.53,0.23,0.0,-0.0,0.73
0.0507,0.0,0.6119,0.5,0.22,0.0,-0.02,0.02
0.0522,0.0,0.6207,0.5,0.22,0.0,0.01,0.54
0.0486,0.0,0.6231,0.48,0.21,0.0,0.01,0.34
0.0492,0.0,0.6064,0.49,0.21,0.0,-0.02,0.1
0.0486,0.0,0.6014,0.51,0.22,0.0,0.01,0.15
0.05,0.0,0.6086,0.5,0.22,0.0,-0.01,0.44
0.0465,0.0,0.6191,0.52,0.22,0.0,-0.01,0.38
0.0482,0.0,0.6082,0.5,0.22,0.0,0.02,0.1
0.0521,0.0,0.6125,0.5,0.23,0.0,0.01,0.31
0.0501,0.0,0.6244,0.5,0.22,0.0,-0.01,0.55
0.0502,0.0,0.6217,0.49,0.22,0.0,0.01,0.59
0.0491,0.0,0.6173,0.5,0.22,0.0,0.01,0.34
0.0459,0.0,0.6138,0.49,0.21,0.0,-0.0,0.76
0.0491,0.0,0.6129,0.48,0.21,0.0,0.01,0.6
0.0513,0.0,0.6181,0.49,0.22,0.0,0.02,0.04
0.0488,0.0,0.6175,0.51,0.22,0.0,0.01,0.16
0.0505,0.0,0.6162,0.5,0.22,0.0,0.01,0.6
0.0503,0.0,0.6186,0.48,0.21,0.0,-0.02,0.12
0.0497,0.0,0.6196,0.5,0.22,0.0,-0.01,0.32
0.0473,0.0,0.6182,0.5,0.21,0.0,-0.0,0.67
0.0548,0.0,0.6197,0.46,0.21,0.0,0.01,0.28
0.0495,0.0,0.6222,0.5,0.22,0.0,-0.0,0.63
0.0525,0.0,0.6112,0.5,0.22,0.0,0.02,0.05
0.0471,0.0,0.6154,0.51,0.22,0.0,0.01,0.51
0.0501,0.0,0.615,0.47,0.21,0.0,0.0,0.92
0.047,0.0,0.6118,0.53,0.23,0.0,-0.02,0.05
0.0474,0.0,0.6196,0.52,0.22,0.0,-0.01,0.14
0.0533,0.0,0.613,0.5,0.23,0.0,-0.01,0.39
0.0501,0.0,0.6171,0.51,0.22,0.0,-0.02,0.06
0.0455,0.0,0.6227,0.5,0.21,0.0,-0.0,0.68
0.0551,0.0,0.6122,0.5,0.23,0.0,0.01,0.26
0.0527,0.0,0.6101,0.51,0.23,0.0,-0.0,0.93
0.0504,0.0,0.6101,0.51,0.22,0.0,0.0,0.97
0.0468,0.0,0.6209,0.51,0.22,0.0,-0.0,0.86
0.0506,0.0,0.6113,0.51,0.23,0.0,-0.02,0.08
0.0507,0.0,0.6105,0.5,0.22,0.0,0.0,0.91
0.0488,0.0,0.6198,0.51,0.22,0.0,-0.01,0.4
0.0501,0.0,0.6151,0.51,0.22,0.0,0.0,0.88
0.0497,0.0,0.6159,0.52,0.23,0.0,0.02,0.1
0.047,0.0,0.6036,0.5,0.22,0.0,0.01,0.47
0.0499,0.0,0.6168,0.51,0.22,0.0,-0.02,0.06
0.0519,0.0,0.6154,0.51,0.23,0.0,-0.01,0.52
0.049,0.0,0.6112,0.51,0.22,0.0,-0.01,0.44
0.0487,0.0,0.6218,0.5,0.22,0.0,-0.0,0.62
0.0461,0.0,0.6118,0.48,0.2,0.0,0.01,0.28
