protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.3076,0.0,0.8543,0.81,0.75,0.0,0.01,0.31
0.308,0.0,0.8618,0.8,0.74,0.0,0.01,0.25
0.2993,0.0,0.8614,0.8,0.74,0.0,-0.0,0.87
0.3081,0.0,0.859,0.79,0.74,0.0,-0.0,0.75
0.2957,0.0,0.8567,0.8,0.74,0.0,-0.01,0.58
0.3,0.0,0.8593,0.8,0.74,0.0,-0.01,0.31
0.2995,0.0,0.8596,0.8,0.74,0.0,0.01,0.36
0.2994,0.0,0.8608,0.8,0.73,0.0,0.01,0.56
0.3055,0.0,0.8581,0.8,0.75,0.0,0.01,0.28
0.3045,0.0,0.8667,0.79,0.73,0.0,-0.01,0.54
0.3,0.0,0.8607,0.8,0.74,0.0,-0.0,0.89
0.2964,0.0,0.8599,0.8,0.74,0.0,-0.0,0.78
0.3063,0.0,0.863,0.8,0.74,0.0,-0.0,0.79
0.2978,0.0,0.8662,0.8,0.73,0.0,0.01,0.54
0.305,0.0,0.86,0.8,0.75,0.0,0.0,0.94
0.2987,0.0,0.8616,0.8,0.74,0.0,0.01,0.17
0.3034,0.0,0.8552,0.8,0.74,0.0,-0.01,0.59
0.3022,0.0,0.8658,0.8,0.74,0.0,-0.02,0.08
0.3057,0.0,0.856,0.81,0.75,0.0,0.0,0.68
0.2979,0.0,0.8628,0.79,0.73,0.0,0.0,0.81
0.3015,0.0,0.861,0.8,0.74,0.0,-0.01,0.35
0.3045,0.0,0.8575,0.81,0.75,0.0,0.01,0.17
0.2967,0.0,0.8607,0.8,0.74,0.0,0.01,0.4
0.3011,0.0,0.8555,0.8,0.73,0.0,0.01,0.23
0.3011,0.0,0.8607,0.81,0.75,0.0,0.01,0.35
0.3015,0.0,0.8641,0.81,0.75,0.0,0.01,0.61
0.295,0.0,0.8632,0.8,0.73,0.0,-0.01,0.29
0.3094,0.0,0.8583,0.8,0.74,0.0,-0.0,0.92
0.3,0.0,0.8567,0.81,0.75,0.0,0.0,0.68
0.3063,0.0,0.8634,0.79,0.74,0.0,0.01,0.18
0.296,0.0,0.8621,0.8,0.73,0.0,0.0,0.84
0.3084,0.0,0.8608,0.8,0.75,0.0,-0.01,0.16
0.2943,0.0,0.8528,0.8,0.73,0.0,-0.02,0.05
0.3049,0.0,0.8606,0.8,0.74,0.0,-0.01,0.51
0.3033,0.0,0.8606,0.8,0.74,0.0,0.01,0.54
0.2987,0.0,0.8565,0.8,0.74,0.0,-0.0,1.0
0.3071,0.0,0.8604,0.8,0.75,0.0,-0.0,0.65
0.3052,0.0,0.8631,0.8,0.74,0.0,-0.0,0.67
0.304,0.0,0.8595,0.79,0.73,0.0,-0.03,0.0
0.3019,0.0,0.8642,0.8,0.74,0.0,0.0,0.75
0.2929,0.0,0.8638,0.8,0.73,0.0,0.01,0.49
0.2974,0.0,0.8636,0.8,0.74,0.0,0.0,0.81
0.299,0.0,0.8577,0.8,0.74,0.0,-0.01,0.41
0.2973,0.0,0.8568,0.8,0.74,0.0,0.01,0.4
0.3042,0.0,0.8635,0.8,0.74,0.0,0.01,0.52
0.2993,0.0,0.8652,0.8,0.74,0.0,0.01,0.46
0.3116,0.0,0.8581,0.8,0.75,0.0,0.02,0.06
0.2993,0.0,0.8573,0.8,0.74,0.0,-0.01,0.49
0.2988,0.0,0.8605,0.8,0.73,0.0,-0.0,0.85
0.2966,0.0,0.8583,0.8,0.74,0.0,0.0,0.69
