protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.3,0.0,0.7609,0.61,0.56,0.0,-0.02,0.11
0.3036,0.0,0.7636,0.59,0.54,0.0,-0.01,0.32
0.2965,0.0,0.7574,0.61,0.56,0.0,-0.01,0.58
0.3079,0.0,0.7657,0.6,0.55,0.0,0.01,0.25
0.3028,0.0,0.7582,0.6,0.56,0.0,-0.0,0.66
0.3029,0.0,0.7616,0.59,0.54,0.0,-0.01,0.48
0.2993,0.0,0.7651,0.6,0.55,0.0,-0.01,0.28
0.3059,0.0,0.7636,0.6,0.55,0.0,0.0,0.65
0.2957,0.0,0.7591,0.61,0.55,0.0,0.0,0.78
0.3029,0.0,0.7624,0.61,0.56,0.0,0.01,0.55
0.2977,0.0,0.7689,0.61,0.56,0.0,-0.0,0.67
0.3138,0.0,0.7614,0.59,0.55,0.0,0.01,0.6
0.2958,0.0,0.7614,0.59,0.54,0.0,0.0,0.88
0.2924,0.0,0.7582,0.61,0.56,0.0,0.01,0.46
0.3137,0.0,0.7579,0.6,0.55,0.0,0.01,0.55
0.2995,0.0,0.771,0.59,0.54,0.0,0.0,0.98
0.3028,0.0,0.7607,0.6,0.55,0.0,0.01,0.17
0.2978,0.0,0.7533,0.6,0.55,0.0,0.0,0.85
0.2928,0.0,0.7602,0.6,0.54,0.0,0.01,0.38
0.2966,0.0,0.7645,0.59,0.54,0.0,0.01,0.43
0.3011,0.0,0.7632,0.6,0.55,0.0,-0.01,0.49
0.2972,0.0,0.766,0.61,0.55,0.0,-0.01,0.35
0.3022,0.0,0.7674,0.6,0.55,0.0,0.01,0.26
0.302,0.0,0.7598,0.6,0.55,0.0,-0.02,0.1
0.2966,0.0,0.7579,0.59,0.54,0.0,-0.01,0.35
0.2989,0.0,0.7605,0.6,0.55,0.0,-0.01,0.53
0.2987,0.0,0.7531,0.6,0.55,0.0,0.0,0.72
0.2951,0.0,0.7594,0.6,0.55,0.0,0.02,0.02
0.294,0.0,0.7599,0.61,0.56,0.0,-0.01,0.38
0.2966,0.0,0.7632,0.6,0.55,0.0,-0.01,0.31
0.2958,0.0,0.7559,0.61,0.56,0.0,-0.02,0.04
0.3007,0.0,0.761,0.6,0.55,0.0,-0.01,0.51
0.2989,0.0,0.7593,0.61,0.56,0.0,0.02,0.07
0.2961,0.0,0.7583,0.61,0.56,0.0,0.0,0.81
0.3016,0.0,0.7564,0.62,0.57,0.0,-0.01,0.56
0.3039,0.0,0.769,0.6,0.55,0.0,0.01,0.28
0.3046,0.0,0.7633,0.6,0.56,0.0,-0.01,0.47
0.2991,0.0,0.7527,0.6,0.55,0.0,0.01,0.43
0.3055,0.0,0.7577,0.59,0.55,0.0,-0.0,0.83
0.2986,0.0,0.7606,0.6,0.55,0.0,0.02,0.01
0.2965,0.0,0.7574,0.62,0.56,0.0,0.01,0.58
0.2969,0.0,0.7551,0.6,0.55,0.0,0.01,0.21
0.3018,0.0,0.7693,0.62,0.57,0.0,0.01,0.2
0.3032,0.0,0.769,0.61,0.56,0.0,0.02,0.07
0.2956,0.0,0.7585,0.61,0.56,0.0,0.01,0.24
0.3003,0.0,0.7596,0.59,0.54,0.0,-0.01,0.51
0.3018,0.0,0.7629,0.6,0.55,0.0,-0.01,0.46
0.2939,0.0,0.7645,0.59,0.54,0.0,0.01,0.23
0.2923,0.0,0.7656,0.61,0.56,0.0,0.01,0.15
0.3045,0.0,0.758,0.6,0.55,0.0,0.0,0.69
