protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.029,0.0,0.6077,0.49,0.17,0.0,0.01,0.56
0.0297,0.0,0.6082,0.51,0.18,0.0,0.0,0.7
0.0333,0.0,0.6089,0.5,0.18,0.0,-0.01,0.47
0.0297,0.0,0.6184,0.49,0.17,0.0,-0.0,0.64
0.0272,0.0,0.6103,0.53,0.18,0.0,-0.01,0.36
0.0287,0.0,0.612,0.5,0.17,0.0,-0.0,0.86
0.0297,0.0,0.6099,0.52,0.18,0.0,-0.0,0.79
0.031,0.0,0.6109,0.52,0.18,0.0,-0.01,0.24
0.0297,0.0,0.6065,0.51,0.17,0.0,-0.0,0.83
0.0323,0.0,0.6118,0.48,0.17,0.0,-0.01,0.28
0.0279,0.0,0.6153,0.47,0.16,0.0,0.0,0.82
0.0322,0.0,0.6023,0.53,0.19,0.0,-0.01,0.6
0.0289,0.0,0.6066,0.48,0.16,0.0,0.0,0.64
0.0332,0.0,0.6008,0.5,0.18,0.0,-0.02,0.04
0.0257,0.0,0.6119,0.51,0.16,0.0,0.0,0.82
0.0292,0.0,0.6022,0.49,0.17,0.0,0.0,0.65
0.0308,0.0,0.6136,0.5,0.18,0.0,0.01,0.33
0.0292,0.0,0.6029,0.49,0.17,0.0,-0.02,0.06
0.0303,0.0,0.6121,0.54,0.19,0.0,0.01,0.22
0.0314,0.0,0.6045,0.46,0.16,0.0,-0.02,0.1
0.0275,0.0,0.6079,0.51,0.17,0.0,-0.0,0.98
0.0304,0.0,0.6047,0.5,0.17,0.0,-0.02,0.13
0.03,0.0,0.6087,0.51,0.18,0.0,0.0,0.68
0.0312,0.0,0.611,0.5,0.17,0.0,-0.01,0.28
0.028,0.0,0.6058,0.45,0.15,0.0,0.01,0.23
0.0301,0.0,0.6046,0.5,0.17,0.0,0.01,0.25
0.0289,0.0,0.6085,0.52,0.18,0.0,0.0,0.85
0.0294,0.0,0.6061,0.49,0.17,0.0,-0.0,0.77
0.0303,0.0,0.6128,0.51,0.18,0.0,0.0,0.93
0.03,0.0,0.6088,0.5,0.17,0.0,0.01,0.32
0.0309,0.0,0.6129,0.49,0.17,0.0,-0.0,0.77
0.0295,0.0,0.6122,0.54,0.18,0.0,-0.01,0.41
0.0309,0.0,0.6141,0.5,0.18,0.0,0.01,0.36
0.0295,0.0,0.6018,0.51,0.17,0.0,0.01,0.25
0.0302,0.0,0.6087,0.52,0.18,0.0,0.0,0.71
0.0303,0.0,0.609,0.53,0.18,0.0,-0.0,0.66
0.03,0.0,0.6072,0.51,0.17,0.0,0.0,0.83
0.0262,0.0,0.6078,0.49,0.16,0.0,0.0,0.92
0.032,0.0,0.6051,0.51,0.18,0.0,0.0,0.88
0.0311,0.0,0.6066,0.49,0.17,0.0,-0.02,0.06
0.0282,0.0,0.6156,0.48,0.16,0.0,-0.0,0.72
0.0281,0.0,0.6124,0.46,0.15,0.0,0.0,0.73
0.0307,0.0,0.6159,0.5,0.18,0.0,0.0,0.8
0.0301,0.0,0.605,0.51,0.18,0.0,-0.0,0.64
0.0301,0.0,0.6079,0.49,0.17,0.0,-0.02,0.07
0.03,0.0,0.618,0.49,0.17,0.0,0.01,0.36
0.0306,0.0,0.609,0.5,0.18,0.0,-0.01,0.59
0.0302,0.0,0.6125,0.5,0.17,0.0,-0.02,0.05
0.0306,0.0,0.6063,0.51,0.18,0.0,0.0,0.88
0.0294,0.0,0.6124,0.52,0.18,0.0,0.0,1.0
