protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.2898,0.0,0.7897,0.71,0.64,0.0,0.01,0.42
0.3026,0.0,0.7925,0.7,0.64,0.0,-0.02,0.08
0.3001,0.0,0.7888,0.7,0.64,0.0,-0.0,0.68
0.3004,0.0,0.7916,0.7,0.64,0.0,0.0,0.89
0.2948,0.0,0.7865,0.69,0.63,0.0,-0.0,0.92
0.301,0.0,0.7873,0.71,0.65,0.0,0.0,0.89
0.3023,0.0,0.7858,0.71,0.65,0.0,0.0,0.82
0.2969,0.0,0.7862,0.7,0.64,0.0,-0.02,0.07
0.2956,0.0,0.7887,0.7,0.64,0.0,-0.02,0.04
0.3031,0.0,0.7904,0.69,0.64,0.0,0.02,0.1
0.2977,0.0,0.7881,0.71,0.65,0.0,-0.0,0.91
0.3016,0.0,0.7864,0.7,0.64,0.0,0.01,0.49
0.2962,0.0,0.7958,0.7,0.64,0.0,0.01,0.58
0.3057,0.0,0.7877,0.7,0.65,0.0,0.0,0.68
0.3002,0.0,0.7853,0.7,0.64,0.0,-0.01,0.3
0.2964,0.0,0.7863,0.7,0.64,0.0,-0.0,0.89
0.3093,0.0,0.7849,0.7,0.65,0.0,0.01,0.17
0.292,0.0,0.7929,0.69,0.63,0.0,-0.01,0.19
0.3019,0.0,0.796,0.69,0.63,0.0,-0.01,0.44
0.298,0.0,0.7798,0.7,0.64,0.0,-0.01,0.57
0.3059,0.0,0.79,0.7,0.64,0.0,0.02,0.12
0.2967,0.0,0.7892,0.71,0.65,0.0,0.01,0.32
0.3036,0.0,0.7876,0.69,0.63,0.0,-0.02,0.05
0.2985,0.0,0.7906,0.7,0.64,0.0,-0.0,0.77
0.3062,0.0,0.7921,0.7,0.65,0.0,0.01,0.52
0.3038,0.0,0.7839,0.7,0.64,0.0,-0.02,0.08
0.3009,0.0,0.7902,0.7,0.64,0.0,-0.02,0.11
0.3024,0.0,0.7937,0.69,0.64,0.0,-0.0,0.93
0.2931,0.0,0.7928,0.7,0.64,0.0,-0.0,0.77
0.2937,0.0,0.7896,0.7,0.63,0.0,0.0,0.72
0.3023,0.0,0.7912,0.69,0.64,0.0,0.0,0.81
0.2966,0.0,0.7856,0.7,0.64,0.0,-0.0,0.96
0.2963,0.0,0.7924,0.69,0.63,0.0,0.01,0.53
0.3083,0.0,0.7874,0.7,0.65,0.0,0.01,0.28
0.3085,0.0,0.7929,0.69,0.64,0.0,0.03,0.01
0.3032,0.0,0.7868,0.7,0.65,0.0,-0.01,0.15
0.2963,0.0,0.7943,0.7,0.64,0.0,0.01,0.26
0.2914,0.0,0.792,0.7,0.64,0.0,0.02,0.02
0.3004,0.0,0.794,0.7,0.65,0.0,-0.01,0.46
0.2971,0.0,0.7907,0.69,0.63,0.0,0.01,0.28
0.3008,0.0,0.7927,0.69,0.63,0.0,-0.03,0.0
0.301,0.0,0.7858,0.7,0.64,0.0,0.0,0.69
0.2956,0.0,0.7897,0.7,0.64,0.0,0.01,0.48
0.2899,0.0,0.7933,0.7,0.63,0.0,-0.01,0.33
0.296,0.0,0.7842,0.7,0.64,0.0,-0.0,0.68
0.2984,0.0,0.7879,0.7,0.64,0.0,-0.01,0.23
0.3043,0.0,0.7899,0.71,0.65,0.0,-0.01,0.55
0.2881,0.0,0.7883,0.71,0.64,0.0,-0.01,0.36
0.299,0.0,0.7896,0.69,0.64,0.0,-0.01,0.34
0.3064,0.0,0.7937,0.7,0.65,0.0,0.01,0.19
