protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.0048,0.4985,0.509,0.34,0.07,0.0,0.01,0.27
0.0044,0.0,0.503,0.42,0.08,0.0,0.01,0.4
0.0,0.0,0.5025,0.41,0.08,0.0,-0.0,0.95
0.0049,0.0,0.5054,0.41,0.09,0.0,-0.01,0.58
0.0037,0.5017,0.5104,0.48,0.08,0.0,0.02,0.03
0.0,0.0,0.5113,0.4,0.08,0.0,-0.01,0.53
0.004,0.4968,0.5036,0.33,0.06,0.0,0.01,0.24
0.0,0.0,0.5046,0.41,0.08,0.0,0.01,0.48
0.0,0.0,0.5089,0.36,0.07,0.0,-0.0,0.81
0.0,0.0,0.4963,0.42,0.08,0.0,-0.0,0.82
0.0047,0.0,0.4953,0.48,0.09,0.0,0.01,0.45
0.0,0.4914,0.5085,0.4,0.08,0.0,0.0,0.95
0.0,0.0,0.5113,0.43,0.08,0.0,0.0,0.99
0.011,0.0,0.5074,0.44,0.09,0.0,0.01,0.16
0.0049,0.4912,0.5024,0.41,0.08,0.0,0.0,0.82
0.0,0.0,0.5092,0.4,0.09,0.0,0.0,0.98
0.0,0.0,0.4911,0.43,0.08,0.0,0.0,0.77
0.0042,0.5041,0.5041,0.39,0.08,0.0,0.02,0.13
0.0,0.0,0.5038,0.43,0.09,0.0,-0.01,0.25
0.0,0.0,0.5033,0.4,0.08,0.0,0.0,0.67
0.0048,0.5013,0.5036,0.39,0.08,0.0,0.01,0.36
0.0041,0.0,0.5007,0.45,0.08,0.0,-0.01,0.41
0.0057,0.5009,0.5046,0.35,0.07,0.0,0.01,0.18
0.0053,0.0,0.4912,0.46,0.09,0.0,0.01,0.29
0.0048,0.0,0.504,0.4,0.07,0.0,-0.01,0.54
0.0,-0.4941,0.5103,0.41,0.08,0.0,-0.01,0.34
0.0,0.0,0.5182,0.38,0.07,0.0,-0.01,0.32
0.0,0.0,0.5024,0.38,0.07,0.0,-0.01,0.57
0.0048,0.4855,0.5101,0.42,0.08,0.0,0.01,0.31
0.0106,0.0,0.5028,0.43,0.09,0.0,-0.0,0.82
0.005,-0.4958,0.5017,0.38,0.08,0.0,-0.02,0.05
0.0,0.0,0.5098,0.36,0.07,0.0,0.01,0.6
0.0098,0.0,0.5047,0.42,0.08,0.0,-0.01,0.52
0.0103,0.4942,0.5046,0.45,0.09,0.0,0.01,0.42
0.0,-0.4934,0.5105,0.39,0.07,0.0,-0.02,0.04
0.0051,-0.5044,0.4996,0.43,0.09,0.0,-0.0,0.63
0.0051,0.4914,0.4985,0.4,0.08,0.0,0.01,0.56
0.009,0.5056,0.5092,0.4,0.08,0.0,0.01,0.56
0.0,-0.4912,0.5023,0.42,0.1,0.0,-0.02,0.02
0.0,0.0,0.5055,0.38,0.07,0.0,0.01,0.18
0.0,-0.496,0.5089,0.41,0.08,0.0,-0.0,0.72
0.0095,0.0,0.507,0.38,0.07,0.0,-0.0,0.63
0.0,-0.4935,0.5061,0.43,0.08,0.0,-0.01,0.13
0.0,0.0,0.4949,0.38,0.08,0.0,-0.0,0.89
0.0,-0.493,0.5016,0.33,0.07,0.0,-0.02,0.1
0.0051,-0.4915,0.5006,0.34,0.07,0.0,-0.01,0.39
0.0,-0.494,0.5052,0.42,0.08,0.0,-0.02,0.08
0.0,-0.4956,0.5063,0.41,0.07,0.0,-0.01,0.33
0.005,0.4954,0.5039,0.41,0.08,0.0,0.01,0.46
0.0099,0.4973,0.5035,0.4,0.08,0.0,0.01,0.2
