protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.0,0.0,0.5954,0.3,0.06,0.0,0.01,0.49
0.0,0.0,0.6044,0.28,0.06,0.0,-0.02,0.05
0.0,0.0,0.6076,0.22,0.04,0.0,-0.0,0.78
0.0,0.0,0.6073,0.33,0.07,0.0,-0.0,0.89
0.0,0.0,0.5952,0.33,0.07,0.0,0.02,0.05
0.0,0.0,0.6077,0.29,0.06,0.0,0.0,0.96
0.0,0.0,0.5989,0.27,0.06,0.0,-0.02,0.08
0.0,0.0,0.6088,0.3,0.06,0.0,-0.0,0.62
0.0,0.0,0.6001,0.32,0.06,0.0,-0.0,0.88
0.0,0.0,0.6058,0.22,0.04,0.0,-0.0,0.78
0.0,0.0,0.6094,0.28,0.05,0.0,-0.01,0.41
0.0,0.0,0.6013,0.3,0.06,0.0,-0.0,0.91
0.0,0.0,0.5995,0.3,0.06,0.0,-0.0,0.65
0.0,0.0,0.6117,0.27,0.06,0.0,0.01,0.31
0.0,0.0,0.5988,0.3,0.07,0.0,0.01,0.42
0.0,0.0,0.6041,0.33,0.07,0.0,0.01,0.17
0.0,0.0,0.6014,0.27,0.06,0.0,0.0,0.91
0.0,0.0,0.598,0.3,0.06,0.0,-0.0,1.0
0.0,0.0,0.5926,0.27,0.05,0.0,0.0,0.74
0.0,0.0,0.6003,0.33,0.07,0.0,-0.02,0.12
0.0,0.0,0.6013,0.31,0.06,0.0,-0.0,1.0
0.0,0.0,0.6095,0.31,0.06,0.0,0.02,0.06
0.0,0.0,0.6077,0.3,0.06,0.0,0.01,0.49
0.0,0.0,0.5944,0.28,0.06,0.0,0.0,0.95
0.0,0.0,0.6093,0.27,0.06,0.0,-0.01,0.46
0.0,0.0,0.6062,0.33,0.07,0.0,-0.01,0.39
0.0,0.0,0.6052,0.3,0.07,0.0,0.01,0.25
0.0,0.0,0.6011,0.27,0.06,0.0,0.01,0.56
0.0,0.0,0.597,0.27,0.06,0.0,0.02,0.05
0.0,0.0,0.5981,0.29,0.06,0.0,0.01,0.54
0.0,0.0,0.5968,0.33,0.06,0.0,-0.01,0.24
0.0,0.0,0.605,0.25,0.05,0.0,0.01,0.59
0.0,0.0,0.6002,0.28,0.05,0.0,0.01,0.26
0.0,0.0,0.6061,0.29,0.06,0.0,0.0,0.71
0.0,0.0,0.6081,0.33,0.07,0.0,0.01,0.54
0.0,0.0,0.5988,0.2,0.04,0.0,-0.01,0.26
0.0,0.0,0.5992,0.25,0.05,0.0,-0.01,0.58
0.0,0.0,0.5931,0.29,0.06,0.0,0.0,0.84
0.0,0.0,0.5975,0.35,0.07,0.0,0.01,0.44
0.0,0.0,0.595,0.29,0.06,0.0,0.0,0.7
0.0,0.0,0.6018,0.31,0.06,0.0,-0.0,0.73
0.0,0.0,0.5967,0.29,0.06,0.0,0.01,0.41
0.0,0.0,0.6027,0.3,0.06,0.0,0.03,0.01
0.0,0.0,0.6037,0.32,0.07,0.0,0.0,0.84
0.0,0.0,0.5995,0.32,0.06,0.0,0.03,0.01
0.0,0.0,0.5975,0.35,0.07,0.0,0.0,0.72
0.0,0.0,0.6075,0.34,0.07,0.0,0.02,0.02
0.0,0.0,0.5993,0.29,0.06,0.0,-0.02,0.06
0.0,0.0,0.592,0.33,0.07,0.0,0.01,0.35
0.0,0.0,0.6038,0.32,0.06,0.0,-0.0,1.0
