protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.1039,0.0,0.6248,0.51,0.31,0.0,-0.01,0.39
0.0988,0.0,0.6287,0.51,0.31,0.0,0.01,0.44
0.1019,0.0,0.6377,0.5,0.3,0.0,-0.01,0.4
0.0971,0.0,0.6293,0.51,0.31,0.0,-0.01,0.15
0.0953,0.0,0.627,0.51,0.3,0.0,0.01,0.54
0.0965,0.0,0.6222,0.5,0.3,0.0,-0.02,0.13
0.1,0.0,0.6367,0.5,0.3,0.0,-0.02,0.1
0.097,0.0,0.6245,0.5,0.3,0.0,0.0,0.85
0.0991,0.0,0.6309,0.5,0.3,0.0,-0.0,0.95
0.0971,0.0,0.6259,0.49,0.29,0.0,-0.02,0.04
0.0993,0.0,0.6303,0.5,0.3,0.0,0.0,0.91
0.0997,0.0,0.6352,0.5,0.3,0.0,-0.01,0.61
0.0991,0.0,0.6235,0.5,0.3,0.0,-0.02,0.09
0.0948,0.0,0.6362,0.51,0.3,0.0,0.0,0.76
0.1011,0.0,0.6353,0.51,0.31,0.0,0.0,0.77
0.1055,0.0,0.6329,0.51,0.31,0.0,-0.01,0.32
0.0946,0.0,0.6364,0.51,0.3,0.0,-0.03,0.01
0.1024,0.0,0.6371,0.5,0.3,0.0,0.0,0.81
0.1043,0.0,0.6294,0.51,0.31,0.0,-0.0,0.97
0.1055,0.0,0.626,0.51,0.31,0.0,0.01,0.51
0.0958,0.0,0.6273,0.5,0.29,0.0,-0.01,0.56
0.0982,0.0,0.6313,0.52,0.31,0.0,-0.01,0.43
0.0991,0.0,0.6266,0.51,0.3,0.0,-0.01,0.27
0.1035,0.0,0.6287,0.5,0.3,0.0,-0.0,0.93
0.1007,0.0,0.6322,0.51,0.31,0.0,-0.0,0.86
0.0958,0.0,0.6303,0.51,0.3,0.0,-0.02,0.05
0.0984,0.0,0.6264,0.51,0.3,0.0,-0.01,0.49
0.0985,0.0,0.633,0.49,0.3,0.0,-0.0,0.66
0.1005,0.0,0.6217,0.51,0.31,0.0,-0.01,0.33
0.1033,0.0,0.6239,0.51,0.31,0.0,-0.01,0.61
0.1049,0.0,0.6318,0.52,0.32,0.0,-0.01,0.49
0.0998,0.0,0.6245,0.49,0.29,0.0,-0.01,0.18
0.0961,0.0,0.6311,0.5,0.29,0.0,-0.01,0.32
0.0971,0.0,0.6236,0.5,0.3,0.0,-0.01,0.37
0.1025,0.0,0.6309,0.5,0.31,0.0,-0.0,0.8
0.0994,0.0,0.6184,0.5,0.3,0.0,0.0,0.91
0.1019,0.0,0.63,0.5,0.31,0.0,0.01,0.19
0.1048,0.0,0.632,0.51,0.31,0.0,0.01,0.52
0.1013,0.0,0.6366,0.49,0.3,0.0,0.01,0.57
0.0942,0.0,0.6276,0.51,0.3,0.0,0.0,0.81
0.1039,0.0,0.6409,0.5,0.31,0.0,0.01,0.5
0.0968,0.0,0.6316,0.49,0.29,0.0,-0.0,0.73
0.0924,0.0,0.6288,0.5,0.29,0.0,-0.01,0.36
0.101,0.0,0.6354,0.51,0.31,0.0,0.01,0.57
0.1035,0.0,0.6323,0.49,0.3,0.0,0.0,0.82
0.0979,0.0,0.6291,0.49,0.29,0.0,-0.01,0.2
0.0993,0.0,0.6153,0.49,0.3,0.0,-0.01,0.58
0.0952,0.0,0.6321,0.51,0.3,0.0,-0.01,0.28
0.1008,0.0,0.6214,0.5,0.3,0.0,-0.03,0.0
0.0978,0.0,0.6404,0.5,0.3,0.0,0.01,0.29
