protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.3006,0.0,0.8259,0.7,0.65,0.0,-0.0,0.83
0.2941,0.0,0.8256,0.7,0.65,0.0,-0.0,0.85
0.2998,0.0,0.8308,0.71,0.66,0.0,-0.0,0.73
0.2959,0.0,0.8261,0.7,0.65,0.0,-0.01,0.38
0.2969,0.0,0.8281,0.71,0.66,0.0,0.01,0.21
0.293,0.0,0.8339,0.71,0.65,0.0,-0.0,0.89
0.3027,0.0,0.8298,0.7,0.66,0.0,-0.02,0.11
0.3007,0.0,0.8352,0.7,0.65,0.0,0.0,0.86
0.2962,0.0,0.8373,0.69,0.64,0.0,0.0,0.93
0.3045,0.0,0.8271,0.7,0.66,0.0,-0.01,0.22
0.2993,0.0,0.8356,0.69,0.64,0.0,0.0,0.77
0.3023,0.0,0.8312,0.7,0.66,0.0,-0.01,0.41
0.3038,0.0,0.8248,0.7,0.65,0.0,-0.01,0.56
0.303,0.0,0.8354,0.71,0.66,0.0,0.0,0.68
0.3031,0.0,0.8363,0.71,0.66,0.0,-0.0,0.95
0.3026,0.0,0.8276,0.7,0.65,0.0,0.01,0.42
0.3036,0.0,0.8301,0.7,0.65,0.0,0.0,0.79
0.2845,0.0,0.8269,0.69,0.64,0.0,-0.0,0.8
0.2927,0.0,0.8281,0.7,0.65,0.0,-0.01,0.41
0.3031,0.0,0.829,0.7,0.65,0.0,0.02,0.03
0.2989,0.0,0.8307,0.7,0.65,0.0,-0.01,0.41
0.3006,0.0,0.8257,0.7,0.65,0.0,0.01,0.43
0.3036,0.0,0.8295,0.69,0.65,0.0,0.0,0.82
0.2981,0.0,0.8247,0.71,0.66,0.0,-0.01,0.18
0.3089,0.0,0.8381,0.69,0.65,0.0,0.0,0.8
0.3109,0.0,0.8266,0.71,0.67,0.0,0.0,1.0
0.3015,0.0,0.8275,0.7,0.66,0.0,-0.0,0.69
0.3014,0.0,0.8325,0.71,0.66,0.0,-0.02,0.05
0.2923,0.0,0.8342,0.71,0.66,0.0,0.01,0.23
0.2991,0.0,0.8312,0.71,0.66,0.0,-0.01,0.24
0.3017,0.0,0.832,0.69,0.64,0.0,0.0,0.99
0.3031,0.0,0.8329,0.7,0.65,0.0,0.0,0.77
0.3035,0.0,0.8292,0.69,0.64,0.0,-0.01,0.28
0.2966,0.0,0.8308,0.7,0.65,0.0,-0.01,0.13
0.3027,0.0,0.8316,0.7,0.65,0.0,0.01,0.45
0.2976,0.0,0.8324,0.7,0.65,0.0,-0.01,0.57
0.2926,0.0,0.8316,0.7,0.65,0.0,-0.01,0.18
0.2966,0.0,0.8307,0.7,0.66,0.0,-0.0,0.87
0.2974,0.0,0.826,0.69,0.64,0.0,0.01,0.32
0.2964,0.0,0.8318,0.71,0.66,0.0,0.02,0.08
0.2972,0.0,0.837,0.7,0.65,0.0,0.0,0.76
0.2996,0.0,0.8281,0.7,0.65,0.0,-0.02,0.11
0.298,0.0,0.8368,0.72,0.67,0.0,-0.02,0.09
0.3083,0.0,0.8289,0.7,0.65,0.0,0.01,0.21
0.3015,0.0,0.823,0.7,0.65,0.0,0.01,0.31
0.2993,0.0,0.8299,0.71,0.66,0.0,-0.0,0.69
0.3015,0.0,0.8322,0.71,0.66,0.0,0.02,0.09
0.296,0.0,0.8287,0.69,0.65,0.0,-0.0,0.77
0.2958,0.0,0.8297,0.69,0.64,0.0,-0.01,0.25
0.3006,0.0,0.8305,0.7,0.65,0.0,0.0,0.95
