protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.0,0.0,0.7084,0.2,0.1,0.0,-0.01,0.44
0.0,0.0,0.705,0.21,0.1,0.0,0.04,0.0
0.0,0.0,0.7116,0.15,0.07,0.0,-0.0,0.62
0.0,0.0,0.7052,0.22,0.1,0.0,0.0,0.73
0.0,0.0,0.7148,0.19,0.09,0.0,-0.01,0.18
0.0,0.0,0.7065,0.23,0.11,0.0,0.01,0.53
0.0,0.0,0.7181,0.19,0.09,0.0,0.03,0.0
0.0,0.0,0.716,0.19,0.09,0.0,-0.01,0.5
0.0,0.0,0.7068,0.22,0.1,0.0,0.01,0.15
0.0,0.0,0.7111,0.22,0.1,0.0,-0.01,0.28
0.0,0.0,0.7114,0.21,0.1,0.0,-0.01,0.3
0.0,0.0,0.7048,0.17,0.08,0.0,0.0,0.71
0.0,0.0,0.7085,0.18,0.09,0.0,0.03,0.0
0.0,0.0,0.7039,0.22,0.1,0.0,0.01,0.49
0.0,0.0,0.7065,0.2,0.1,0.0,-0.0,0.75
0.0,0.0,0.708,0.19,0.09,0.0,0.0,0.98
0.0,0.0,0.7116,0.2,0.09,0.0,0.02,0.03
0.0,0.0,0.7095,0.21,0.1,0.0,-0.01,0.2
0.0,0.0,0.7128,0.24,0.12,0.0,-0.01,0.6
0.0,0.0,0.7155,0.2,0.09,0.0,-0.0,0.72
0.0,0.0,0.7071,0.21,0.1,0.0,-0.01,0.3
0.0,0.0,0.7151,0.2,0.1,0.0,0.0,0.67
0.0,0.0,0.7027,0.2,0.1,0.0,-0.0,0.97
0.0,0.0,0.7039,0.18,0.09,0.0,0.0,0.96
0.0,0.0,0.704,0.23,0.11,0.0,-0.01,0.21
0.0,0.0,0.7057,0.21,0.1,0.0,-0.01,0.2
0.0,0.0,0.7146,0.2,0.09,0.0,0.01,0.54
0.0,0.0,0.7077,0.19,0.09,0.0,-0.01,0.31
0.0,0.0,0.7098,0.2,0.1,0.0,-0.02,0.03
0.0,0.0,0.7126,0.18,0.09,0.0,0.02,0.12
0.0,0.0,0.7134,0.21,0.1,0.0,-0.01,0.47
0.0,0.0,0.6989,0.19,0.09,0.0,-0.0,0.78
0.0,0.0,0.7113,0.2,0.1,0.0,-0.02,0.08
0.0,0.0,0.7108,0.16,0.08,0.0,-0.02,0.07
0.0,0.0,0.7118,0.19,0.09,0.0,0.01,0.23
0.0,0.0,0.7124,0.21,0.1,0.0,-0.0,0.8
0.0,0.0,0.7021,0.18,0.09,0.0,0.0,1.0
0.0,0.0,0.7198,0.21,0.1,0.0,-0.0,0.93
0.0,0.0,0.7154,0.22,0.11,0.0,0.01,0.16
0.0,0.0,0.7061,0.2,0.1,0.0,0.01,0.39
0.0,0.0,0.7102,0.2,0.1,0.0,-0.02,0.03
0.0,0.0,0.7045,0.18,0.09,0.0,0.01,0.54
0.0,0.0,0.7092,0.21,0.1,0.0,0.0,0.62
0.0,0.0,0.7179,0.21,0.1,0.0,-0.01,0.37
0.0,0.0,0.7171,0.19,0.09,0.0,-0.0,0.65
0.0,0.0,0.707,0.23,0.11,0.0,-0.01,0.58
0.0,0.0,0.7093,0.2,0.1,0.0,-0.0,0.81
0.0,0.0,0.7089,0.21,0.1,0.0,-0.01,0.23
0.0,0.0,0.7106,0.22,0.1,0.0,-0.0,0.77
0.0,0.0,0.7097,0.19,0.09,0.0,-0.01,0.34
