protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.0,0.4026,0.5827,0.4,0.32,0.0,0.0,0.65
0.0,0.4065,0.5834,0.38,0.31,0.0,0.0,0.89
0.0,0.4019,0.5843,0.4,0.33,0.0,0.0,0.74
0.0,-0.4046,0.5783,0.4,0.32,0.0,-0.01,0.17
0.0,0.3984,0.5843,0.4,0.32,0.0,-0.0,0.77
0.0,0.3999,0.5809,0.4,0.32,0.0,0.01,0.2
0.0,0.4018,0.5832,0.41,0.33,0.0,0.0,0.84
0.0,0.4034,0.5711,0.4,0.32,0.0,-0.01,0.19
0.0,0.4025,0.5791,0.39,0.32,0.0,-0.0,0.7
0.0,0.3855,0.5757,0.39,0.32,0.0,0.0,0.98
0.0,0.4014,0.5765,0.4,0.33,0.0,0.0,0.62
0.0,0.4065,0.5841,0.41,0.33,0.0,-0.0,0.97
0.0,0.4083,0.5771,0.39,0.32,0.0,0.01,0.52
0.0,0.4047,0.5841,0.38,0.31,0.0,-0.0,0.91
0.0,0.4012,0.5847,0.39,0.32,0.0,0.01,0.23
0.0,-0.3922,0.5773,0.39,0.31,0.0,-0.02,0.06
0.0,0.3968,0.5925,0.41,0.33,0.0,0.02,0.04
0.0,0.4097,0.5772,0.4,0.32,0.0,-0.01,0.52
0.0,0.3988,0.585,0.4,0.32,0.0,0.0,0.82
0.0,0.4037,0.5747,0.4,0.32,0.0,0.01,0.59
0.0,-0.3926,0.5795,0.39,0.32,0.0,-0.02,0.06
0.0,0.3993,0.5809,0.39,0.32,0.0,-0.0,0.84
0.0,0.4089,0.5787,0.41,0.33,0.0,-0.01,0.36
0.0,0.4095,0.5884,0.4,0.32,0.0,-0.01,0.59
0.0,0.4014,0.589,0.4,0.32,0.0,-0.0,0.76
0.0,0.4082,0.5804,0.4,0.32,0.0,-0.0,0.66
0.0,0.3964,0.5738,0.39,0.32,0.0,0.0,0.77
0.0,0.4003,0.5793,0.39,0.32,0.0,0.0,0.71
0.0,0.3994,0.585,0.41,0.33,0.0,0.01,0.38
0.0,0.4029,0.59,0.39,0.31,0.0,-0.01,0.42
0.0,0.4005,0.5783,0.39,0.32,0.0,-0.01,0.46
0.0,0.3975,0.5782,0.42,0.33,0.0,0.01,0.43
0.0,0.4002,0.5828,0.4,0.32,0.0,-0.0,0.66
0.0,0.399,0.5872,0.41,0.33,0.0,-0.01,0.59
0.0,0.4068,0.5838,0.39,0.31,0.0,0.0,0.99
0.0,0.4022,0.578,0.4,0.32,0.0,-0.0,0.76
0.0,0.4003,0.5767,0.4,0.32,0.0,-0.01,0.43
0.0,0.4001,0.5892,0.4,0.33,0.0,0.0,0.71
0.0,0.3923,0.5756,0.38,0.31,0.0,0.02,0.02
0.0,0.4035,0.5809,0.4,0.33,0.0,0.01,0.45
0.0,-0.3979,0.5835,0.39,0.31,0.0,-0.02,0.07
0.0,0.4002,0.5843,0.41,0.33,0.0,0.0,0.75
0.0,0.4058,0.5857,0.39,0.31,0.0,-0.0,0.93
0.0,0.3947,0.5714,0.39,0.31,0.0,-0.0,0.63
0.0,0.3912,0.5832,0.4,0.33,0.0,-0.0,0.81
0.0,0.3943,0.5784,0.4,0.32,0.0,-0.01,0.47
0.0973,0.4042,0.5768,0.4,0.32,0.0,0.02,0.11
0.0,0.3996,0.5809,0.39,0.32,0.0,0.0,0.74
0.0,0.4026,0.5776,0.39,0.31,0.0,0.0,0.94
0.0,0.3982,0.5772,0.39,0.31,0.0,-0.0,0.82
