protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.2043,0.0,0.9167,0.91,0.81,0.0,0.02,0.06
0.2133,0.0,0.9184,0.9,0.81,0.0,-0.01,0.29
0.2031,0.0,0.9185,0.9,0.81,0.0,-0.01,0.16
0.2051,0.0,0.9211,0.9,0.81,0.0,-0.01,0.27
0.1995,0.0,0.9213,0.91,0.81,0.0,0.01,0.61
0.206,0.0,0.9254,0.9,0.8,0.0,-0.02,0.13
0.1965,0.0,0.9223,0.9,0.8,0.0,-0.0,0.91
0.2011,0.0,0.9265,0.9,0.8,0.0,-0.02,0.07
0.2063,0.0,0.9178,0.9,0.81,0.0,-0.01,0.19
0.2063,0.0,0.9189,0.9,0.81,0.0,0.0,1.0
0.1949,0.0,0.9198,0.91,0.81,0.0,0.0,0.85
0.2062,0.0,0.9184,0.9,0.81,0.0,-0.01,0.48
0.205,0.0,0.9185,0.9,0.8,0.0,0.0,0.79
0.1947,0.0,0.9223,0.9,0.8,0.0,-0.0,0.68
0.1968,0.0,0.922,0.9,0.81,0.0,-0.0,0.68
0.2003,0.0,0.9229,0.9,0.8,0.0,-0.01,0.31
0.1978,0.0,0.914,0.9,0.81,0.0,0.01,0.2
0.1974,0.0,0.9229,0.9,0.8,0.0,-0.0,0.78
0.2006,0.0,0.9197,0.9,0.8,0.0,-0.0,0.66
0.2016,0.0,0.9172,0.9,0.8,0.0,-0.0,0.93
0.2008,0.0,0.9187,0.9,0.8,0.0,0.0,0.98
0.2005,0.0,0.9213,0.9,0.8,0.0,-0.01,0.24
0.1942,0.0,0.9177,0.9,0.8,0.0,-0.01,0.41
0.1987,0.0,0.9164,0.9,0.8,0.0,0.01,0.56
0.1938,0.0,0.9179,0.9,0.8,0.0,-0.0,0.9
0.2007,0.0,0.9195,0.9,0.8,0.0,-0.01,0.29
0.2034,0.0,0.9179,0.9,0.8,0.0,0.01,0.51
0.1967,0.0,0.9181,0.9,0.8,0.0,0.0,0.7
0.1971,0.0,0.9223,0.9,0.8,0.0,0.01,0.27
0.1978,0.0,0.9177,0.9,0.8,0.0,-0.01,0.49
0.2044,0.0,0.92,0.9,0.8,0.0,-0.01,0.41
0.1972,0.0,0.9223,0.9,0.79,0.0,-0.01,0.49
0.1981,0.0,0.916,0.9,0.79,0.0,-0.01,0.38
0.2028,0.0,0.9186,0.9,0.8,0.0,0.01,0.39
0.2049,0.0,0.9186,0.9,0.8,0.0,0.02,0.08
0.1969,0.0,0.9206,0.89,0.79,0.0,0.02,0.05
0.1979,0.0,0.9234,0.9,0.8,0.0,-0.02,0.04
0.1975,0.0,0.9202,0.9,0.8,0.0,-0.01,0.55
0.1944,0.0,0.9193,0.9,0.8,0.0,0.01,0.41
0.2056,0.0,0.9173,0.9,0.8,0.0,0.0,0.94
0.1978,0.0,0.9189,0.9,0.8,0.0,0.0,0.84
0.1943,0.0,0.9181,0.9,0.8,0.0,-0.02,0.02
0.1987,0.0,0.9246,0.9,0.8,0.0,0.0,0.84
0.2057,0.0,0.9186,0.9,0.81,0.0,0.01,0.58
0.2061,0.0,0.919,0.9,0.81,0.0,0.0,0.67
0.2053,0.0,0.9216,0.9,0.8,0.0,-0.0,0.72
0.1896,0.0,0.9171,0.9,0.8,0.0,-0.0,0.65
0.2025,0.0,0.919,0.9,0.81,0.0,0.02,0.02
0.1986,0.0,0.9221,0.9,0.8,0.0,0.0,0.73
0.1984,0.0,0.9235,0.9,0.8,0.0,-0.02,0.12
