protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.1004,0.0,0.729,0.69,0.43,0.0,-0.0,0.68
0.0965,0.0,0.7271,0.71,0.43,0.0,-0.01,0.15
0.1045,0.0,0.7341,0.71,0.45,0.0,-0.01,0.34
0.1021,0.0,0.7361,0.71,0.45,0.0,0.0,0.79
0.1011,0.0,0.7296,0.7,0.44,0.0,-0.01,0.32
0.0999,0.0,0.7289,0.69,0.43,0.0,0.01,0.39
0.1,0.0,0.7287,0.69,0.43,0.0,-0.0,0.79
0.1029,0.0,0.734,0.7,0.44,0.0,-0.02,0.08
0.1018,0.0,0.7359,0.69,0.43,0.0,0.01,0.39
0.0979,0.0,0.7285,0.7,0.43,0.0,-0.0,0.69
0.1044,0.0,0.7322,0.7,0.44,0.0,-0.02,0.05
0.0983,0.0,0.7247,0.7,0.43,0.0,0.0,0.96
0.0951,0.0,0.7242,0.7,0.42,0.0,0.01,0.59
0.1063,0.0,0.7253,0.7,0.44,0.0,-0.01,0.23
0.099,0.0,0.7358,0.71,0.44,0.0,0.0,0.79
0.097,0.0,0.7269,0.7,0.43,0.0,0.01,0.57
0.0935,0.0,0.728,0.7,0.42,0.0,-0.0,0.78
0.1003,0.0,0.7372,0.71,0.44,0.0,-0.01,0.48
0.1029,0.0,0.7249,0.7,0.44,0.0,0.0,0.84
0.1006,0.0,0.7321,0.7,0.44,0.0,-0.0,0.85
0.1038,0.0,0.7259,0.69,0.44,0.0,-0.01,0.17
0.0993,0.0,0.7264,0.7,0.43,0.0,-0.0,0.8
0.102,0.0,0.7335,0.7,0.44,0.0,-0.0,0.65
0.099,0.0,0.7317,0.7,0.43,0.0,0.01,0.28
0.0985,0.0,0.726,0.7,0.43,0.0,0.0,0.82
0.101,0.0,0.7294,0.7,0.44,0.0,-0.01,0.21
0.1019,0.0,0.7308,0.7,0.44,0.0,-0.01,0.54
0.1004,0.0,0.7306,0.69,0.43,0.0,0.01,0.58
0.1017,0.0,0.7362,0.7,0.44,0.0,0.01,0.26
0.102,0.0,0.7221,0.7,0.44,0.0,-0.02,0.05
0.1021,0.0,0.7329,0.7,0.44,0.0,-0.01,0.61
0.1016,0.0,0.7239,0.71,0.44,0.0,-0.0,0.69
0.0965,0.0,0.7263,0.7,0.43,0.0,-0.03,0.0
0.1034,0.0,0.7232,0.71,0.45,0.0,0.01,0.52
0.0968,0.0,0.7283,0.69,0.42,0.0,0.0,0.7
0.1033,0.0,0.7377,0.7,0.44,0.0,-0.02,0.04
0.0975,0.0,0.7278,0.71,0.44,0.0,0.01,0.43
0.1007,0.0,0.7327,0.7,0.44,0.0,0.01,0.21
0.0996,0.0,0.7286,0.69,0.43,0.0,0.01,0.19
0.1006,0.0,0.7268,0.69,0.43,0.0,0.01,0.39
0.0998,0.0,0.7295,0.69,0.43,0.0,-0.01,0.29
0.0981,0.0,0.7333,0.7,0.43,0.0,-0.0,0.73
0.1028,0.0,0.7205,0.71,0.45,0.0,0.01,0.17
0.1018,0.0,0.7282,0.7,0.44,0.0,-0.0,0.71
0.0992,0.0,0.7335,0.7,0.43,0.0,-0.01,0.42
0.1043,0.0,0.7334,0.71,0.45,0.0,-0.0,0.79
0.0996,0.0,0.7303,0.7,0.43,0.0,0.01,0.34
0.1039,0.0,0.735,0.7,0.44,0.0,0.01,0.29
0.0984,0.0,0.7361,0.7,0.43,0.0,0.01,0.43
0.0934,0.0,0.7273,0.7,0.42,0.0,-0.01,0.5
