protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.2005,0.0,0.8147,0.71,0.6,0.0,0.01,0.34
0.197,0.0,0.8158,0.69,0.58,0.0,-0.0,0.65
0.2048,0.0,0.8244,0.67,0.57,0.0,-0.01,0.35
0.198,0.0,0.8252,0.69,0.58,0.0,-0.0,0.64
0.2069,0.0,0.8188,0.7,0.6,0.0,0.01,0.27
0.1991,0.0,0.8182,0.7,0.59,0.0,0.01,0.6
0.1983,0.0,0.8168,0.7,0.59,0.0,0.01,0.32
0.197,0.0,0.8195,0.68,0.57,0.0,-0.0,0.71
0.2017,0.0,0.8192,0.71,0.6,0.0,-0.01,0.62
0.2028,0.0,0.8194,0.7,0.59,0.0,0.0,0.66
0.1991,0.0,0.8064,0.69,0.59,0.0,0.02,0.11
0.1929,0.0,0.8231,0.71,0.59,0.0,0.02,0.03
0.1951,0.0,0.8202,0.71,0.59,0.0,0.01,0.47
0.2017,0.0,0.8127,0.69,0.59,0.0,-0.01,0.52
0.1988,0.0,0.8175,0.7,0.59,0.0,-0.0,0.77
0.2029,0.0,0.8186,0.69,0.59,0.0,0.01,0.25
0.2012,0.0,0.8261,0.7,0.59,0.0,0.01,0.27
0.1995,0.0,0.8158,0.7,0.59,0.0,0.0,0.81
0.196,0.0,0.8256,0.7,0.59,0.0,0.01,0.44
0.1969,0.0,0.818,0.7,0.59,0.0,0.01,0.24
0.1997,0.0,0.8252,0.7,0.59,0.0,0.01,0.62
0.1937,0.0,0.8162,0.72,0.6,0.0,0.01,0.33
0.2053,0.0,0.8208,0.7,0.6,0.0,-0.0,0.72
0.1983,0.0,0.822,0.7,0.59,0.0,-0.01,0.2
0.2004,0.0,0.8182,0.7,0.59,0.0,0.0,0.83
0.2022,0.0,0.8224,0.7,0.59,0.0,0.01,0.24
0.2057,0.0,0.8171,0.7,0.59,0.0,-0.0,0.8
0.1955,0.0,0.8242,0.7,0.59,0.0,0.01,0.36
0.1905,0.0,0.8196,0.71,0.59,0.0,0.0,0.9
0.2036,0.0,0.8233,0.7,0.6,0.0,-0.01,0.27
0.1986,0.0,0.8272,0.71,0.59,0.0,-0.01,0.61
0.2069,0.0,0.8191,0.71,0.61,0.0,-0.02,0.02
0.1956,0.0,0.8203,0.7,0.59,0.0,-0.0,0.71
0.199,0.0,0.8246,0.71,0.6,0.0,-0.02,0.07
0.2,0.0,0.82,0.7,0.59,0.0,0.01,0.14
0.1984,0.0,0.8201,0.69,0.58,0.0,-0.0,0.8
0.2041,0.0,0.82,0.7,0.6,0.0,0.01,0.37
0.1994,0.0,0.8208,0.7,0.59,0.0,-0.0,0.77
0.1997,0.0,0.8228,0.71,0.6,0.0,0.0,0.76
0.1994,0.0,0.8142,0.7,0.59,0.0,0.0,0.69
0.197,0.0,0.8153,0.7,0.58,0.0,-0.01,0.51
0.2031,0.0,0.822,0.69,0.58,0.0,0.01,0.32
0.2001,0.0,0.8156,0.7,0.59,0.0,0.0,0.73
0.2033,0.0,0.8231,0.69,0.59,0.0,-0.01,0.44
0.2059,0.0,0.8172,0.7,0.6,0.0,0.02,0.05
0.2002,0.0,0.8183,0.69,0.59,0.0,-0.01,0.49
0.1972,0.0,0.823,0.69,0.58,0.0,-0.01,0.26
0.2056,0.0,0.8106,0.7,0.59,0.0,0.01,0.36
0.2004,0.0,0.8192,0.7,0.59,0.0,0.0,0.92
0.2037,0.0,0.8159,0.7,0.59,0.0,-0.01,0.45
