protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.1044,0.0,0.9092,0.9,0.7,0.0,0.01,0.42
0.0964,0.0,0.9124,0.9,0.67,0.0,-0.01,0.35
0.0992,0.0,0.9127,0.9,0.69,0.0,0.01,0.29
0.1017,0.0,0.9115,0.9,0.69,0.0,0.01,0.52
0.0986,0.0,0.9142,0.91,0.7,0.0,-0.01,0.18
0.1011,0.0,0.9123,0.9,0.69,0.0,0.02,0.09
0.1005,0.0,0.907,0.9,0.69,0.0,0.0,0.78
0.1004,0.0,0.9149,0.9,0.69,0.0,0.02,0.12
0.1063,0.0,0.9097,0.9,0.7,0.0,-0.0,0.99
0.0968,0.0,0.9065,0.9,0.68,0.0,-0.01,0.55
0.0989,0.0,0.9054,0.9,0.69,0.0,0.02,0.13
0.0975,0.0,0.9106,0.91,0.7,0.0,-0.01,0.38
0.1038,0.0,0.9071,0.9,0.69,0.0,0.01,0.61
0.1037,0.0,0.9121,0.9,0.7,0.0,-0.01,0.32
0.0946,0.0,0.9108,0.9,0.68,0.0,-0.01,0.19
0.104,0.0,0.9107,0.9,0.69,0.0,-0.0,0.73
0.0955,0.0,0.91,0.9,0.68,0.0,-0.01,0.46
0.1082,0.0,0.906,0.9,0.7,0.0,-0.0,0.64
0.0973,0.0,0.9121,0.9,0.68,0.0,0.01,0.56
0.0968,0.0,0.9102,0.9,0.68,0.0,0.03,0.01
0.1007,0.0,0.9082,0.9,0.7,0.0,0.01,0.2
0.103,0.0,0.913,0.91,0.7,0.0,-0.02,0.05
0.0973,0.0,0.9059,0.9,0.68,0.0,0.0,0.84
0.0984,0.0,0.9121,0.89,0.67,0.0,0.01,0.31
0.0926,0.0,0.9138,0.89,0.66,0.0,-0.01,0.36
0.0958,0.0,0.9157,0.9,0.69,0.0,0.01,0.59
0.0972,0.0,0.9105,0.9,0.68,0.0,0.0,0.78
0.0977,0.0,0.9025,0.9,0.69,0.0,-0.02,0.06
0.1025,0.0,0.9116,0.9,0.69,0.0,0.0,0.9
0.1029,0.0,0.9091,0.9,0.7,0.0,-0.01,0.61
0.0978,0.0,0.9093,0.9,0.69,0.0,-0.0,0.73
0.1036,0.0,0.9108,0.9,0.69,0.0,-0.02,0.13
0.1002,0.0,0.9067,0.9,0.69,0.0,-0.0,0.97
0.096,0.0,0.914,0.9,0.68,0.0,-0.0,0.71
0.1013,0.0,0.9107,0.9,0.69,0.0,-0.02,0.1
0.0972,0.0,0.9098,0.9,0.68,0.0,-0.0,0.99
0.104,0.0,0.913,0.89,0.68,0.0,0.0,0.75
0.1003,0.0,0.9084,0.9,0.69,0.0,0.02,0.02
0.1021,0.0,0.9145,0.9,0.7,0.0,-0.01,0.2
0.1004,0.0,0.9143,0.9,0.69,0.0,-0.01,0.38
0.0966,0.0,0.9166,0.89,0.67,0.0,0.0,0.98
0.0986,0.0,0.9126,0.9,0.68,0.0,-0.0,0.72
0.1014,0.0,0.9047,0.9,0.7,0.0,0.01,0.27
0.1006,0.0,0.9093,0.91,0.7,0.0,-0.01,0.57
0.095,0.0,0.9094,0.9,0.69,0.0,-0.01,0.18
0.0999,0.0,0.9081,0.9,0.68,0.0,0.0,0.67
0.0975,0.0,0.9141,0.9,0.68,0.0,-0.01,0.42
0.1006,0.0,0.9136,0.9,0.69,0.0,-0.0,0.78
0.0927,0.0,0.9064,0.9,0.67,0.0,-0.02,0.08
0.0977,0.0,0.9089,0.9,0.68,0.0,-0.02,0.07
