protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.0,-0.4783,0.5223,0.4,0.17,0.0,-0.0,0.74
0.0,-0.4793,0.5166,0.41,0.18,0.0,-0.02,0.06
0.0,-0.4771,0.5206,0.39,0.17,0.0,-0.0,0.71
0.0262,0.4722,0.5229,0.42,0.18,0.0,0.01,0.55
0.0,-0.4729,0.509,0.38,0.16,0.0,-0.01,0.52
0.0,0.4828,0.5137,0.42,0.18,0.0,0.0,0.84
0.0,0.4728,0.5111,0.41,0.18,0.0,0.02,0.09
0.0,0.4776,0.5155,0.4,0.18,0.0,-0.0,0.99
0.0,0.0,0.5159,0.36,0.15,0.0,-0.0,0.78
0.0,0.4854,0.5254,0.39,0.17,0.0,-0.01,0.52
0.0492,0.0,0.5142,0.39,0.17,0.0,0.0,0.9
0.0516,0.475,0.5164,0.44,0.19,0.0,0.0,0.89
0.0,0.0,0.5164,0.4,0.17,0.0,-0.0,0.68
0.0,0.0,0.5234,0.38,0.17,0.0,-0.01,0.16
0.0,0.4695,0.5227,0.4,0.18,0.0,0.0,0.63
0.0,0.471,0.5094,0.39,0.17,0.0,0.01,0.38
0.0,0.4701,0.5277,0.43,0.18,0.0,0.0,0.66
0.0,0.4651,0.5137,0.39,0.18,0.0,0.01,0.51
0.0,0.4719,0.5358,0.41,0.18,0.0,0.0,0.9
0.0,0.0,0.5155,0.39,0.17,0.0,0.0,0.96
0.0247,0.4817,0.5191,0.38,0.17,0.0,0.02,0.03
0.0,0.4784,0.5215,0.4,0.18,0.0,-0.01,0.58
0.0,0.0,0.5221,0.38,0.16,0.0,0.0,0.89
0.0,0.4736,0.5129,0.41,0.18,0.0,0.01,0.6
0.0269,0.4658,0.5268,0.4,0.18,0.0,0.01,0.36
0.025,0.4737,0.5268,0.38,0.17,0.0,0.01,0.17
0.0,0.4748,0.5214,0.42,0.18,0.0,0.01,0.55
0.0,0.0,0.5205,0.4,0.17,0.0,-0.01,0.18
0.0,0.4773,0.5173,0.4,0.17,0.0,0.01,0.23
0.0,0.0,0.5268,0.42,0.19,0.0,-0.02,0.06
0.0,-0.4672,0.522,0.41,0.19,0.0,-0.01,0.23
0.0,0.4685,0.5261,0.4,0.18,0.0,0.0,0.7
0.0515,0.0,0.5274,0.42,0.19,0.0,0.0,0.69
0.0,0.4729,0.5246,0.42,0.18,0.0,-0.0,0.83
0.0,0.0,0.5239,0.38,0.17,0.0,-0.01,0.53
0.0,0.4785,0.5116,0.41,0.18,0.0,0.0,0.98
0.024,0.4722,0.5172,0.38,0.17,0.0,0.02,0.06
0.0,0.0,0.5225,0.41,0.18,0.0,-0.0,0.67
0.0,-0.4761,0.5072,0.38,0.16,0.0,-0.01,0.62
0.0,0.0,0.5149,0.4,0.18,0.0,-0.01,0.37
0.0,0.0,0.5164,0.39,0.17,0.0,0.0,0.88
0.0291,0.479,0.5226,0.4,0.18,0.0,0.01,0.47
0.0,0.0,0.5137,0.36,0.16,0.0,-0.01,0.37
0.0,-0.4737,0.5201,0.4,0.18,0.0,-0.02,0.1
0.0,0.4679,0.5109,0.41,0.18,0.0,0.01,0.47
0.0,0.0,0.5171,0.4,0.18,0.0,-0.01,0.15
0.0,0.0,0.5228,0.38,0.17,0.0,-0.01,0.52
0.0,0.4808,0.5213,0.38,0.17,0.0,0.01,0.34
0.0,0.4769,0.5172,0.43,0.19,0.0,0.0,0.88
0.0237,0.4832,0.5145,0.38,0.16,0.0,0.01,0.51
