protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.0,0.0,0.7624,0.29,0.27,0.0,0.01,0.54
0.0,0.0,0.7533,0.3,0.28,0.0,-0.0,0.76
0.0,0.0,0.7582,0.3,0.28,0.0,0.01,0.15
0.0,0.0,0.7607,0.31,0.28,0.0,0.0,0.9
0.0,0.0,0.765,0.3,0.28,0.0,-0.01,0.42
0.0,0.0,0.7547,0.3,0.28,0.0,-0.01,0.4
0.0,0.0,0.7583,0.3,0.28,0.0,0.0,0.79
0.0,0.0,0.7638,0.3,0.28,0.0,0.01,0.52
0.0,0.0,0.7572,0.29,0.27,0.0,0.0,0.75
0.0,0.0,0.7587,0.3,0.28,0.0,0.0,0.63
0.0,0.0,0.759,0.3,0.28,0.0,0.01,0.2
0.0,0.0,0.7596,0.3,0.28,0.0,0.01,0.27
0.0,0.0,0.7682,0.3,0.28,0.0,0.0,0.74
0.0,0.0,0.7589,0.31,0.29,0.0,0.03,0.0
0.0,0.0,0.7584,0.3,0.29,0.0,0.0,0.86
0.0,0.0,0.7636,0.29,0.28,0.0,0.01,0.24
0.0,0.0,0.7652,0.3,0.28,0.0,0.02,0.06
0.0,0.0,0.7673,0.3,0.28,0.0,0.0,0.8
0.0,0.0,0.762,0.3,0.28,0.0,-0.02,0.12
0.0,0.0,0.7622,0.29,0.28,0.0,0.0,0.96
0.0,0.0,0.7657,0.31,0.29,0.0,-0.01,0.18
0.0,0.0,0.7644,0.3,0.28,0.0,0.01,0.61
0.0,0.0,0.7679,0.3,0.28,0.0,0.0,0.66
0.0,0.0,0.7591,0.31,0.29,0.0,-0.01,0.6
0.0,0.0,0.7616,0.3,0.28,0.0,-0.01,0.29
0.0,0.0,0.7573,0.3,0.29,0.0,-0.0,0.95
0.0,0.0,0.7529,0.3,0.28,0.0,-0.02,0.02
0.0,0.0,0.7582,0.3,0.29,0.0,-0.01,0.25
0.0,0.0,0.7602,0.31,0.29,0.0,-0.0,0.62
0.0,0.0,0.7557,0.3,0.28,0.0,-0.0,1.0
0.0,0.0,0.7654,0.29,0.28,0.0,-0.0,0.72
0.0,0.0,0.7549,0.31,0.29,0.0,-0.01,0.44
0.0,0.0,0.7508,0.3,0.28,0.0,0.01,0.45
0.0,0.0,0.7551,0.3,0.28,0.0,0.01,0.49
0.0,0.0,0.7698,0.31,0.29,0.0,0.0,0.9
0.0,0.0,0.7571,0.3,0.28,0.0,-0.02,0.12
0.0,0.0,0.7648,0.3,0.28,0.0,-0.0,0.72
0.0,0.0,0.7639,0.29,0.28,0.0,-0.0,0.95
0.0,0.0,0.758,0.31,0.28,0.0,0.01,0.44
0.0,0.0,0.7587,0.31,0.29,0.0,-0.0,0.98
0.0,0.0,0.7644,0.3,0.28,0.0,-0.02,0.11
0.0,0.0,0.7603,0.3,0.28,0.0,0.01,0.48
0.0,0.0,0.7604,0.3,0.28,0.0,0.01,0.29
0.0,0.0,0.7623,0.3,0.28,0.0,-0.01,0.46
0.0,0.0,0.7562,0.3,0.28,0.0,0.0,0.72
0.0,0.0,0.7598,0.31,0.29,0.0,-0.01,0.27
0.0,0.0,0.7625,0.31,0.29,0.0,-0.02,0.1
0.0,0.0,0.7561,0.31,0.29,0.0,0.02,0.04
0.0,0.0,0.7632,0.3,0.28,0.0,0.0,0.84
0.0,0.0,0.7598,0.31,0.28,0.0,0.02,0.04
