protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.2976,0.0,0.6913,0.5,0.46,0.0,-0.0,0.91
0.2924,0.0,0.6958,0.5,0.46,0.0,0.0,0.73
0.2969,0.0,0.6871,0.5,0.46,0.0,0.0,0.85
0.2954,0.0,0.6875,0.5,0.46,0.0,-0.02,0.04
0.2945,0.0,0.6906,0.5,0.46,0.0,-0.0,0.78
0.3001,0.0,0.6818,0.49,0.45,0.0,0.0,0.83
0.3078,0.0,0.6919,0.51,0.47,0.0,-0.01,0.18
0.3033,0.0,0.6859,0.51,0.47,0.0,0.0,0.69
0.301,0.0,0.6943,0.49,0.46,0.0,0.01,0.56
0.308,0.0,0.6915,0.51,0.48,0.0,-0.01,0.33
0.3018,0.0,0.6881,0.5,0.46,0.0,0.0,0.92
0.2961,0.0,0.6868,0.51,0.46,0.0,-0.01,0.37
0.3006,0.0,0.6887,0.5,0.46,0.0,-0.01,0.33
0.297,0.0,0.6972,0.5,0.46,0.0,0.01,0.23
0.3004,0.0,0.6954,0.5,0.46,0.0,-0.02,0.06
0.3003,0.0,0.6887,0.49,0.45,0.0,0.01,0.53
0.2974,0.0,0.6967,0.5,0.46,0.0,-0.01,0.21
0.306,0.0,0.6845,0.47,0.44,0.0,-0.01,0.26
0.298,0.0,0.6902,0.49,0.45,0.0,-0.0,0.79
0.2919,0.0,0.6921,0.49,0.45,0.0,-0.01,0.32
0.2995,0.0,0.6844,0.51,0.47,0.0,0.0,0.69
0.3049,0.0,0.6846,0.49,0.46,0.0,-0.0,0.64
0.2991,0.0,0.6928,0.49,0.45,0.0,-0.01,0.47
0.299,0.0,0.6907,0.51,0.47,0.0,-0.01,0.38
0.3023,0.0,0.6927,0.49,0.45,0.0,-0.0,0.91
0.3033,0.0,0.6875,0.5,0.46,0.0,0.0,0.67
0.306,0.0,0.6872,0.51,0.47,0.0,-0.0,0.74
0.2956,0.0,0.6893,0.5,0.45,0.0,-0.01,0.41
0.3005,0.0,0.6888,0.5,0.46,0.0,0.01,0.51
0.2995,0.0,0.6908,0.5,0.46,0.0,0.02,0.13
0.295,0.0,0.6948,0.51,0.47,0.0,-0.01,0.25
0.3002,0.0,0.6874,0.5,0.46,0.0,0.01,0.24
0.2988,0.0,0.6956,0.5,0.46,0.0,-0.01,0.58
0.2986,0.0,0.6881,0.5,0.46,0.0,-0.02,0.07
0.3038,0.0,0.694,0.51,0.47,0.0,-0.0,0.89
0.3077,0.0,0.6848,0.51,0.47,0.0,-0.0,0.8
0.301,0.0,0.6902,0.5,0.46,0.0,-0.01,0.52
0.2987,0.0,0.6985,0.49,0.45,0.0,-0.01,0.46
0.2991,0.0,0.6858,0.49,0.45,0.0,-0.02,0.04
0.2989,0.0,0.6975,0.49,0.45,0.0,-0.0,0.72
0.2943,0.0,0.697,0.49,0.45,0.0,-0.0,0.67
0.301,0.0,0.6938,0.49,0.45,0.0,0.01,0.39
0.2925,0.0,0.6914,0.5,0.46,0.0,0.01,0.48
0.2922,0.0,0.6911,0.51,0.47,0.0,-0.01,0.31
0.3031,0.0,0.6875,0.5,0.47,0.0,-0.0,0.73
0.3053,0.0,0.6909,0.5,0.46,0.0,0.01,0.59
0.3081,0.0,0.6948,0.5,0.46,0.0,-0.01,0.56
0.2984,0.0,0.6912,0.5,0.46,0.0,0.0,0.66
0.2974,0.0,0.6869,0.51,0.47,0.0,-0.01,0.35
0.2978,0.0,0.6982,0.5,0.46,0.0,0.01,0.52
