protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.0,0.3506,0.6179,0.4,0.38,0.0,-0.0,0.87
0.0,0.3506,0.6244,0.4,0.38,0.0,0.01,0.23
0.0,0.352,0.6155,0.42,0.39,0.0,0.0,0.79
0.0,0.3467,0.6211,0.4,0.38,0.0,0.01,0.16
0.0,0.3516,0.6196,0.4,0.38,0.0,-0.0,0.67
0.0,0.3506,0.6221,0.39,0.37,0.0,0.0,0.8
0.0,0.356,0.6182,0.4,0.37,0.0,0.0,0.69
0.0,0.3428,0.6263,0.39,0.37,0.0,0.0,0.75
0.0,0.3491,0.6185,0.39,0.37,0.0,-0.02,0.09
0.0,0.3491,0.6226,0.39,0.37,0.0,0.0,0.65
0.0,0.35,0.6125,0.4,0.38,0.0,-0.0,0.77
0.0,0.3514,0.6211,0.41,0.39,0.0,0.01,0.57
0.0,0.3554,0.6247,0.38,0.36,0.0,0.01,0.57
0.0,0.3499,0.6209,0.41,0.38,0.0,-0.0,0.87
0.0,0.3514,0.6277,0.38,0.36,0.0,-0.0,0.82
0.0,0.3453,0.6141,0.39,0.38,0.0,0.01,0.55
0.0,0.3587,0.6234,0.4,0.38,0.0,-0.01,0.2
0.0,0.3514,0.6168,0.38,0.36,0.0,-0.0,0.95
0.149,0.3436,0.6167,0.41,0.39,0.0,0.02,0.04
0.0,0.3538,0.6244,0.39,0.37,0.0,0.01,0.22
0.1487,0.3505,0.6246,0.39,0.37,0.0,0.02,0.02
0.0,0.3575,0.6217,0.4,0.38,0.0,-0.02,0.04
0.0,0.3432,0.6195,0.41,0.39,0.0,-0.0,0.75
0.0,0.3514,0.6137,0.4,0.38,0.0,-0.01,0.53
0.0,0.3539,0.6161,0.4,0.38,0.0,-0.01,0.34
0.0,0.3505,0.6152,0.39,0.37,0.0,-0.02,0.08
0.0,0.3528,0.6159,0.41,0.39,0.0,-0.01,0.18
0.0,0.3486,0.6271,0.41,0.38,0.0,0.0,0.96
0.0,0.3547,0.6207,0.4,0.38,0.0,-0.01,0.48
0.0,0.3529,0.618,0.4,0.38,0.0,0.0,0.99
0.0,0.3528,0.6067,0.4,0.38,0.0,0.01,0.57
0.0,0.3405,0.6206,0.4,0.38,0.0,-0.0,0.66
0.0,0.3496,0.611,0.39,0.37,0.0,0.01,0.38
0.0,0.3512,0.6171,0.41,0.39,0.0,-0.01,0.42
0.0,0.3508,0.6192,0.39,0.38,0.0,-0.01,0.46
0.0,0.3422,0.6263,0.4,0.38,0.0,0.0,0.81
0.0,0.35,0.6229,0.4,0.37,0.0,-0.0,0.84
0.0,0.3551,0.6227,0.4,0.38,0.0,0.0,0.97
0.0,0.3455,0.6088,0.4,0.38,0.0,0.0,0.99
0.0,0.3495,0.6186,0.41,0.39,0.0,0.01,0.51
0.0,0.3482,0.6207,0.41,0.39,0.0,0.01,0.48
0.1468,0.3497,0.6194,0.41,0.38,0.0,0.02,0.05
0.0,0.3429,0.6238,0.4,0.38,0.0,-0.01,0.58
0.0,0.3481,0.6154,0.39,0.37,0.0,-0.01,0.46
0.0,0.3497,0.6117,0.41,0.38,0.0,0.01,0.57
0.0,0.3528,0.618,0.4,0.38,0.0,0.0,0.95
0.0,0.3557,0.6173,0.41,0.38,0.0,-0.01,0.25
0.0,0.3431,0.6102,0.39,0.37,0.0,0.0,0.97
0.0,0.355,0.6241,0.4,0.37,0.0,0.01,0.49
0.0,0.3492,0.6139,0.39,0.37,0.0,-0.01,0.2
