protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.0,0.0,0.6893,0.39,0.33,0.0,-0.0,0.65
0.0,0.0,0.675,0.39,0.34,0.0,-0.01,0.49
0.0,0.0,0.6789,0.39,0.33,0.0,0.01,0.43
0.0,0.0,0.6801,0.4,0.35,0.0,-0.0,0.85
0.0,0.0,0.6762,0.4,0.34,0.0,0.01,0.16
0.0,0.0,0.6735,0.4,0.35,0.0,0.02,0.1
0.0,0.0,0.672,0.4,0.34,0.0,-0.03,0.0
0.0,0.0,0.6854,0.4,0.34,0.0,0.02,0.05
0.0,0.0,0.6839,0.4,0.34,0.0,0.0,0.74
0.0,0.0,0.682,0.4,0.34,0.0,0.01,0.55
0.0,0.0,0.672,0.4,0.34,0.0,-0.02,0.08
0.0,0.0,0.6862,0.4,0.34,0.0,0.01,0.49
0.0,0.0,0.6822,0.4,0.34,0.0,-0.0,0.98
0.0,0.0,0.6816,0.4,0.34,0.0,-0.0,0.88
0.0,0.0,0.6896,0.4,0.34,0.0,0.01,0.48
0.0,0.0,0.6829,0.4,0.35,0.0,-0.01,0.5
0.0,0.0,0.6864,0.4,0.34,0.0,0.0,0.76
0.0,0.0,0.6745,0.4,0.35,0.0,0.01,0.23
0.0,0.0,0.6708,0.41,0.35,0.0,-0.01,0.58
0.0,0.0,0.6827,0.4,0.35,0.0,0.01,0.44
0.0,0.0,0.6811,0.39,0.33,0.0,-0.0,0.84
0.0,0.0,0.6813,0.4,0.34,0.0,-0.02,0.1
0.0,0.0,0.6852,0.39,0.34,0.0,0.01,0.43
0.0,0.0,0.677,0.41,0.35,0.0,-0.01,0.42
0.0,0.0,0.6809,0.4,0.34,0.0,0.01,0.43
0.0,0.0,0.687,0.41,0.35,0.0,-0.01,0.32
0.0,0.0,0.6785,0.41,0.35,0.0,0.0,0.86
0.0,0.0,0.6813,0.4,0.34,0.0,0.01,0.27
0.0,0.0,0.6793,0.4,0.35,0.0,0.0,0.67
0.0,0.0,0.6771,0.4,0.34,0.0,-0.01,0.44
0.0,0.0,0.6775,0.4,0.34,0.0,0.01,0.38
0.0,0.0,0.6782,0.41,0.35,0.0,0.0,0.99
0.0,0.0,0.6881,0.4,0.35,0.0,0.02,0.06
0.0,0.0,0.682,0.4,0.34,0.0,0.0,0.86
0.0,0.0,0.6765,0.4,0.35,0.0,0.01,0.33
0.0,0.0,0.6875,0.41,0.34,0.0,0.01,0.21
0.0,0.0,0.6802,0.4,0.34,0.0,-0.01,0.15
0.0,0.0,0.6833,0.4,0.34,0.0,0.0,0.83
0.0,0.0,0.68,0.41,0.35,0.0,-0.01,0.28
0.0,0.0,0.6812,0.4,0.34,0.0,0.0,0.9
0.0,0.0,0.6754,0.39,0.34,0.0,-0.0,0.86
0.0,0.0,0.6733,0.4,0.34,0.0,-0.02,0.07
0.0,0.0,0.6779,0.41,0.35,0.0,-0.0,0.8
0.0,0.0,0.6874,0.4,0.34,0.0,-0.01,0.33
0.0,0.0,0.6787,0.39,0.34,0.0,0.01,0.53
0.0,0.0,0.6828,0.4,0.35,0.0,0.0,0.92
0.0,0.0,0.6838,0.4,0.35,0.0,-0.01,0.26
0.0,0.0,0.6825,0.4,0.34,0.0,-0.01,0.59
0.0,0.0,0.6755,0.41,0.35,0.0,0.0,0.91
0.0,0.0,0.6732,0.39,0.34,0.0,0.02,0.02
