protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.0947,0.0,0.8163,0.8,0.53,0.0,-0.0,0.8
0.0983,0.0,0.816,0.79,0.52,0.0,0.01,0.54
0.1014,0.0,0.817,0.8,0.54,0.0,0.01,0.22
0.098,0.0,0.8211,0.81,0.54,0.0,-0.0,0.74
0.1003,0.0,0.8103,0.8,0.54,0.0,0.0,0.83
0.0957,0.0,0.8265,0.8,0.52,0.0,-0.01,0.43
0.1033,0.0,0.8251,0.8,0.54,0.0,0.0,0.83
0.0974,0.0,0.8184,0.8,0.53,0.0,0.01,0.54
0.0999,0.0,0.8243,0.8,0.53,0.0,0.01,0.48
0.1013,0.0,0.825,0.79,0.53,0.0,-0.01,0.61
0.0985,0.0,0.8191,0.81,0.54,0.0,-0.02,0.11
0.1017,0.0,0.8253,0.79,0.53,0.0,-0.01,0.49
0.0975,0.0,0.82,0.8,0.53,0.0,0.0,0.97
0.0979,0.0,0.8232,0.79,0.52,0.0,-0.0,0.91
0.0929,0.0,0.815,0.8,0.52,0.0,-0.0,0.8
0.1039,0.0,0.8176,0.8,0.54,0.0,-0.01,0.15
0.0983,0.0,0.8236,0.8,0.53,0.0,-0.01,0.42
0.0976,0.0,0.8159,0.8,0.53,0.0,0.01,0.55
0.0938,0.0,0.8163,0.79,0.51,0.0,0.01,0.46
0.0971,0.0,0.8209,0.8,0.53,0.0,0.02,0.02
0.1002,0.0,0.8212,0.8,0.54,0.0,-0.02,0.09
0.1019,0.0,0.8198,0.81,0.55,0.0,0.01,0.36
0.0971,0.0,0.8159,0.8,0.53,0.0,-0.02,0.05
0.0908,0.0,0.8211,0.8,0.51,0.0,0.0,0.62
0.0992,0.0,0.8149,0.8,0.53,0.0,-0.0,0.62
0.099,0.0,0.8228,0.8,0.54,0.0,0.01,0.37
0.098,0.0,0.8183,0.8,0.53,0.0,-0.0,0.67
0.0959,0.0,0.819,0.8,0.53,0.0,-0.01,0.49
0.0953,0.0,0.8152,0.79,0.51,0.0,-0.01,0.19
0.0975,0.0,0.8236,0.8,0.53,0.0,-0.02,0.1
0.0929,0.0,0.8201,0.81,0.53,0.0,0.01,0.14
0.1014,0.0,0.8198,0.8,0.53,0.0,0.01,0.56
0.101,0.0,0.8192,0.81,0.54,0.0,-0.01,0.58
0.1053,0.0,0.8206,0.81,0.55,0.0,0.01,0.45
0.0988,0.0,0.8178,0.8,0.53,0.0,0.0,0.75
0.0983,0.0,0.8214,0.8,0.53,0.0,0.01,0.49
0.0992,0.0,0.8223,0.8,0.53,0.0,0.01,0.37
0.1007,0.0,0.8207,0.81,0.54,0.0,0.0,0.64
0.1009,0.0,0.8169,0.81,0.55,0.0,0.0,0.66
0.0985,0.0,0.8224,0.79,0.53,0.0,0.01,0.56
0.1,0.0,0.825,0.8,0.53,0.0,-0.01,0.58
0.1027,0.0,0.8181,0.8,0.54,0.0,-0.01,0.16
0.0982,0.0,0.8173,0.8,0.53,0.0,0.02,0.13
0.0971,0.0,0.8251,0.81,0.54,0.0,0.01,0.18
0.0971,0.0,0.8172,0.8,0.53,0.0,0.01,0.47
0.1013,0.0,0.8165,0.8,0.53,0.0,-0.01,0.58
0.0969,0.0,0.8252,0.8,0.52,0.0,0.01,0.59
0.1086,0.0,0.8198,0.81,0.56,0.0,0.01,0.33
0.103,0.0,0.814,0.8,0.53,0.0,0.01,0.24
0.1006,0.0,0.8227,0.8,0.54,0.0,0.01,0.31
