protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.1968,0.0,0.6653,0.48,0.38,0.0,0.01,0.26
0.204,0.0,0.6575,0.5,0.4,0.0,0.01,0.26
0.1943,0.0,0.6547,0.5,0.4,0.0,0.0,0.9
0.2048,0.0,0.6554,0.49,0.4,0.0,-0.02,0.09
0.1997,0.0,0.6546,0.48,0.39,0.0,0.01,0.4
0.1952,0.0,0.6661,0.5,0.4,0.0,-0.02,0.09
0.1997,0.0,0.6566,0.5,0.4,0.0,-0.01,0.42
0.198,0.0,0.6515,0.51,0.4,0.0,0.01,0.21
0.1993,0.0,0.6503,0.5,0.4,0.0,0.01,0.3
0.1984,0.0,0.6677,0.5,0.4,0.0,-0.0,0.91
0.2042,0.0,0.6724,0.51,0.41,0.0,-0.02,0.11
0.205,0.0,0.659,0.5,0.41,0.0,0.01,0.27
0.1944,0.0,0.6636,0.51,0.4,0.0,-0.0,1.0
0.1927,0.0,0.6634,0.51,0.41,0.0,-0.0,0.86
0.2076,0.0,0.6543,0.5,0.41,0.0,-0.02,0.07
0.1985,0.0,0.6615,0.51,0.4,0.0,0.01,0.35
0.1961,0.0,0.6572,0.49,0.39,0.0,0.01,0.33
0.2091,0.0,0.6568,0.5,0.41,0.0,0.01,0.47
0.1989,0.0,0.6625,0.49,0.4,0.0,-0.01,0.32
0.202,0.0,0.6597,0.48,0.39,0.0,-0.0,0.94
0.2005,0.0,0.6625,0.5,0.4,0.0,0.01,0.25
0.1971,0.0,0.6513,0.5,0.39,0.0,0.0,0.7
0.2,0.0,0.6665,0.49,0.4,0.0,0.01,0.38
0.1989,0.0,0.6572,0.51,0.4,0.0,-0.01,0.28
0.2027,0.0,0.6631,0.5,0.4,0.0,-0.01,0.19
0.2037,0.0,0.6626,0.51,0.41,0.0,-0.0,0.97
0.2009,0.0,0.6622,0.49,0.4,0.0,-0.0,0.8
0.2004,0.0,0.6644,0.51,0.41,0.0,0.02,0.05
0.198,0.0,0.6621,0.5,0.4,0.0,-0.0,0.74
0.1987,0.0,0.6517,0.5,0.4,0.0,0.02,0.07
0.2012,0.0,0.6571,0.51,0.41,0.0,0.02,0.04
0.1984,0.0,0.6543,0.51,0.41,0.0,-0.01,0.28
0.2006,0.0,0.6654,0.5,0.4,0.0,-0.02,0.03
0.1955,0.0,0.6637,0.51,0.41,0.0,-0.01,0.16
0.1959,0.0,0.6605,0.5,0.4,0.0,-0.0,0.8
0.1963,0.0,0.6609,0.49,0.39,0.0,-0.01,0.4
0.2037,0.0,0.6665,0.5,0.4,0.0,-0.02,0.04
0.2015,0.0,0.6562,0.5,0.4,0.0,0.02,0.05
0.1988,0.0,0.6559,0.5,0.4,0.0,0.0,0.84
0.1954,0.0,0.6674,0.49,0.39,0.0,-0.01,0.32
0.2009,0.0,0.6645,0.5,0.4,0.0,-0.01,0.58
0.2041,0.0,0.6566,0.5,0.4,0.0,0.01,0.25
0.1983,0.0,0.658,0.52,0.42,0.0,-0.01,0.51
0.1954,0.0,0.6537,0.5,0.39,0.0,0.01,0.23
0.2048,0.0,0.6588,0.5,0.4,0.0,0.02,0.07
0.2007,0.0,0.6556,0.5,0.4,0.0,0.0,0.67
0.2052,0.0,0.6483,0.51,0.41,0.0,-0.01,0.46
0.1986,0.0,0.6599,0.48,0.38,0.0,-0.02,0.06
0.2028,0.0,0.6594,0.49,0.4,0.0,-0.0,0.74
0.1994,0.0,0.6574,0.5,0.4,0.0,0.0,0.83
