protected,f0,accuracy,eps,protected_corr,pcp,fcorr,fcp
0.1004,0.0,0.72,0.6,0.37,0.0,0.0,0.74
0.0959,0.0,0.7273,0.6,0.37,0.0,-0.02,0.09
0.1033,0.0,0.7164,0.62,0.39,0.0,-0.01,0.47
0.0993,0.0,0.7113,0.61,0.38,0.0,0.01,0.52
0.1022,0.0,0.7259,0.57,0.36,0.0,-0.01,0.28
0.0982,0.0,0.7203,0.59,0.36,0.0,0.01,0.14
0.1063,0.0,0.7164,0.62,0.4,0.0,0.02,0.07
0.0988,0.0,0.7211,0.6,0.37,0.0,-0.0,0.68
0.1012,0.0,0.7261,0.6,0.38,0.0,0.0,0.85
0.102,0.0,0.723,0.61,0.38,0.0,0.01,0.43
0.1014,0.0,0.718,0.59,0.37,0.0,-0.01,0.52
0.1042,0.0,0.7209,0.58,0.37,0.0,-0.01,0.4
0.1052,0.0,0.7204,0.61,0.39,0.0,0.01,0.56
0.0989,0.0,0.7192,0.61,0.38,0.0,-0.01,0.35
0.1002,0.0,0.7266,0.59,0.37,0.0,0.01,0.48
0.1035,0.0,0.7149,0.6,0.38,0.0,-0.01,0.16
0.1015,0.0,0.7186,0.61,0.38,0.0,0.0,0.92
0.1008,0.0,0.7145,0.59,0.37,0.0,0.01,0.52
0.1012,0.0,0.7149,0.58,0.36,0.0,-0.0,0.91
0.1031,0.0,0.7261,0.61,0.38,0.0,0.02,0.05
0.1034,0.0,0.7225,0.61,0.39,0.0,-0.01,0.58
0.1023,0.0,0.7209,0.6,0.38,0.0,0.01,0.45
0.0969,0.0,0.7147,0.59,0.36,0.0,-0.01,0.39
0.098,0.0,0.7225,0.62,0.38,0.0,0.01,0.17
0.1035,0.0,0.7129,0.6,0.38,0.0,0.0,0.72
0.0965,0.0,0.7244,0.61,0.37,0.0,-0.02,0.03
0.1044,0.0,0.7181,0.61,0.39,0.0,0.01,0.38
0.0975,0.0,0.7192,0.61,0.37,0.0,-0.0,0.8
0.095,0.0,0.7226,0.59,0.36,0.0,0.01,0.59
0.0967,0.0,0.7239,0.61,0.38,0.0,-0.01,0.55
0.0983,0.0,0.7209,0.59,0.37,0.0,-0.01,0.45
0.0988,0.0,0.7134,0.6,0.38,0.0,0.01,0.36
0.1008,0.0,0.7177,0.58,0.36,0.0,-0.01,0.42
0.101,0.0,0.7186,0.61,0.38,0.0,-0.0,0.97
0.1016,0.0,0.7205,0.61,0.38,0.0,0.01,0.34
0.1036,0.0,0.7207,0.61,0.38,0.0,0.01,0.58
0.0993,0.0,0.727,0.6,0.38,0.0,0.0,0.63
0.1001,0.0,0.7194,0.62,0.39,0.0,-0.0,0.78
0.1,0.0,0.7174,0.58,0.37,0.0,0.01,0.5
0.097,0.0,0.7213,0.6,0.38,0.0,-0.02,0.11
0.1047,0.0,0.7206,0.6,0.38,0.0,0.01,0.58
0.0995,0.0,0.7149,0.58,0.36,0.0,0.01,0.34
0.1019,0.0,0.7158,0.59,0.37,0.0,-0.01,0.54
0.1017,0.0,0.7171,0.6,0.38,0.0,-0.02,0.08
0.0961,0.0,0.7147,0.59,0.36,0.0,-0.01,0.29
0.0996,0.0,0.734,0.61,0.38,0.0,0.01,0.45
0.1028,0.0,0.7143,0.61,0.39,0.0,0.01,0.47
0.0998,0.0,0.7163,0.6,0.38,0.0,-0.0,0.89
0.101,0.0,0.7166,0.6,0.38,0.0,0.01,0.18
0.0994,0.0,0.7205,0.61,0.38,0.0,0.01,0.53
