protected,f0
0.2444,0.5071
0.2555,0.5062
0.2568,0.5074
0.2486,0.5028
0.2487,0.4983
0.2472,0.4983
0.2399,0.4966
0.2531,0.4964
0.2419,0.4934
0.2429,0.5013
0.2451,0.4968
0.2506,0.4996
0.2528,0.5008
0.2489,0.4991
0.2516,0.503
0.253,0.499
0.2402,0.4993
0.2475,0.5041
0.2566,0.4999
0.2487,0.4936
0.2474,0.4929
0.2477,0.5022
0.2535,0.4991
0.2477,0.4941
0.2457,0.4972
0.2439,0.4973
0.2494,0.4932
0.2546,0.4999
0.2439,0.498
0.2522,0.5009
0.2528,0.4998
0.2475,0.4957
0.2485,0.4999
0.2537,0.5076
-0.2507,0.4983
0.2518,0.5043
0.2434,0.4942
0.2472,0.4956
0.2469,0.4959
0.2475,0.4997
0.2447,0.4945
0.2457,0.5014
0.2532,0.4989
0.2482,0.5013
0.2415,0.496
0.2467,0.4941
0.2545,0.504
0.2476,0.4948
0.2542,0.508
0.2523,0.5019
0.2457,0.5007
0.2438,0.4986
0.2462,0.494
0.2542,0.5067
0.2516,0.5069
0.2476,0.4999
0.2505,0.4983
0.2498,0.4943
0.2523,0.5045
0.2556,0.5046
0.2504,0.5052
0.2523,0.4991
0.249,0.5021
0.2537,0.5008
0.253,0.5068
0.2514,0.4974
0.2479,0.4958
0.2472,0.5002
0.2478,0.4926
-0.2567,0.5046
0.2549,0.4986
0.2482,0.5034
0.2482,0.5024
0.2467,0.4922
0.2499,0.4977
0.2557,0.5047
0.2482,0.4976
0.2523,0.4989
0.2523,0.5012
0.2475,0.5004
0.2505,0.4983
0.2475,0.5041
0.2524,0.5034
0.2503,0.4957
0.2506,0.4983
0.2508,0.5013
0.252,0.5051
0.2476,0.4979
0.2555,0.4991
0.2545,0.498
0.2528,0.4993
0.2545,0.5024
0.2512,0.5063
0.2572,0.5045
0.2559,0.5065
0.2481,0.492
0.2504,0.5054
0.2571,0.5061
0.2442,0.5007
0.2473,0.4993
