protected,f0
0.2565,0.5032
0.2497,0.5052
0.2446,0.497
0.2512,0.5018
0.2473,0.4947
0.2518,0.4954
0.2389,0.4858
0.2505,0.4968
0.2539,0.5085
0.2393,0.4897
0.2427,0.4957
0.25,0.5048
0.2385,0.4924
0.2496,0.5037
0.2437,0.5001
0.2523,0.5027
0.2579,0.5021
0.2394,0.4834
0.2497,0.4978
0.2527,0.5026
0.2516,0.5061
0.2464,0.4933
0.2526,0.5037
0.251,0.4995
0.2525,0.5043
0.2531,0.504
0.248,0.4944
0.2418,0.4973
0.2554,0.5047
0.2462,0.5007
0.253,0.5054
0.246,0.4951
0.2575,0.5047
0.2473,0.4983
0.2428,0.4934
0.2515,0.5008
0.2504,0.5078
0.2542,0.5051
0.2546,0.4987
0.2507,0.4994
0.2477,0.4969
0.2473,0.497
0.2494,0.5
0.2503,0.5049
0.2522,0.5051
0.2552,0.5088
0.2489,0.5072
0.244,0.4965
0.2437,0.494
0.246,0.5022
0.2537,0.5014
0.2421,0.4944
0.2515,0.5016
0.2507,0.495
0.2522,0.5103
0.2596,0.5046
0.2427,0.4976
0.2562,0.5038
0.2432,0.4977
0.2414,0.4922
0.2455,0.4979
0.2477,0.5028
0.2509,0.4949
0.2548,0.4987
0.2432,0.5026
0.2553,0.5042
0.2553,0.5109
0.2474,0.4954
0.2483,0.4905
0.2452,0.4996
0.2503,0.5011
0.2544,0.5004
0.2506,0.5058
0.249,0.4963
0.2463,0.4931
0.2532,0.5045
0.249,0.4946
0.2488,0.5072
0.2454,0.5003
0.2537,0.5088
0.2527,0.5104
0.2549,0.5074
0.2476,0.503
0.2472,0.4972
0.2403,0.4915
0.252,0.5035
0.2503,0.5018
0.2549,0.5087
0.2514,0.5034
0.2515,0.4975
0.2571,0.5012
0.2571,0.5056
0.2523,0.5013
0.2435,0.4955
0.2583,0.5057
0.2528,0.4979
0.2413,0.5004
0.2497,0.4981
0.256,0.5023
0.2362,0.4963
