protected,f0,accuracy
0.2524,-0.5052,0.7503
0.252,-0.499,0.7543
0.2495,-0.4974,0.7448
0.2523,-0.5087,0.7517
0.2534,-0.4999,0.7486
0.2461,-0.4931,0.7538
0.2519,-0.4962,0.7497
0.2578,-0.5111,0.7495
0.244,-0.5004,0.7467
0.2499,-0.5031,0.7503
0.2536,-0.5019,0.7476
0.2497,-0.5031,0.7548
0.2503,-0.4996,0.7462
0.2465,-0.4936,0.7488
0.2434,-0.4982,0.7497
0.247,-0.4965,0.75
0.2476,-0.4966,0.746
0.2577,-0.5087,0.7501
0.2547,-0.5035,0.7488
0.2496,-0.4932,0.7459
0.2599,-0.5,0.7546
0.2479,-0.4964,0.7565
0.2488,-0.5016,0.7546
0.2485,-0.5007,0.7492
0.2522,-0.4996,0.7509
0.2471,-0.496,0.7571
0.2499,-0.4995,0.7475
0.2501,-0.4997,0.7546
0.2496,-0.5032,0.7498
0.2439,-0.5029,0.7488
0.2494,-0.5042,0.7538
0.2517,-0.506,0.7408
0.2557,-0.5084,0.747
0.2484,-0.505,0.7426
0.2539,-0.4978,0.7466
0.2548,-0.5095,0.7542
0.2535,-0.4988,0.7554
0.2441,-0.499,0.7485
0.2538,-0.5012,0.7476
0.2584,-0.5122,0.7496
0.2535,-0.5031,0.7449
0.2456,-0.4964,0.7525
0.2545,-0.4981,0.7471
0.2452,-0.5012,0.7547
0.2522,-0.5005,0.7546
0.244,-0.5008,0.7466
0.2487,-0.5066,0.7507
0.2488,-0.4956,0.76
0.2617,-0.5053,0.7514
0.2444,-0.4965,0.7591
0.2553,-0.5013,0.7594
0.2454,-0.4945,0.7485
0.2456,-0.5074,0.7513
0.2471,-0.4902,0.7373
0.2527,-0.5103,0.7467
0.2596,-0.5098,0.7449
0.2484,-0.5084,0.7459
0.2502,-0.5054,0.7483
0.2401,-0.4852,0.7503
0.2577,-0.5006,0.7572
0.2488,-0.5023,0.7512
0.2525,-0.5,0.749
0.2422,-0.4921,0.7564
0.2441,-0.4906,0.7514
0.2544,-0.4934,0.7457
0.2485,-0.5058,0.7447
0.2522,-0.4939,0.7548
0.249,-0.5041,0.7506
0.2443,-0.4998,0.743
0.249,-0.5009,0.7533
0.2477,-0.4946,0.7503
0.2481,-0.4967,0.752
0.2461,-0.501,0.7473
0.2487,-0.4923,0.7455
0.2466,-0.4892,0.7514
0.2448,-0.4956,0.7521
0.2467,-0.49,0.7527
0.2495,-0.4944,0.7481
0.2475,-0.4976,0.749
0.2446,-0.5048,0.7507
0.2504,-0.4937,0.7461
0.2458,-0.5002,0.7436
0.2527,-0.4937,0.7443
0.2456,-0.4997,0.7489
0.2492,-0.5001,0.7544
0.2543,-0.4954,0.749
0.2514,-0.5022,0.746
0.2541,-0.5021,0.75
0.2521,-0.5059,0.7491
0.2526,-0.508,0.7527
0.2487,-0.5015,0.7496
0.2505,-0.4991,0.7525
0.2481,-0.5027,0.7499
0.2442,-0.4951,0.7535
0.2417,-0.4959,0.755
0.2533,-0.5019,0.7532
0.249,-0.4905,0.7479
0.2598,-0.5072,0.7481
0.2474,-0.4952,0.7503
0.2418,-0.4939,0.7496
