protected,f0,accuracy
0.0,0.494,0.9029
0.0,0.4998,0.8977
0.0,0.497,0.9012
0.0,0.4949,0.8984
0.0,0.5008,0.8997
0.0,0.4966,0.9031
0.0,0.4971,0.8973
0.0,0.5048,0.8973
0.0,0.5002,0.9018
0.0,0.5012,0.9027
0.0,0.5018,0.894
0.0,0.4929,0.9012
0.0,0.5054,0.9007
0.0,0.4958,0.9052
0.0,0.5016,0.9036
0.0,0.4988,0.8977
0.0,0.4963,0.8983
0.0,0.5077,0.9035
0.0,0.4968,0.9012
0.0,0.4964,0.8995
0.0,0.5023,0.8993
0.0,0.4989,0.8981
0.0,0.499,0.8946
0.0,0.4994,0.9014
0.0,0.5023,0.8996
0.0,0.4992,0.8964
0.0,0.5044,0.9052
0.0,0.4999,0.9035
0.0,0.496,0.9049
0.0,0.5013,0.8966
0.0,0.5031,0.8981
0.0,0.5061,0.8993
0.0,0.4958,0.8999
0.0,0.5112,0.8967
0.0,0.4948,0.9001
0.0,0.5034,0.9011
0.0,0.4875,0.9015
0.0,0.5001,0.8961
0.0,0.4976,0.9
0.0,0.5106,0.8997
0.0,0.5013,0.8989
0.0,0.4993,0.9042
0.0,0.5038,0.8976
0.0,0.4902,0.8993
0.0,0.4995,0.8975
0.0,0.4965,0.9001
0.0,0.5008,0.8993
0.0,0.4978,0.8975
0.0,0.491,0.8954
0.0,0.4962,0.9012
0.0,0.5019,0.9034
0.0,0.5041,0.9065
0.0,0.5011,0.8997
0.0,0.5023,0.9033
0.0,0.5022,0.9013
0.0,0.5017,0.9005
0.0,0.5034,0.903
0.0,0.5046,0.9
0.0,0.5041,0.9017
0.0,0.4941,0.8987
0.0,0.4886,0.898
0.0,0.5011,0.9008
0.0,0.4956,0.9016
0.0,0.5005,0.9009
0.0,0.5031,0.9007
0.0,0.5026,0.9
0.0,0.4996,0.8957
0.0,0.5033,0.9034
0.0,0.5005,0.9002
0.0,0.5029,0.8942
0.0,0.4936,0.8977
0.0,0.4979,0.8956
0.0,0.5049,0.8996
0.0,0.4989,0.9009
0.0,0.4977,0.8973
0.0,0.493,0.9053
0.0,0.4983,0.8965
0.0,0.5084,0.9016
0.0,0.4979,0.9045
0.0,0.5005,0.8974
0.0,0.4978,0.9018
0.0,0.4932,0.8963
0.0,0.4985,0.8955
0.0,0.5037,0.8963
0.0,0.5026,0.8933
0.0,0.5034,0.902
0.0,0.4964,0.9024
0.0,0.498,0.8967
0.0,0.5048,0.8997
0.0,0.5045,0.9012
0.0,0.4994,0.8986
0.0,0.5013,0.8994
0.0,0.4971,0.9011
0.0,0.4985,0.9039
0.0,0.5086,0.8978
0.0,0.5013,0.8997
0.0,0.5077,0.8989
0.0,0.4932,0.8997
0.0,0.5045,0.9019
0.0,0.5063,0.9011
