protected,f0,accuracy
0.2415,0.5003,0.649
0.2475,0.4956,0.6542
0.2583,0.5001,0.6468
0.2528,0.5046,0.6456
0.2503,0.504,0.6378
0.255,0.5008,0.6518
0.2463,0.4993,0.648
0.2486,0.5016,0.6476
0.2487,0.5003,0.6498
0.2467,0.4965,0.6454
0.2473,0.5006,0.656
0.2526,0.5033,0.6436
0.2515,0.4954,0.6526
0.2477,0.4933,0.6455
0.2552,0.5009,0.6355
0.2422,0.4907,0.6546
0.2517,0.5063,0.6495
0.2517,0.4964,0.6518
0.2457,0.5008,0.6537
0.2483,0.4978,0.6588
0.251,0.5031,0.6426
0.2498,0.5008,0.6539
0.244,0.4942,0.6476
0.2479,0.4992,0.6511
0.2577,0.5082,0.6544
0.2506,0.5003,0.6527
0.242,0.4979,0.6474
0.2556,0.5028,0.6441
0.2431,0.4934,0.6567
0.2497,0.4946,0.657
0.2543,0.505,0.6547
0.2469,0.4925,0.6563
0.2562,0.5104,0.6541
0.2469,0.4957,0.6536
0.2519,0.5014,0.651
0.2483,0.501,0.6487
0.2521,0.4997,0.6495
0.2567,0.4939,0.6433
0.2446,0.4948,0.6561
0.2455,0.5014,0.6544
0.2475,0.5017,0.6413
0.2554,0.5034,0.6521
0.251,0.5044,0.6504
0.2461,0.5018,0.6496
0.2604,0.5132,0.6515
0.2476,0.4943,0.6583
0.253,0.4974,0.6437
0.2472,0.4904,0.6573
0.2461,0.499,0.6474
0.2414,0.4922,0.6481
0.2512,0.4906,0.6528
0.2437,0.4894,0.6533
0.2555,0.4999,0.6502
0.2529,0.503,0.6525
0.2566,0.5066,0.6463
0.25,0.5014,0.651
0.2533,0.5103,0.6552
0.2476,0.5025,0.6528
0.2522,0.5036,0.6497
0.2435,0.4919,0.6434
0.2583,0.5085,0.6525
0.248,0.492,0.6463
0.2524,0.5033,0.6538
0.2537,0.5068,0.6594
0.2565,0.4983,0.6492
0.2566,0.5003,0.647
0.2519,0.5054,0.6422
0.2478,0.5049,0.6464
0.2419,0.4985,0.645
0.2592,0.5072,0.6565
0.2461,0.4947,0.6606
0.2425,0.5,0.6541
0.2486,0.4866,0.647
0.253,0.4978,0.6474
0.2514,0.5039,0.6443
0.2435,0.4968,0.6499
0.2484,0.5005,0.6451
0.2453,0.4887,0.6503
0.2504,0.4965,0.6465
0.2523,0.5088,0.6519
0.2442,0.4943,0.6519
0.2494,0.4934,0.6547
0.2479,0.4975,0.6496
0.2569,0.5036,0.6589
0.2426,0.4909,0.6527
0.2431,0.4996,0.6548
0.2483,0.5002,0.6428
0.2543,0.4965,0.6495
0.2482,0.4945,0.6549
0.2444,0.5001,0.6447
0.2487,0.5026,0.6473
0.2495,0.5006,0.6504
0.2396,0.4962,0.6498
0.2468,0.5001,0.6531
0.256,0.4987,0.6457
0.2487,0.4949,0.6585
0.254,0.4985,0.6516
0.2509,0.5014,0.6592
0.2492,0.4992,0.651
0.2566,0.5066,0.6461
