protected,f0,accuracy
0.0,0.4979,0.7986
0.0,0.5003,0.7986
0.0,0.4974,0.7965
0.0,0.5121,0.803
0.0,0.5078,0.7972
0.0,0.5014,0.7956
0.0,0.5038,0.7992
0.0,0.4949,0.8008
0.0,0.504,0.795
0.0,0.5072,0.7989
0.0,0.4989,0.7926
0.0,0.4982,0.7982
0.0,0.5029,0.7974
0.0,0.5137,0.7981
0.0,0.5077,0.7996
0.0,0.4961,0.7959
0.0,0.4983,0.802
0.0,0.5013,0.7973
0.0,0.5013,0.8027
0.0,0.4954,0.802
0.0,0.4978,0.7979
0.0,0.5083,0.797
0.0,0.4943,0.7982
0.0,0.5039,0.8048
0.0,0.4919,0.7933
0.0,0.499,0.801
0.0,0.4973,0.7955
0.0,0.4981,0.7988
0.0,0.4971,0.8023
0.0,0.4986,0.7938
0.0,0.5016,0.7918
0.0,0.4997,0.8064
0.0,0.5009,0.7974
0.0,0.5015,0.7979
0.0,0.5058,0.7964
0.0,0.5015,0.7986
0.0,0.5001,0.8019
0.0,0.5041,0.8049
0.0,0.503,0.8102
0.0,0.4993,0.8022
0.0,0.4949,0.7968
0.0,0.4872,0.7996
0.0,0.4963,0.8041
0.0,0.4996,0.8058
0.0,0.4943,0.805
0.0,0.4949,0.7955
0.0,0.4999,0.7948
0.0,0.5094,0.7983
0.0,0.5062,0.8024
0.0,0.4957,0.8016
0.0,0.4934,0.8014
0.0,0.5016,0.7974
0.0,0.5096,0.7995
0.0,0.5007,0.8034
0.0,0.4972,0.8033
0.0,0.5014,0.8015
0.0,0.5034,0.7944
0.0,0.5062,0.8001
0.0,0.5057,0.7982
0.0,0.5029,0.7975
0.0,0.4982,0.7983
0.0,0.5045,0.8001
0.0,0.4919,0.7951
0.0,0.5044,0.8016
0.0,0.4955,0.8024
0.0,0.4959,0.8037
0.0,0.5049,0.8018
0.0,0.4951,0.7969
0.0,0.5001,0.8018
0.0,0.5007,0.7944
0.0,0.4991,0.8019
0.0,0.5017,0.7999
0.0,0.4928,0.8008
0.0,0.4936,0.802
0.0,0.4926,0.7994
0.0,0.5028,0.7973
0.0,0.4891,0.798
0.0,0.4925,0.8012
0.0,0.5041,0.8033
0.0,0.5038,0.8075
0.0,0.495,0.8045
0.0,0.4953,0.796
0.0,0.5003,0.8001
0.0,0.4895,0.8041
0.0,0.4953,0.7976
0.0,0.5001,0.8006
0.0,0.5038,0.7948
0.0,0.4974,0.798
0.0,0.4977,0.7981
0.0,0.5001,0.7982
0.0,0.4975,0.7959
0.0,0.497,0.8007
0.0,0.489,0.8012
0.0,0.5026,0.8014
0.0,0.5085,0.7944
0.0,0.4966,0.7987
0.0,0.5031,0.7943
0.0,0.5088,0.7987
0.0,0.4965,0.8082
0.0,0.5015,0.7999
