protected,f0,accuracy
0.25,-0.4945,0.7965
0.2426,-0.499,0.8062
0.2477,-0.4931,0.7995
0.2459,-0.4956,0.8085
0.2483,-0.4947,0.7992
0.249,-0.4966,0.803
0.2563,-0.5008,0.789
0.2508,-0.4956,0.8081
0.2471,-0.5005,0.8022
0.2451,-0.4985,0.8004
0.249,-0.4988,0.8037
0.2443,-0.4962,0.8025
0.2452,-0.4953,0.7965
0.2466,-0.5006,0.8007
0.2526,-0.5023,0.8057
0.2484,-0.4958,0.8016
0.2495,-0.5031,0.7967
0.2468,-0.4905,0.8022
0.2458,-0.4984,0.8067
0.2476,-0.5001,0.7929
0.2511,-0.5017,0.7941
0.2436,-0.4922,0.8004
0.2471,-0.5025,0.7984
0.2549,-0.5007,0.8006
0.2514,-0.4931,0.8042
0.247,-0.4969,0.8045
0.2455,-0.4888,0.8031
0.2469,-0.4944,0.7985
0.2433,-0.4951,0.8019
0.2587,-0.5108,0.7979
0.2481,-0.5012,0.8054
0.2533,-0.4965,0.8007
0.2492,-0.4952,0.8081
0.2522,-0.499,0.8034
0.2477,-0.4935,0.8013
0.2481,-0.4977,0.7976
0.247,-0.4991,0.8056
0.2533,-0.4996,0.8099
0.2441,-0.4903,0.7952
0.2511,-0.5104,0.7944
0.2476,-0.4969,0.7981
0.25,-0.4987,0.8067
0.2494,-0.4959,0.7995
0.2456,-0.5025,0.8044
0.2429,-0.4977,0.8086
0.2553,-0.5108,0.7888
0.2514,-0.4952,0.7987
0.2546,-0.5089,0.8007
0.2534,-0.504,0.8013
0.2527,-0.5063,0.7976
0.2543,-0.4988,0.7988
0.2464,-0.4937,0.8018
0.2548,-0.497,0.805
0.2507,-0.5089,0.798
0.2497,-0.4992,0.7982
0.2527,-0.4885,0.7966
0.2452,-0.4988,0.8026
0.2532,-0.5076,0.7949
0.2446,-0.493,0.8081
0.2501,-0.5004,0.8052
0.2482,-0.504,0.8024
0.2449,-0.495,0.8024
0.246,-0.5002,0.7926
0.2475,-0.499,0.7951
0.2551,-0.5036,0.8012
0.2493,-0.4956,0.7938
0.2547,-0.494,0.7979
0.2457,-0.4972,0.7945
0.2494,-0.4878,0.7995
0.2505,-0.4975,0.8035
0.2485,-0.4977,0.7977
0.257,-0.5045,0.7985
0.2455,-0.4887,0.8018
0.2522,-0.4997,0.8001
0.2554,-0.5039,0.7943
0.2575,-0.5055,0.8011
0.2534,-0.5063,0.7959
0.2473,-0.504,0.8041
0.2478,-0.501,0.8012
0.246,-0.5034,0.7954
0.2433,-0.4968,0.8005
0.2455,-0.4954,0.8033
0.2441,-0.4937,0.8002
0.2438,-0.5017,0.7983
0.2459,-0.5029,0.8017
0.2447,-0.4972,0.7994
0.2552,-0.5033,0.8032
0.2431,-0.4967,0.8028
0.2454,-0.4912,0.8024
0.2434,-0.4941,0.8029
0.2528,-0.5088,0.8007
0.25,-0.4984,0.7956
0.2532,-0.5057,0.8016
0.2481,-0.4929,0.8034
0.254,-0.5088,0.8072
0.2507,-0.4992,0.8007
0.2537,-0.5049,0.8033
0.2521,-0.5092,0.8
0.2432,-0.492,0.802
0.2569,-0.5018,0.8014
