protected,f0,accuracy
0.0,0.5031,0.7532
0.0,0.5003,0.7482
0.0,0.5022,0.7507
0.0,0.5,0.7491
0.0,0.4824,0.7549
0.0,0.4978,0.7542
0.0,0.507,0.7419
0.0,0.5026,0.7488
0.0,0.5044,0.7501
0.0,0.5055,0.7483
0.0,0.5045,0.7522
0.0,0.502,0.7522
0.0,0.4988,0.7568
0.0,0.506,0.753
0.0,0.4929,0.7474
0.0,0.501,0.7463
0.0,0.5045,0.7438
0.0,0.5009,0.7511
0.0,0.4939,0.753
0.0,0.5021,0.755
0.0,0.5035,0.7462
0.0,0.5018,0.748
0.0,0.5022,0.7517
0.0,0.5047,0.7579
0.0,0.5031,0.7503
0.0,0.5052,0.7495
0.0,0.5017,0.7536
0.0,0.4946,0.7581
0.0,0.507,0.7525
0.0,0.4959,0.7543
0.0,0.502,0.7529
0.0,0.5059,0.7484
0.0,0.495,0.7482
0.0,0.4984,0.7501
0.0,0.4992,0.7525
0.0,0.4938,0.7498
0.0,0.4945,0.7546
0.0,0.5062,0.7468
0.0,0.503,0.7505
0.0,0.4936,0.7506
0.0,0.5015,0.7532
0.0,0.4936,0.7531
0.0,0.5026,0.7478
0.0,0.4969,0.7463
0.0,0.5069,0.754
0.0,0.5058,0.7529
0.0,0.5011,0.7482
0.0,0.4974,0.752
0.0,0.4974,0.7518
0.0,0.5082,0.7423
0.0,0.4988,0.7467
0.0,0.498,0.7561
0.0,0.4976,0.754
0.0,0.4993,0.7551
0.0,0.5023,0.7517
0.0,0.4961,0.7453
0.0,0.5073,0.7498
0.0,0.4997,0.752
0.0,0.5031,0.753
0.0,0.5006,0.7554
0.0,0.5027,0.7496
0.0,0.494,0.7524
0.0,0.5033,0.7498
0.0,0.5061,0.7505
0.0,0.5053,0.7535
0.0,0.5039,0.7522
0.0,0.5048,0.7442
0.0,0.5067,0.7531
0.0,0.5161,0.7502
0.0,0.5012,0.7459
0.0,0.4968,0.7422
0.0,0.4949,0.7554
0.0,0.5073,0.7502
0.0,0.4997,0.7538
0.0,0.503,0.7475
0.0,0.4993,0.753
0.0,0.4889,0.7382
0.0,0.5006,0.7464
0.0,0.4938,0.7591
0.0,0.494,0.7452
0.0,0.502,0.752
0.0,0.4957,0.7533
0.0,0.5024,0.7434
0.0,0.4991,0.7549
0.0,0.5127,0.742
0.0,0.5031,0.7517
0.0,0.4989,0.7451
0.0,0.4991,0.7541
0.0,0.4994,0.7428
0.0,0.5033,0.7463
0.0,0.4903,0.751
0.0,0.5016,0.7541
0.0,0.4985,0.7505
0.0,0.4923,0.754
0.0,0.497,0.7464
0.0,0.5012,0.7519
0.0,0.5034,0.7474
0.0,0.5035,0.7452
0.0,0.5016,0.7514
0.0,0.5039,0.7372
