protected,f0,accuracy
0.0,0.0,0.7982
0.0,0.0,0.7922
0.0,0.0,0.7984
0.0,0.0,0.7978
0.0,0.0,0.7991
0.0,0.0,0.803
0.0,0.0,0.7991
0.0,0.0,0.8007
0.0,0.0,0.8056
0.0,0.0,0.7976
0.0,0.0,0.7966
0.0,0.0,0.7957
0.0,0.0,0.8046
0.0,0.0,0.7997
0.0,0.0,0.8026
0.0,0.0,0.7926
0.0,0.0,0.801
0.0,0.0,0.8029
0.0,0.0,0.8021
0.0,0.0,0.7956
0.0,0.0,0.8078
0.0,0.0,0.8049
0.0,0.0,0.7918
0.0,0.0,0.7987
0.0,0.0,0.804
0.0,0.0,0.8056
0.0,0.0,0.7983
0.0,0.0,0.8015
0.0,0.0,0.8033
0.0,0.0,0.7967
0.0,0.0,0.8021
0.0,0.0,0.805
0.0,0.0,0.8048
0.0,0.0,0.8069
0.0,0.0,0.7967
0.0,0.0,0.7862
0.0,0.0,0.8035
0.0,0.0,0.7945
0.0,0.0,0.7969
0.0,0.0,0.7968
0.0,0.0,0.7985
0.0,0.0,0.8028
0.0,0.0,0.7995
0.0,0.0,0.8044
0.0,0.0,0.7959
0.0,0.0,0.8022
0.0,0.0,0.8004
0.0,0.0,0.8017
0.0,0.0,0.8003
0.0,0.0,0.8048
0.0,0.0,0.7974
0.0,0.0,0.8019
0.0,0.0,0.7963
0.0,0.0,0.8053
0.0,0.0,0.797
0.0,0.0,0.7955
0.0,0.0,0.803
0.0,0.0,0.7993
0.0,0.0,0.8028
0.0,0.0,0.8006
0.0,0.0,0.8064
0.0,0.0,0.7968
0.0,0.0,0.8016
0.0,0.0,0.7976
0.0,0.0,0.7956
0.0,0.0,0.7999
0.0,0.0,0.7965
0.0,0.0,0.7999
0.0,0.0,0.8055
0.0,0.0,0.7922
0.0,0.0,0.803
0.0,0.0,0.7995
0.0,0.0,0.806
0.0,0.0,0.8007
0.0,0.0,0.7965
0.0,0.0,0.8003
0.0,0.0,0.8037
0.0,0.0,0.7991
0.0,0.0,0.7913
0.0,0.0,0.7942
0.0,0.0,0.7985
0.0,0.0,0.807
0.0,0.0,0.7948
0.0,0.0,0.8053
0.0,0.0,0.7974
0.0,0.0,0.794
0.0,0.0,0.7983
0.0,0.0,0.7959
0.0,0.0,0.7975
0.0,0.0,0.8022
0.0,0.0,0.8016
0.0,0.0,0.8012
0.0,0.0,0.8005
0.0,0.0,0.8014
0.0,0.0,0.7904
0.0,0.0,0.8002
0.0,0.0,0.7981
0.0,0.0,0.7954
0.0,0.0,0.795
0.0,0.0,0.7991
