protected,f0,accuracy
0.252,0.5035,0.7089
0.2485,0.5017,0.704
0.2576,0.5062,0.6961
0.2456,0.5048,0.6917
0.2489,0.4987,0.7046
0.2453,0.4922,0.7025
0.252,0.5001,0.6949
0.2569,0.5116,0.7104
0.256,0.5056,0.6949
0.2456,0.5071,0.6933
0.2491,0.5029,0.7023
0.2619,0.5063,0.6972
0.2435,0.4963,0.6976
0.2439,0.4981,0.7033
0.2466,0.4967,0.7014
0.2517,0.4981,0.6977
0.2536,0.5032,0.6943
0.2524,0.5036,0.6994
0.2503,0.4981,0.6997
0.2533,0.5064,0.7
0.2393,0.4925,0.6976
0.2514,0.5079,0.7022
0.2467,0.4996,0.6999
0.2553,0.5072,0.709
0.249,0.5003,0.6985
0.2483,0.5103,0.701
0.2551,0.4997,0.6996
0.2344,0.4953,0.6984
0.2469,0.4968,0.7005
0.2503,0.5088,0.7002
0.2539,0.5035,0.6974
0.2557,0.4996,0.7027
0.2453,0.489,0.6961
0.2485,0.4985,0.6927
0.2527,0.494,0.7053
0.2475,0.4962,0.6916
0.2506,0.498,0.7026
0.2506,0.4954,0.6949
0.2457,0.5019,0.6893
0.2479,0.4991,0.6973
0.2546,0.504,0.6961
0.2524,0.5031,0.702
0.2502,0.5018,0.6912
0.2605,0.5057,0.6922
0.2542,0.4983,0.6973
0.2463,0.497,0.6941
0.2539,0.503,0.7055
0.244,0.4954,0.7028
0.2443,0.4949,0.6913
0.2497,0.5029,0.7051
0.2522,0.496,0.7048
0.2511,0.4992,0.7012
0.242,0.502,0.7048
0.2497,0.4933,0.6945
0.2497,0.4941,0.6984
0.2552,0.5093,0.7013
0.2435,0.5002,0.6989
0.2553,0.5002,0.702
0.2414,0.4998,0.7059
0.2529,0.5028,0.702
0.2468,0.5032,0.6944
0.2467,0.5076,0.6957
0.2464,0.4932,0.7019
0.257,0.5046,0.6959
0.2547,0.5038,0.7011
0.2457,0.4934,0.6969
0.2533,0.506,0.6982
0.2573,0.5083,0.7068
0.2495,0.494,0.6986
0.252,0.5019,0.6954
0.2554,0.4958,0.7014
0.2502,0.4977,0.699
0.2457,0.5021,0.6991
0.2492,0.5028,0.6998
0.2486,0.5035,0.7028
0.2479,0.498,0.6921
0.2497,0.4984,0.6942
-0.2503,0.4944,0.7021
0.248,0.4966,0.6957
0.239,0.4954,0.6963
0.2539,0.5034,0.7028
0.2481,0.5034,0.7009
0.2501,0.5036,0.699
0.2498,0.501,0.6932
0.2405,0.4995,0.6908
0.2467,0.4901,0.7058
0.247,0.5011,0.7006
0.2553,0.5008,0.6997
0.2524,0.5048,0.7001
0.2524,0.5047,0.7021
0.2507,0.501,0.6995
0.2425,0.4973,0.6986
0.2457,0.4909,0.7043
0.2555,0.4995,0.7084
0.2429,0.4966,0.6964
0.2419,0.4893,0.6964
0.2557,0.4995,0.6978
0.2487,0.4979,0.6943
0.2462,0.5068,0.6986
0.2458,0.4988,0.7016
