protected,f0,accuracy
0.2548,0.5045,0.8452
0.2499,0.4951,0.8466
0.2465,0.4989,0.844
0.2484,0.4981,0.8514
0.2504,0.4998,0.8473
0.2413,0.4966,0.8486
0.2495,0.5018,0.8531
0.2428,0.4932,0.8501
0.2448,0.4942,0.8432
0.2559,0.5033,0.8541
0.2571,0.5087,0.8502
0.2481,0.5017,0.8512
0.2502,0.5034,0.8481
0.253,0.4915,0.8521
0.2514,0.5047,0.8485
0.2482,0.4974,0.8487
0.2461,0.4915,0.8586
0.2474,0.5026,0.8525
0.2481,0.4941,0.8461
0.2542,0.5025,0.8438
0.2465,0.5002,0.853
0.2472,0.4961,0.848
0.2543,0.5024,0.8599
0.2601,0.5118,0.8567
0.2516,0.4992,0.8466
0.2546,0.5049,0.845
0.2469,0.4933,0.8527
0.2521,0.5048,0.8486
0.2605,0.5105,0.846
0.2539,0.5031,0.8454
0.2488,0.4982,0.8501
0.2528,0.5029,0.8531
0.251,0.5072,0.8516
0.2476,0.4941,0.8507
0.2529,0.4999,0.8461
0.2467,0.4938,0.8452
0.2475,0.498,0.8502
0.2548,0.505,0.853
0.2476,0.4952,0.8483
0.2541,0.5015,0.8485
0.2586,0.5076,0.8488
0.2418,0.5,0.8499
0.2485,0.4976,0.854
0.2518,0.5052,0.8481
0.2398,0.4956,0.8493
0.2523,0.5004,0.8521
0.2489,0.4978,0.8493
0.2452,0.4894,0.8541
0.2525,0.5058,0.8491
0.2534,0.5028,0.8582
0.2449,0.4932,0.848
0.247,0.5002,0.8457
0.2516,0.503,0.8503
0.253,0.5056,0.8499
0.2506,0.5015,0.8472
0.2501,0.4977,0.8543
0.2504,0.5025,0.8496
0.2452,0.4936,0.8538
0.2476,0.5071,0.853
0.2434,0.4946,0.8453
0.2506,0.4969,0.8538
0.2531,0.4976,0.8484
0.244,0.4959,0.8458
0.2514,0.4966,0.8494
0.2515,0.4989,0.8471
0.2545,0.5052,0.8537
0.2425,0.4961,0.8508
0.247,0.4949,0.8495
0.2454,0.4955,0.8476
0.2458,0.5023,0.8584
0.2494,0.5026,0.8501
0.241,0.4953,0.8514
0.2493,0.4933,0.8451
0.2479,0.5001,0.8546
0.2479,0.4985,0.8486
0.2542,0.5056,0.8491
0.2615,0.5076,0.8517
0.2506,0.5011,0.8482
0.2478,0.5012,0.853
0.2588,0.5046,0.8419
0.2504,0.4955,0.8528
0.2477,0.4986,0.8549
0.2544,0.5077,0.8486
0.2418,0.494,0.8518
0.2433,0.4987,0.8519
0.2515,0.5038,0.8528
0.2572,0.5106,0.8493
0.2538,0.5045,0.8416
0.2541,0.505,0.8468
0.2494,0.5009,0.8526
0.2547,0.5038,0.8479
0.2506,0.498,0.8426
0.2502,0.5035,0.8489
0.253,0.499,0.8486
0.248,0.4983,0.8472
0.2413,0.4923,0.8555
0.2551,0.5087,0.8504
0.2509,0.497,0.846
0.2459,0.5002,0.8505
0.2487,0.5027,0.849
