protected,f0,accuracy
0.0,0.4923,0.6954
0.0,0.5033,0.7028
0.0,0.5053,0.7034
0.0,0.4969,0.7022
0.0,0.4964,0.6988
0.0,0.5021,0.702
0.0,0.5,0.7045
0.0,0.4895,0.6961
0.0,0.5034,0.6884
0.0,0.5007,0.6989
0.0,0.5074,0.7042
0.0,0.4888,0.7008
0.0,0.496,0.698
0.0,0.501,0.6916
0.0,0.5045,0.69
0.0,0.4983,0.6928
0.0,0.5033,0.6979
0.0,0.5047,0.6958
0.0,0.4999,0.6963
0.0,0.4957,0.703
0.0,0.4904,0.7017
0.0,0.5059,0.6924
0.0,0.4948,0.6979
0.0,0.4926,0.7023
0.0,0.4921,0.7023
0.0,0.5131,0.697
0.0,0.5017,0.6978
0.0,0.5076,0.7048
0.0,0.5062,0.7034
0.0,0.5031,0.7022
0.0,0.5043,0.7062
0.0,0.4945,0.698
0.0,0.5105,0.7053
0.0,0.4975,0.6973
0.0,0.4991,0.6995
0.0,0.5008,0.7025
0.0,0.4958,0.6959
0.0,0.5013,0.6974
0.0,0.4983,0.6904
0.0,0.4899,0.7022
0.0,0.5016,0.6965
0.0,0.5092,0.7043
0.0,0.4961,0.7085
0.0,0.5012,0.7045
0.0,0.4953,0.7012
0.2493,0.5063,0.7027
0.0,0.4993,0.6968
0.0,0.5075,0.7
0.0,0.497,0.6994
0.0,0.4911,0.6953
0.0,0.4943,0.7008
0.0,0.4924,0.7044
0.0,0.5109,0.7005
0.0,0.4977,0.69
0.0,0.5014,0.7023
0.0,0.5045,0.7026
0.0,0.4943,0.7015
0.0,0.4917,0.6967
0.0,0.5008,0.6984
0.0,0.4941,0.6986
0.0,0.5021,0.7143
0.0,0.497,0.6946
0.0,0.4975,0.701
0.2614,0.5084,0.697
0.0,0.5019,0.7048
0.0,0.5021,0.7088
0.0,0.4944,0.7064
0.0,0.5004,0.6937
0.0,0.5023,0.7086
0.0,0.483,0.699
0.0,0.4998,0.6911
0.0,0.4956,0.7024
0.0,0.5023,0.6967
0.0,0.4944,0.7038
0.0,0.4899,0.6927
0.0,0.4985,0.6934
0.0,0.5019,0.6986
0.0,0.4973,0.6972
0.0,0.499,0.701
0.0,0.4977,0.6973
0.0,0.4966,0.7001
0.0,0.4882,0.7021
0.0,0.4902,0.7008
0.0,0.4995,0.7053
0.0,0.4992,0.6976
0.0,0.4894,0.6965
0.0,0.4958,0.6972
0.0,0.5012,0.7033
0.0,0.4965,0.6991
0.0,0.4965,0.7038
0.0,0.4956,0.7049
0.0,0.5005,0.7025
0.0,0.5062,0.6995
0.0,0.498,0.6985
0.0,0.5086,0.695
0.0,0.5028,0.7008
0.0,0.5008,0.6976
0.0,0.4998,0.7031
0.0,0.5099,0.7009
0.0,0.4991,0.706
