protected,f0
0.2448,-0.4986
0.25,-0.5012
0.241,-0.5014
0.2464,-0.4977
0.2503,-0.5001
0.2539,-0.5064
0.2482,-0.4946
0.2545,-0.5047
0.243,-0.5056
0.2508,-0.5026
0.2569,-0.5099
0.2559,-0.5061
0.2509,-0.4982
0.2512,-0.4967
0.2458,-0.501
0.2556,-0.4982
0.2476,-0.4979
0.2489,-0.5074
0.2521,-0.5082
0.2472,-0.4937
0.2452,-0.502
0.2531,-0.4949
0.251,-0.4959
0.2532,-0.5141
0.2461,-0.4971
0.2483,-0.4973
0.2504,-0.501
0.2517,-0.5007
0.2481,-0.5036
0.2555,-0.5127
0.2539,-0.5069
0.2476,-0.4901
0.2487,-0.5017
0.2418,-0.4933
0.2494,-0.4954
0.2505,-0.505
0.2466,-0.501
0.2458,-0.4937
0.2517,-0.5036
0.2498,-0.4965
0.2561,-0.499
0.2435,-0.4963
0.2496,-0.5016
0.2405,-0.4904
0.2517,-0.5037
0.2496,-0.5017
0.2528,-0.4978
0.2436,-0.5036
0.2587,-0.5066
0.25,-0.4979
0.2566,-0.5024
0.2436,-0.4945
0.2516,-0.4979
0.2495,-0.4948
0.2503,-0.4982
0.2509,-0.4938
0.2558,-0.5058
0.2492,-0.4983
0.2496,-0.5005
0.2422,-0.4949
0.2436,-0.4961
0.2546,-0.4987
0.2556,-0.5066
0.2466,-0.4987
0.2432,-0.4991
0.2434,-0.5059
0.2537,-0.5095
0.2436,-0.4983
0.2506,-0.5075
0.2521,-0.5051
0.2498,-0.4999
0.2512,-0.5042
0.2479,-0.4985
0.2571,-0.503
0.2579,-0.5033
0.2589,-0.4977
0.2492,-0.4999
0.2533,-0.5039
0.2563,-0.5062
0.2564,-0.5162
0.2549,-0.5076
0.2574,-0.5081
0.2526,-0.4986
0.2471,-0.494
0.2508,-0.4952
0.2403,-0.501
0.2488,-0.501
0.2493,-0.5015
0.2514,-0.5035
0.2501,-0.4982
0.2471,-0.486
0.2614,-0.5109
0.2482,-0.4997
0.2451,-0.4967
0.2471,-0.4907
0.255,-0.4977
0.2455,-0.4963
0.2645,-0.5107
0.2396,-0.4994
0.2454,-0.4941
