protected,f0
0.2491,0.4977
0.2529,0.5026
0.2504,0.5033
0.2457,0.4994
0.2526,0.4993
0.2533,0.5079
0.2496,0.4923
0.2477,0.4967
0.2481,0.4955
0.2548,0.5048
0.2418,0.4956
0.2437,0.4905
0.2504,0.5077
0.2443,0.4952
0.2466,0.4995
0.2517,0.5062
0.2486,0.4998
0.2491,0.498
0.2498,0.4998
0.2444,0.5023
0.2447,0.4876
0.2504,0.4989
0.257,0.5141
0.249,0.5014
0.2469,0.4974
0.2474,0.5108
0.2522,0.4993
0.2511,0.4983
0.2447,0.4927
0.251,0.4953
0.2536,0.5083
0.2508,0.5051
0.2474,0.4981
0.2444,0.4947
0.2487,0.5024
0.2521,0.4979
0.2508,0.5029
0.2494,0.4984
0.2449,0.4965
0.2477,0.4947
0.2398,0.4881
0.2497,0.4994
0.2479,0.4933
0.2498,0.5011
0.2514,0.4906
0.2467,0.4904
0.2478,0.5008
0.2523,0.502
0.2487,0.4984
0.2458,0.4964
0.2491,0.499
0.2593,0.5113
0.2479,0.4942
0.2468,0.4969
0.2445,0.4981
0.2516,0.5083
0.2503,0.5021
0.2495,0.5038
0.2523,0.5053
0.2537,0.4965
0.2453,0.5008
0.242,0.4922
0.248,0.4948
0.2515,0.4983
0.2547,0.4999
0.2454,0.497
0.2559,0.5118
0.2497,0.4976
0.2561,0.5147
0.2414,0.4845
0.2465,0.4993
0.2514,0.5024
0.2492,0.5042
0.2486,0.4993
0.2497,0.5023
0.25,0.5007
0.2431,0.4915
0.2564,0.5053
0.2474,0.4948
0.2499,0.4964
0.2527,0.4975
0.2472,0.4966
0.2431,0.4984
0.2541,0.5043
0.2526,0.4971
0.2472,0.4987
0.2547,0.5088
0.251,0.5034
0.2439,0.4982
0.2584,0.499
0.2552,0.502
0.2488,0.5027
0.249,0.4971
0.2521,0.5051
0.2446,0.4958
0.2433,0.4989
0.2576,0.5055
0.2511,0.4981
0.2396,0.4912
0.2512,0.5017
