protected,f0
0.2471,-0.4928
0.2494,-0.503
0.2462,-0.489
0.2553,-0.506
0.2443,-0.4961
0.2509,-0.4977
0.2449,-0.494
0.2487,-0.5111
0.2548,-0.4968
0.2519,-0.495
0.2572,-0.5046
0.2471,-0.4941
0.2493,-0.4965
0.2558,-0.4991
0.2458,-0.5013
0.2535,-0.4993
0.2497,-0.5034
0.255,-0.5049
0.2561,-0.5045
0.2535,-0.5018
0.2521,-0.4969
0.2523,-0.4975
0.2458,-0.5038
0.2445,-0.4924
0.2409,-0.4893
0.2414,-0.4938
0.245,-0.4944
0.25,-0.4917
0.2491,-0.4922
0.2472,-0.4913
0.2537,-0.5041
0.2527,-0.4982
0.2436,-0.4908
0.2582,-0.5047
0.2528,-0.4988
0.2504,-0.5017
0.255,-0.5039
0.2453,-0.4989
0.255,-0.5066
0.2455,-0.5022
0.2506,-0.4975
0.256,-0.504
0.2488,-0.5037
0.2486,-0.4935
0.2471,-0.4996
0.2469,-0.5022
0.2568,-0.5063
0.2409,-0.4929
0.2472,-0.4968
0.2507,-0.4981
0.2521,-0.495
0.2526,-0.4987
0.2539,-0.5016
0.2539,-0.4946
0.2464,-0.5022
0.2481,-0.4964
0.2487,-0.5001
0.2544,-0.5063
0.2507,-0.5105
0.2541,-0.5006
0.2431,-0.4993
0.247,-0.497
0.2552,-0.4992
0.2509,-0.5059
0.2477,-0.4941
0.2485,-0.5013
0.2573,-0.5036
0.2566,-0.5087
0.2441,-0.5004
0.2523,-0.4994
0.2397,-0.4919
0.2465,-0.4988
0.2489,-0.4969
0.2439,-0.4911
0.2494,-0.4968
0.2505,-0.5013
0.2464,-0.4921
0.2523,-0.4943
0.2526,-0.5022
0.249,-0.5031
0.2504,-0.5034
0.2558,-0.5041
0.2474,-0.4967
0.2536,-0.4972
0.248,-0.5033
0.2511,-0.4984
0.248,-0.4999
0.2483,-0.503
0.247,-0.4972
0.2482,-0.4981
0.2459,-0.4913
0.2412,-0.5014
0.2521,-0.5006
0.2457,-0.495
0.2459,-0.4979
0.2406,-0.4905
0.2424,-0.5026
0.2454,-0.4967
0.2539,-0.502
0.2526,-0.4992
