protected,f0
-0.2399,0.4941
-0.2522,0.5043
-0.2496,0.4944
-0.2464,0.5041
0.255,0.4947
-0.2508,0.5001
-0.2485,0.5065
-0.2496,0.501
-0.2498,0.4823
0.252,0.5016
0.2524,0.5096
0.2494,0.498
0.2498,0.5066
0.251,0.4979
-0.2482,0.4995
0.2491,0.5017
0.2545,0.5042
0.2521,0.5028
0.249,0.5024
-0.2486,0.4977
-0.2511,0.5117
0.2519,0.5106
-0.2579,0.5055
0.2467,0.4992
0.2536,0.5016
0.0,0.253
0.2539,0.4961
-0.2484,0.5044
0.0,0.2568
-0.2464,0.505
0.2537,0.4998
-0.2484,0.4968
-0.2528,0.5031
0.0,0.2426
-0.2447,0.4951
0.252,0.5004
0.2422,0.4913
0.2486,0.4996
-0.2457,0.4954
0.2467,0.4948
-0.2527,0.5026
0.2477,0.4959
-0.2577,0.5067
-0.2567,0.5055
-0.2466,0.4967
0.2506,0.4985
-0.2514,0.4997
-0.2423,0.495
0.2495,0.4963
-0.2415,0.4978
-0.2467,0.4983
0.2508,0.5005
-0.2551,0.5002
-0.2415,0.4943
-0.256,0.504
-0.2498,0.4885
-0.2483,0.4981
-0.2459,0.4994
-0.2439,0.495
-0.251,0.499
-0.2534,0.4973
-0.2431,0.4966
-0.2481,0.4955
-0.2513,0.4938
0.2481,0.5068
-0.2512,0.5046
-0.2444,0.497
0.2527,0.4992
0.2449,0.4921
0.2456,0.4972
-0.243,0.4905
-0.2499,0.4968
-0.246,0.5034
-0.2492,0.4982
0.2538,0.5073
-0.2505,0.5003
0.2478,0.5044
-0.2501,0.4947
0.2503,0.5009
-0.2488,0.4978
-0.2508,0.5024
0.2474,0.4969
-0.2471,0.5015
0.0,0.2508
0.2444,0.5005
-0.2429,0.4963
0.2534,0.5018
-0.2466,0.4949
0.253,0.5007
-0.2496,0.5017
0.2537,0.5037
-0.2489,0.4995
-0.2443,0.5043
0.2539,0.4963
-0.2459,0.4964
-0.2521,0.4968
-0.2484,0.502
0.2643,0.516
0.0,0.251
-0.2488,0.5083
