protected,f0
0.2504,-0.4964
0.2541,-0.5059
0.251,-0.5015
0.2508,-0.4976
0.2551,-0.5029
0.2528,-0.5021
0.2462,-0.5055
0.2461,-0.5042
0.247,-0.5003
0.2501,-0.4923
0.2464,-0.4967
0.2553,-0.5002
0.2545,-0.5012
0.2516,-0.494
0.2528,-0.5043
0.2487,-0.4998
0.2511,-0.5033
0.2524,-0.5007
0.2486,-0.4961
0.2519,-0.4966
0.245,-0.4887
0.2506,-0.5043
0.2532,-0.4977
0.2544,-0.5055
0.247,-0.501
0.2447,-0.4853
0.2594,-0.4983
0.2429,-0.4911
0.2442,-0.4937
0.2529,-0.5046
0.2543,-0.5065
0.2505,-0.5026
0.2524,-0.5012
0.2448,-0.5008
0.2457,-0.4912
0.2433,-0.4938
0.2542,-0.5015
0.2554,-0.5015
0.2497,-0.501
0.2534,-0.502
0.2476,-0.5028
0.257,-0.5007
0.2478,-0.4994
0.2493,-0.5007
0.2499,-0.5033
0.2475,-0.4992
0.2469,-0.5023
0.2495,-0.5051
0.2459,-0.4966
0.2477,-0.4966
0.2488,-0.4971
0.2559,-0.5102
0.2429,-0.5015
0.2508,-0.4929
0.2547,-0.4997
0.2519,-0.5004
0.2534,-0.5064
0.2467,-0.4966
0.243,-0.493
0.2499,-0.497
0.2467,-0.4919
0.2461,-0.4937
0.2517,-0.5041
0.2608,-0.5032
0.2487,-0.4935
0.2461,-0.5034
0.245,-0.4933
0.2548,-0.5088
0.235,-0.4904
0.2451,-0.5007
0.2555,-0.502
0.2556,-0.5047
0.2405,-0.493
0.2485,-0.5055
0.2494,-0.4909
0.2538,-0.5009
0.253,-0.4963
0.2563,-0.5083
0.2536,-0.5007
0.2553,-0.504
0.2528,-0.4996
0.2543,-0.5064
0.2516,-0.4989
0.2498,-0.5054
0.2515,-0.5018
0.2499,-0.4979
0.2506,-0.4971
0.2468,-0.4966
0.2551,-0.5003
0.2454,-0.4971
0.249,-0.5013
0.2439,-0.4882
0.2501,-0.5005
0.2562,-0.5033
0.2494,-0.5006
0.2505,-0.5002
0.2565,-0.5057
0.2481,-0.5005
0.2458,-0.4964
0.2457,-0.5019
