protected,f0,accuracy
0.2469,0.255,0.5971
0.2523,0.0,0.6029
0.2513,0.0,0.5976
0.2483,0.2509,0.6009
0.2536,0.0,0.6081
0.2439,0.0,0.604
0.2481,0.0,0.6034
0.2499,0.0,0.6059
0.2399,0.2545,0.6038
0.2478,0.2519,0.5962
0.2441,0.0,0.6015
0.2495,0.0,0.5997
0.2551,0.0,0.5976
0.2567,0.0,0.5921
0.2524,0.0,0.5986
0.2517,0.5044,0.5906
-0.2421,0.0,0.5994
0.2512,0.0,0.5985
0.2431,0.0,0.5998
-0.2484,0.0,0.6008
0.2489,0.0,0.6014
0.2536,0.0,0.6002
0.2489,0.0,0.5978
0.2557,0.0,0.6013
0.2484,0.253,0.5958
0.2462,0.2462,0.5921
0.2457,0.0,0.6023
0.2593,0.0,0.6004
0.2444,0.2553,0.5929
-0.2473,0.0,0.6058
0.2507,0.0,0.6088
0.2455,0.0,0.5933
0.2453,0.2523,0.6004
0.2485,0.2511,0.6029
0.2531,0.0,0.5954
0.2485,0.0,0.5993
0.0,0.4996,0.5997
0.2423,0.0,0.5917
0.2595,0.0,0.5992
0.2472,0.0,0.5994
0.0,0.498,0.6027
0.2406,0.2495,0.6045
0.2578,0.0,0.5996
0.2456,0.0,0.5983
0.2464,0.0,0.5976
-0.2545,0.0,0.5917
0.2463,0.0,0.5972
0.2438,0.0,0.599
0.2469,0.0,0.6
0.2544,0.0,0.5949
-0.2501,0.0,0.5983
0.2484,0.0,0.6025
0.2476,0.0,0.5967
0.2525,0.0,0.6046
0.2505,0.0,0.6069
0.2516,0.0,0.5976
0.2419,0.0,0.6012
0.2507,0.0,0.5969
0.2597,0.0,0.5979
0.2501,0.0,0.5952
0.2539,0.2538,0.5959
0.2505,0.0,0.5938
0.0,0.0,0.6016
0.2471,0.0,0.6035
0.2548,0.0,0.5948
0.2493,0.0,0.6029
0.2573,0.0,0.6044
0.2523,0.2486,0.6043
0.2402,0.0,0.5921
0.2566,0.0,0.6029
0.2528,0.0,0.5947
0.254,0.0,0.602
0.2455,0.0,0.6048
0.2379,0.0,0.5993
0.2522,0.0,0.6009
0.2447,0.0,0.5981
0.2574,0.0,0.5934
0.2518,0.0,0.6013
0.253,0.2411,0.6011
0.2489,0.0,0.5937
0.2456,0.0,0.5989
0.2503,0.4969,0.5937
0.2529,0.0,0.5956
0.2505,0.0,0.6039
0.2572,0.0,0.5911
0.2501,0.0,0.5931
0.2524,0.0,0.596
-0.2457,0.0,0.6019
0.2536,0.0,0.6072
0.249,0.0,0.6011
-0.2508,0.0,0.5954
0.2477,0.0,0.6075
0.2409,0.0,0.5974
0.2512,0.0,0.6024
0.2517,0.2516,0.6081
0.244,0.0,0.5964
-0.2485,0.0,0.5944
0.2548,0.0,0.6016
-0.2506,0.0,0.601
0.0,0.0,0.5993
