protected,f0
0.2527,-0.5028
0.2482,-0.4975
0.2433,-0.4878
0.2544,-0.5004
0.2495,-0.4967
0.2333,-0.4949
0.2438,-0.4962
0.2501,-0.5048
0.2455,-0.4967
0.2513,-0.5007
0.2488,-0.4963
0.2407,-0.4974
0.2513,-0.4986
0.2509,-0.4994
0.2503,-0.4969
0.2461,-0.4936
0.2522,-0.5057
0.2443,-0.4958
0.2497,-0.4947
0.2465,-0.4984
0.2489,-0.4967
0.2526,-0.4944
0.2486,-0.4974
0.2589,-0.5068
0.2451,-0.502
0.2501,-0.5031
0.256,-0.5006
0.2526,-0.4999
0.2552,-0.5058
0.2544,-0.4962
0.2487,-0.4958
0.2388,-0.4962
0.2505,-0.4954
0.2476,-0.4967
0.2553,-0.4985
0.253,-0.508
0.2522,-0.4966
0.2495,-0.5039
0.2544,-0.5054
0.2462,-0.4952
0.2431,-0.4885
0.2563,-0.5055
0.2543,-0.5113
0.2508,-0.5018
0.2447,-0.4979
0.2464,-0.4919
0.2476,-0.4995
0.2491,-0.5014
0.2544,-0.5024
0.2495,-0.4934
0.2539,-0.5041
0.2535,-0.5038
0.2487,-0.4985
0.2515,-0.5038
0.2518,-0.4993
0.2443,-0.4897
0.2495,-0.5005
0.2465,-0.5016
0.2489,-0.4963
0.2444,-0.4923
0.2498,-0.5006
0.2538,-0.5009
0.2528,-0.503
0.2523,-0.505
0.254,-0.5063
0.2483,-0.5036
0.2516,-0.4986
0.2498,-0.5058
0.2474,-0.499
0.2448,-0.499
0.2642,-0.5136
0.2618,-0.5093
0.2509,-0.4965
0.251,-0.4927
0.2502,-0.4972
0.2531,-0.4937
0.2547,-0.5062
0.2547,-0.4982
0.2479,-0.495
0.2485,-0.5053
0.2607,-0.508
0.2528,-0.5074
0.2541,-0.4996
0.2537,-0.4964
0.2459,-0.5005
0.2405,-0.4958
0.2516,-0.5006
0.2511,-0.5081
0.2508,-0.4998
0.262,-0.5049
0.2529,-0.504
0.2442,-0.503
0.2467,-0.4997
0.2514,-0.5043
0.2487,-0.4974
0.2541,-0.4983
0.2438,-0.4905
0.2461,-0.4984
0.2473,-0.5062
0.2509,-0.4916
