protected,f0
0.2595,-0.5101
0.2484,-0.5034
0.2497,-0.4994
0.243,-0.4956
0.2557,-0.5021
0.2367,-0.4847
0.2544,-0.5047
0.2476,-0.4939
0.2501,-0.4979
0.2537,-0.4973
0.2503,-0.498
0.254,-0.5084
0.2481,-0.4964
0.2426,-0.4997
0.2509,-0.5027
0.2379,-0.4899
0.2455,-0.5024
0.2479,-0.5011
0.2442,-0.4908
0.2403,-0.4981
0.2514,-0.4972
0.2489,-0.5018
0.2437,-0.4972
0.2512,-0.5036
0.2525,-0.5014
0.2478,-0.5012
0.25,-0.4993
0.2493,-0.4933
0.2511,-0.5054
0.2538,-0.5041
0.25,-0.5061
0.2458,-0.5006
0.2531,-0.4983
0.2498,-0.5074
0.2542,-0.4997
0.2443,-0.4932
0.2483,-0.4947
0.2568,-0.5058
0.2503,-0.503
0.2484,-0.4983
0.2518,-0.4967
0.2472,-0.4951
0.2532,-0.5055
0.2409,-0.4907
0.2508,-0.498
0.2433,-0.4959
0.2485,-0.5024
0.2486,-0.5048
0.2525,-0.4956
0.2463,-0.4937
0.25,-0.4968
0.243,-0.4979
0.2542,-0.5061
0.2525,-0.5004
0.2561,-0.497
0.2497,-0.4923
0.2551,-0.5061
0.2589,-0.5029
0.2524,-0.5032
0.2526,-0.5006
0.2463,-0.5009
0.2545,-0.5023
0.2465,-0.4951
0.246,-0.4927
0.25,-0.5078
0.2541,-0.5031
0.2544,-0.5071
0.246,-0.4974
0.2466,-0.5017
0.2436,-0.4904
0.2442,-0.4912
0.2434,-0.4969
0.2452,-0.4975
0.2509,-0.5037
0.2477,-0.501
0.2544,-0.4947
0.2511,-0.5029
0.25,-0.5002
0.2465,-0.5063
0.2477,-0.498
0.2577,-0.5029
0.2587,-0.5038
0.2444,-0.4888
0.252,-0.4982
0.2492,-0.5014
0.248,-0.4935
0.2417,-0.5
0.248,-0.4938
0.251,-0.4955
0.2478,-0.4958
0.2466,-0.4974
0.2566,-0.4967
0.2411,-0.4995
0.2554,-0.506
0.2429,-0.4974
0.2548,-0.4942
0.2492,-0.5081
0.2492,-0.501
0.253,-0.5049
0.2481,-0.4994
