protected,f0
-0.2504,0.503
-0.2526,0.4978
-0.2527,0.5025
0.239,0.4978
-0.2611,0.5058
-0.2558,0.5009
0.2587,0.5088
0.2466,0.4998
0.2469,0.4953
0.2523,0.5035
0.2485,0.5017
0.2467,0.5002
0.2389,0.4955
0.2467,0.5012
0.2451,0.4997
0.2573,0.5018
0.2485,0.5007
-0.2454,0.4971
0.2476,0.5024
0.2479,0.4969
-0.2447,0.4878
0.2526,0.509
0.2471,0.4891
0.2501,0.4968
-0.2472,0.4985
0.2558,0.4955
0.2537,0.5015
-0.2473,0.5009
0.2547,0.5055
-0.2515,0.5007
-0.241,0.4906
-0.2537,0.5071
-0.2478,0.5001
0.2515,0.4978
0.2467,0.4986
0.2486,0.4998
-0.2456,0.5051
0.2465,0.4997
0.2438,0.4982
-0.2444,0.5001
0.2492,0.4925
0.2505,0.5026
0.2545,0.5033
-0.254,0.4988
0.0,0.2524
0.2533,0.4998
0.2428,0.4943
0.2519,0.4972
-0.2485,0.4966
-0.2478,0.497
0.2492,0.5013
0.245,0.4947
0.2475,0.4961
-0.2568,0.5071
0.2451,0.4983
0.2576,0.5034
0.2529,0.4998
0.258,0.5034
0.2467,0.4952
-0.2484,0.5039
0.2412,0.4861
0.2539,0.51
-0.2478,0.5018
0.254,0.5006
-0.2529,0.4975
0.2476,0.4869
0.2459,0.4923
0.2479,0.5023
0.249,0.494
0.2558,0.4995
-0.2506,0.5063
-0.2504,0.503
0.247,0.5041
-0.249,0.5013
0.0,0.2542
0.2511,0.4948
0.2466,0.4915
0.257,0.4998
0.256,0.5018
-0.2419,0.4977
0.2508,0.5009
0.2472,0.4973
-0.249,0.4981
-0.2437,0.4935
0.2507,0.4993
-0.2442,0.499
0.2483,0.5011
-0.2538,0.5003
-0.2546,0.5009
0.2482,0.5003
0.254,0.5063
-0.2547,0.4989
-0.2537,0.4966
-0.2484,0.5068
-0.2503,0.5029
-0.2478,0.4974
-0.2467,0.5002
0.2487,0.4941
0.2485,0.4997
0.2487,0.5003
