protected,f0
0.2533,-0.5049
0.2493,-0.498
0.2471,-0.4987
0.2483,-0.4988
0.2504,-0.4955
0.2513,-0.5021
0.2486,-0.5008
0.2497,-0.5044
0.2439,-0.4903
0.2562,-0.5024
0.2521,-0.5004
0.2437,-0.4943
0.2496,-0.4999
0.2485,-0.4981
0.2492,-0.4963
0.2417,-0.4921
0.253,-0.5006
0.2484,-0.5018
0.2493,-0.4986
0.2483,-0.4913
0.2528,-0.4986
0.2506,-0.5011
0.2412,-0.4986
0.2535,-0.5015
0.246,-0.4994
0.2445,-0.4954
0.252,-0.5099
0.2483,-0.5023
0.2542,-0.5004
0.2435,-0.4945
0.2562,-0.4925
0.2454,-0.4945
0.2476,-0.4934
0.2529,-0.5059
0.2498,-0.5023
0.2594,-0.5074
0.2547,-0.4955
0.2548,-0.5016
0.2458,-0.497
0.2446,-0.4913
0.2521,-0.4984
0.2503,-0.503
0.2485,-0.4966
0.2441,-0.4948
0.2504,-0.4983
0.2542,-0.4993
0.2574,-0.5092
0.2467,-0.4969
0.2494,-0.4964
0.2461,-0.4953
0.2553,-0.503
0.2473,-0.5063
0.2455,-0.4939
0.2487,-0.4979
0.2413,-0.4882
0.2502,-0.4998
0.2504,-0.5006
0.2546,-0.5048
0.2459,-0.5033
0.2433,-0.4944
0.2487,-0.5001
0.2516,-0.5001
0.2461,-0.5002
0.2511,-0.4987
0.2418,-0.4873
0.2464,-0.49
0.2472,-0.5015
0.2527,-0.5015
0.2517,-0.51
0.2544,-0.5047
0.2548,-0.5053
0.2504,-0.5023
0.2519,-0.5066
0.2521,-0.5052
0.2551,-0.5025
0.2484,-0.5006
0.2479,-0.5057
0.2465,-0.4974
0.2456,-0.4961
0.2471,-0.4964
0.244,-0.5019
0.241,-0.4985
0.2544,-0.5097
0.2534,-0.5004
0.2488,-0.4982
0.2488,-0.495
0.251,-0.4936
0.2494,-0.5001
0.2537,-0.5037
0.2483,-0.5047
0.2451,-0.4931
0.2493,-0.4941
0.2492,-0.4982
0.2482,-0.505
0.2561,-0.5004
0.2525,-0.495
0.2396,-0.49
0.2498,-0.4947
0.2525,-0.4968
0.2502,-0.4978
